Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
91	o	0	i091-l01		source_blank	source_blank	no entry	excluded	printed gap: the item was not elicited at this site	no	manual source blank; legacy audit also records a printed gap	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	a	1	i091-l02	doʔo	attested	attested	do o	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	b	2	i091-l03	tau̯	attested	attested	tau �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	c	2	i091-l03	tau̯	attested	attested	tau �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	l	2	i091-l03	tau̯	attested	attested	tau �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	m	2	i091-l03	tau̯	attested	attested	tau �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	d	3	i091-l04	do	attested	attested	do	installed		yes	legacy exact comparison match (audit-only; not verification)	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	i	3	i091-l05	du	attested	attested	du	installed		yes	legacy exact comparison match (audit-only; not verification)	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	e	4	i091-l06	dau̯	attested	attested	dau �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
91	f	4	i091-l06	dau̯	attested	attested	dau �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	07891cfdd77c3b8dd795794aa960e4eb0e84c5bd4648ca52163b6738ef142612	6df79246e57c34fca7c9b453f59d78afb26a54346306ab636011898b656b5c12	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
