Item	Gloss	Site_Code	Site_Identity	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Line_IDs	Source_Qualification	Review_Status	Scope	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
131	mother	0	printed site code 0	69	62	right	ma	3	i131-l05		attested	control_audit_only	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	a	printed site code a	69	62	right	ama	1	i131-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	b	printed site code b	69	62	right	amai̯	1	i131-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	c	printed site code c	69	62	right	amai̯	1	i131-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	d	printed site code d	69	62	right	ama	1	i131-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	e	printed site code e	69	62	right	ama	1	i131-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	f	printed site code f	69	62	right	ama	1	i131-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	g	printed site code g	69	62	right	bai̯	4	i131-l07		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	h	printed site code h	69	62	right	bai̯	4	i131-l07		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	i	printed site code i	69	62	right	ama	1	i131-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	j	printed site code j	69	62	right	bɨi̯	2	i131-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	k	printed site code k	69	62	right	mao̯	3	i131-l06		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	l	printed site code l	69	62	right	ama	1	i131-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	m	printed site code m	69	62	right	ama	1	i131-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	n	printed site code n	69	62	right	bai̯	4	i131-l07		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	o	printed site code o	69	62	right	ama	1	i131-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
131	mother	p	printed site code p	69	62	right	bei̯ | bei̯	2|4	i131-l04|i131-l08		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
132	husband	0	printed site code 0	69	62	right	ʃami	6	i132-l08		attested	control_audit_only	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
132	husband	a	printed site code a	69	62	right	ʃɛ	1	i132-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
132	husband	b	printed site code b	69	62	right	mitʰala	2	i132-l04		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
132	husband	c	printed site code c	69	62	right	mitʰala	2	i132-l04		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
132	husband	d	printed site code d	69	62	right	ʃɛ	1	i132-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
132	husband	e	printed site code e	69	62	right	ʃai̯	1	i132-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
