Item	Gloss	Site_Code	Site_Identity	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Line_IDs	Source_Qualification	Review_Status	Scope	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
101	neck	0	printed site code 0	65	58	left	gola	4	i101-l09		attested	control_audit_only	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	a	printed site code a	65	58	left	gutok	1	i101-l04		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	b	printed site code b	65	58	left	kalkʰu	2	i101-l05		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	c	printed site code c	65	58	left	kalkʰu	2	i101-l05		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	d	printed site code d	65	58	left	godok	1	i101-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	e	printed site code e	65	58	left	godok	1	i101-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	f	printed site code f	65	58	left	godok	1	i101-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	g	printed site code g	65	58	left	godok	1	i101-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	h	printed site code h	65	58	left	godok	1	i101-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
101	neck	i	printed site code i	65	58	left	gɨtok	1	i101-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
