Item	Gloss	Site_Code	Site_Identity	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Line_IDs	Source_Qualification	Review_Status	Scope	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
41	eggplant	0	printed site code 0	57	50	left	bɛgun	1	i041-l04		attested	control_audit_only	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	a	printed site code a	57	50	left	barɨŋ	1	i041-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	b	printed site code b	57	50	left	bantao̯	2	i041-l05		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	c	printed site code c	57	50	left	bantao̯	2	i041-l05		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	d	printed site code d	57	50	left	bai̯gon	1	i041-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	e	printed site code e	57	50	left	bai̯gon	1	i041-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	f	printed site code f	57	50	left	bai̯gon	1	i041-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	g	printed site code g	57	50	left	bai̯gon	1	i041-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	h	printed site code h	57	50	left	bai̯gon	1	i041-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	i	printed site code i	57	50	left	barɨŋ	1	i041-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	j	printed site code j	57	50	left	mantao̯	2	i041-l06		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	k	printed site code k	57	50	left	mantao̯	2	i041-l06		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
41	eggplant	l	printed site code l	57	50	left	mantao̯	2	i041-l06		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered page; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
