Line_ID	Item	Gloss	PDF_Page	Printed_Page	Column	Line_Order	Similarity_Group	Manual_Transcription	Bracket_Codes	Printed_Status_Text	Line_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
i136-l01	136	elder brother	70	63	right	1	1	ada	fio		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i136-l02	136	elder brother	70	63	right	2	1	dada	acdeghln		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i136-l03	136	elder brother	70	63	right	3	2	kaka	bc		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i136-l04	136	elder brother	70	63	right	4	3	hmɨn	k		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i136-l05	136	elder brother	70	63	right	5	3	hmɨn (kɨnba)	j		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i136-l06	136	elder brother	70	63	right	6	4	pʰao̯ tʃuŋguwa	m		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i136-l07	136	elder brother	70	63	right	7	5	bɔro bʰai̯	0		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i136-l08	136	elder brother	70	63	right	8	6	hɨn min koraŋ	p		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i137-l01	137	elder sister	70	63	right	1	1	abi	adio		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i137-l02	137	elder sister	70	63	right	2	2	ad͜ʒa	bcl		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i137-l03	137	elder sister	70	63	right	3	3	bai̯	cef		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i137-l04	137	elder sister	70	63	right	4	4	bortʰao̯ kɨnba	jk		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i137-l05	137	elder sister	70	63	right	5	5	d͜ʒa tʃuŋguwa	m		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i137-l06	137	elder sister	70	63	right	6	6	bɔro bon / didi	0gn		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i137-l07	137	elder sister	70	63	right	7	6	dadi	h		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i137-l08	137	elder sister	70	63	right	8	7	hɨn min rao̯k mao̯	p		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l01	138	younger brother	70	63	right	1	1	d͜ʒoŋ	abcefgo		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l02	138	younger brother	70	63	right	2	2	d͜ʒoŋgoa̯	l		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l03	138	younger brother	70	63	right	3	3	nono	h		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l04	138	younger brother	70	63	right	4	4	hɨmbu dodɨpʼ	jk		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l05	138	younger brother	70	63	right	5	4	hɨnbu dudit	p		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l06	138	younger brother	70	63	right	6	5	d͜ʒoŋ mɨlguwa	m		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l07	138	younger brother	70	63	right	7	6	tʃʰoto bʰai̯	0		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l08	138	younger brother	70	63	right	8	7	d͜ʒod͜ʒoŋ	den		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i138-l09	138	younger brother	70	63	right	9	8	and͜ʒoŋ	i		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i139-l01	139	younger sister	70	63	right	1	1	anu	ai		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
i139-l02	139	younger sister	70	63	right	2	1	nono	deghlno		attested	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
