Gng,,āẓoṛī́,apricot,,,,"buddruss-grangali1979[p. 24, item 1]",,,buddruss-grangali1979:item-1,,,,noun
Gng,,atā́,hungry,,,,"buddruss-grangali1979[p. 24, item 2]",,,buddruss-grangali1979:item-2,,,,adjective
Gng,,bugunṓ,lamb,,,,"buddruss-grangali1979[p. 24, item 3]",,,buddruss-grangali1979:item-3,,,,noun
Gng,,cistalə́,sour,,,,"buddruss-grangali1979[p. 25, item 4]",,source explicitly gives the same form for sour and bitter,buddruss-grangali1979:item-4,,,,adjective
Gng,,radilā́,sharp,,,,"buddruss-grangali1979[p. 25, item 5]",,,buddruss-grangali1979:item-5,,,,adjective
Gng,,kacö́r,armpit,,,,"buddruss-grangali1979[p. 25, item 6]",,,buddruss-grangali1979:item-6,,,,noun
Gng,,ca-,go,,,,"buddruss-grangali1979[p. 25, item 7]",,,buddruss-grangali1979:item-7,,,,verb intr
Gng,,kandā́,wild almond,,,,"buddruss-grangali1979[p. 25, item 8]",,,buddruss-grangali1979:item-8,,,,noun
Gng,,bādā́m,edible almond,,,,"buddruss-grangali1979[p. 25, item 8]",,from Persian,buddruss-grangali1979:item-8:form-2,,,,noun loanword
Gng,,cistalə́,bitter,,,,"buddruss-grangali1979[p. 25, item 9]",,source explicitly gives the same form for sour and bitter,buddruss-grangali1979:item-9,,,,adjective
Gng,,xartī́,donkey,,,,"buddruss-grangali1979[p. 25, item 10]",,,buddruss-grangali1979:item-10,,,,noun
Gng,,kal,year,,,,"buddruss-grangali1979[p. 25, item 11]",,,buddruss-grangali1979:item-11,,,,noun
Gng,,tasā́m dēsā́,day after tomorrow,,,,"buddruss-grangali1979[p. 25, item 12]",,,buddruss-grangali1979:item-12,,,,adverb phrase
Gng,,artə ra paləsā́ arilə́ wusī́sī,"rainbow (red, green, and yellow has risen)",,,,"buddruss-grangali1979[p. 26, item 13]",,circumlocution; component etymologies are discussed by Buddruss but the phrase is not directly linked,buddruss-grangali1979:item-13,,,,phrase
Gng,,kaširə́ zar,silver (white gold),,,,"buddruss-grangali1979[p. 26, item 14]",,calque of Pashto expression,buddruss-grangali1979:item-14,,,,noun phrase loanword
Gng,,bis-,sit down,,,,"buddruss-grangali1979[p. 26, item 15]",,,buddruss-grangali1979:item-15,,,,verb intr
Gng,,ac,today,,,,"buddruss-grangali1979[p. 26, item 16]",,,buddruss-grangali1979:item-16,,,,adverb
Gng,,sardumə́,autumn,,,,"buddruss-grangali1979[p. 26, item 17]",,,buddruss-grangali1979:item-17,,,,noun
Gng,,andə́,blind,,,,"buddruss-grangali1979[p. 26, item 18]",,,buddruss-grangali1979:item-18,,,,adjective
Gng,,darī́,beard,,,,"buddruss-grangali1979[p. 26, item 19]",,,buddruss-grangali1979:item-19,,,,noun
Gng,,la-,beat,,,,"buddruss-grangali1979[p. 26, item 20]",,,buddruss-grangali1979:item-20,,,,verb tr
Gng,,kaširə́,white,,,,"buddruss-grangali1979[p. 26, item 21]",,borrowed form,buddruss-grangali1979:item-21,,,,adjective loanword
Gng,,kasirə́,white,,,,"buddruss-grangali1979[p. 26, item 21]",,accepted alternate pronunciation,buddruss-grangali1979:item-21:form-2,buddruss-grangali1979:item-21,,,adjective loanword alternate
Gng,,bākəs,box,,,,"buddruss-grangali1979[p. 27, item 22]",,English via Pashto,buddruss-grangali1979:item-22,,,,noun loanword
Gng,,ā̃nsṭ,mouth,,,,"buddruss-grangali1979[p. 27, item 23]",,,buddruss-grangali1979:item-23,,,,noun
Gng,,ā̃sṭ,mouth,,,,"buddruss-grangali1979[p. 27, item 23]",,,buddruss-grangali1979:item-23:form-2,buddruss-grangali1979:item-23,,,noun alternate
