koda_kundang,,rimbil,sky,,rimbil,lexical-similarity-group:1,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:koda_kundang:1
koda_krishnupur,,rimbil,sky,,rimbil,lexical-similarity-group:1,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:koda_krishnupur:1
mundari_karimpur,,rimɪl,sky,,rimɪl,lexical-similarity-group:1,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:mundari_karimpur:1
mahali_matindor,,ʃerma,sky,,ʃerma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:mahali_matindor:1
mundari_begunbari,,ʃirma,sky,,ʃirma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:mundari_begunbari:1
mundari_nijpara,,sɨɾima,sky,,sɨɾima,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:mundari_nijpara:1
santali_rajarampur,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:santali_rajarampur:1
santali_rautnagar,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:santali_rautnagar:1
santali_paharpur,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:santali_paharpur:1
mahali_abirpara,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:mahali_abirpara:1
santali_patichora,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:santali_patichora:1
santali_jabri,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:santali_jabri:1
mahali_pachondor,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:mahali_pachondor:1
kol_babudaing,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:kol_babudaing:1
santali_bodobelghoria,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:santali_bodobelghoria:1
santali_rashidpur,,sɛrma,sky,,sɛrma,lexical-similarity-group:2,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:1:santali_rashidpur:1
mundari_begunbari,,ʃiŋgi,sun,,ʃiŋgi,lexical-similarity-group:1,kim-kim-ahmad-sangma2010santali-cluster[p. 82],,,santali-cluster:2:mundari_begunbari:1
