Ni,,akhanɖi,finger,,akhanɖi,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 2]",,Bhattacharya: Sanskrit aᵑgus̥tha 'thumb',nihali-database2026:bhattacharya:r2,,,,loanword
Ni,,aginbi-,to perspire,,aginbi-,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 3]",,"Bhattacharya: cf. Korku; Sanskrit agni 'fire, heat'",nihali-database2026:bhattacharya:r3,,,,loanword
Ni,,agri-,to shut,,agri-,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 4]",,Bhattacharya: Sanskrit argala 'bolt of door',nihali-database2026:bhattacharya:r4,,,,loanword
Ni,,aᵑgarako,shirt,,aᵑgarako,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 5]",,Bhattacharya: Sanskrit aᵑga-raks̥a-,nihali-database2026:bhattacharya:r5,,,,loanword
Ni,,aᵑgub-,to yawn,,aᵑgub-,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 6]",,Bhattacharya: Korku; Santali aᵑgop' 'id.',nihali-database2026:bhattacharya:r6,,,,loanword
Ni,,aᵑgluij-,to bathe,,aᵑgluij-,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 7]",,,nihali-database2026:bhattacharya:r7,,,,
Ni,,accha,good,,accha,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 8]",,,nihali-database2026:bhattacharya:r8,,,,
Ni,,achuɖ-,to hang something,,achuɖ-,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 9]",,,nihali-database2026:bhattacharya:r9,,,,
Ni,,aji,husband's younger sister,,aji,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 10]",,,nihali-database2026:bhattacharya:r10,,,,
Ni,,anci-,to select,,anci-,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 11]",,,nihali-database2026:bhattacharya:r11,,,,
Ni,,aɖek-,to burn (intr.),,aɖek-,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 12]",,,nihali-database2026:bhattacharya:r12,,,,
Ni,,arɖu,tree,,arɖu,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 13]",,"Bhattacharya: Par. ara, Sanskrit daru 'tree'",nihali-database2026:bhattacharya:r13,,,,loanword
Ni,,aɖɖo,tree,,aɖɖo,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 13]",,"Bhattacharya: Par. ara, Sanskrit daru 'tree'",nihali-database2026:bhattacharya:r13:variant:2,nihali-database2026:bhattacharya:r13,,,loanword
Ni,,anɖa,bad,,anɖa,,"bhattacharya1957[p. 252];nihali-database2026[tab Bhattacharya, row 14]",,,nihali-database2026:bhattacharya:r14,,,,
