kul,,dʒɪsəm,body,,dʒɪsəm,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 1, Churla]",,,silkullu1985:chu:i001:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,ˈmʌɳɖə,head,,ˈmʌɳɖə,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 2, Churla]",,,silkullu1985:chu:i002:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,ˈmoːtʰə,face,,ˈmoːtʰə,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 3, Churla]",,,silkullu1985:chu:i003:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,ˈteɳɖe,eye,,ˈteɳɖe,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 4, Churla]",,,silkullu1985:chu:i004:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,naːk,nose,,naːk,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 5, Churla]",,,silkullu1985:chu:i005:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,kʰakʰ,mouth,,kʰakʰ,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 6, Churla]",,,silkullu1985:chu:i006:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,(h)atʰ,arm,,(h)atʰ,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 7, Churla]",,,silkullu1985:chu:i007:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,tʰəːl,palm,,tʰəːl,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 8, Churla]",,,silkullu1985:chu:i008:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,gaːtʰi,finger,,gaːtʰi,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 9, Churla]",,,silkullu1985:chu:i009:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
kul,,petʰ,belly,,petʰ,"Appendix C; Kullui; Churla/Lag Valley, Kullu Tehsil; 10 April 1985; manual source-image transcription; OCR comparison only","blair2021kullu[Appendix C, printed p. 27, item 10, Churla]",,,silkullu1985:chu:i010:v1,,,,dialect:kul:sil-kullu-1985-churla:Churla
