NDu,6557,dɛh,body,,dɛh,,chattisgarhi
DRp,6557,dɛh,body,,dɛh,,chattisgarhi
BRg,6557,dɛh,body,,dɛh,,chattisgarhi
IRp,6557,dɛh,body,,dɛh,,chattisgarhi
KBp,6557,dɛh,body,,dɛh,,chattisgarhi
KBp,,ʃəɾiɾ,body,,ʃəɾiɾ,,chattisgarhi
PRj,6557,dɛh,body,,dɛh,,chattisgarhi
PRj,,ʃəɾiɾ,body,,ʃəɾiɾ,,chattisgarhi
MBs,6557,dɛh,body,,dɛh,,chattisgarhi
MBs,,ʃəɾiɾ,body,,ʃəɾiɾ,,chattisgarhi
JBp,6557,dɛh,body,,dɛh,,chattisgarhi
TRp,6557,dɛh,body,,dɛh,,chattisgarhi
KBs,6557,d̪ɛh,body,,d̪ɛh,,chattisgarhi
SSr,6557,dɛh,body,,dɛh,,chattisgarhi
NDu,10247,muɽ,head,,muɽ,,chattisgarhi
DRp,10247,muɽ,head,,muɽ,,chattisgarhi
BRg,10247,muɽ,head,,muɽ,,chattisgarhi
IRp,10247,muɽ,head,,muɽ,,chattisgarhi
KBp,10247,muɽi,head,,muɽi,,chattisgarhi
PRj,10247,muɽ,head,,muɽ,,chattisgarhi
MBs,10247,muɽi,head,,muɽi,,chattisgarhi
JBp,10247,muːɽ,head,,muːɽ,,chattisgarhi
JBp,10191,muɳdi,head,,muɳdi,,chattisgarhi
TRp,10247,muːɽ,head,,muːɽ,,chattisgarhi
KBs,10191,mundi,head,,mundi,,chattisgarhi
SSr,10247,muɽ,head,,muɽ,,chattisgarhi
NDu,4883,tʃundi,hair,,tʃundi,,chattisgarhi
DRp,4883,tʃundi,hair,,tʃundi,,chattisgarhi
BRg,4883,tʃundi,hair,,tʃundi,,chattisgarhi
IRp,4883,tʃundi,hair,,tʃundi,,chattisgarhi
KBp,4883,tʃundi,hair,,tʃundi,,chattisgarhi
PRj,4883,tʃundi,hair,,tʃundi,,chattisgarhi
MBs,4883,tʃund̪i,hair,,tʃund̪i,,chattisgarhi
JBp,4883,tʃundi,hair,,tʃundi,,chattisgarhi
TRp,4883,tʃund̪i,hair,,tʃund̪i,,chattisgarhi
KBs,3471,kes,hair,,kes,,chattisgarhi
SSr,4883,tʃundi,hair,,tʃundi,,chattisgarhi
NDu,10158,muhũ,face,,muhũ,,chattisgarhi
DRp,10158,muhũ,face,,muhũ,,chattisgarhi
BRg,10158,muhũ,face,,muhũ,,chattisgarhi
