Ni,,bebhum,"dull (knife, etc.)",,bebhum,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 2, ID 157]",,"Database editor: be NEG + bhum ""sharp""",nagaraja2014-wiktionary:159,,,,loanword
Ni,,pareskam-be,to press/iron (cloth),,pareskam-be,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 3, ID 1302]",,Database editor: English 'press',nagaraja2014-wiktionary:1309,,,,loanword
Ni,,saykal,bicycle,,saykal,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 4, ID 1493]",,"Nagaraja: Hindi; Database editor: English ""cycle""",nagaraja2014-wiktionary:1501,,,,loanword
Ni,,sikrut,cigarette,,sikrut,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 5, ID 1523]",,Nagaraja: Hindi; Database editor: English cigarette,nagaraja2014-wiktionary:1531,,,,loanword
Ni,,narsakoːl,nurse,,narsakoːl,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 6, ID 1210]",,Nagaraja: Hindi; Database editor: English nurse,nagaraja2014-wiktionary:1217,,,,loanword
Ni,,palaːt,plot,,palaːt,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 7, ID 1297]",,"Nagaraja: English > Hindi; Database editor: English plot ""plot""",nagaraja2014-wiktionary:1304,,,,loanword
Ni,>1062,aːgaːn,to fill (belly),,aːgaːn,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 8, ID 61]",,Database editor: Hindi aghānā 'to be full' (CDIAL 1062),nagaraja2014-wiktionary:61,,,,loanword
Ni,>651,araːy,two and half,,araːy,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 9, ID 41]",,Nagaraja: Hindi; Database editor: Hindi aɽhai 'two and a half' (CDIAL 651),nagaraja2014-wiktionary:41,,,,loanword
Ni,,bheyra aːḍḍo,behera tree,,bheyra aːḍḍo,Comment: likely IA,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 10, ID 223]",,"Database editor: Hindi bahera, beheda ??",nagaraja2014-wiktionary:225,,,,loanword uncertain
Ni,,chaṭaːk,1/16 of a seer,,chaṭaːk,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 11, ID 371]",,"Nagaraja: IA/Dr.?; Database editor: Hindi chaʈãːk ""id."" (CDIAL 12785)",nagaraja2014-wiktionary:373,,,,loanword uncertain
Ni,>6764,dhaːwra,gum tree,,dhaːwra,Comment: likely IA,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 12, ID 494]",,Database editor: Hindi dhāwɽā 'Grislea tomentosa' (CDIAL 6764),nagaraja2014-wiktionary:496,,,,loanword
Ni,>4495,ghuːrka,to go for defecation,,ghuːrka,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 13, ID 650]",,Database editor: Hindi ghūrā 'manure' (CDIAL 4495),nagaraja2014-wiktionary:653,,,,loanword
Ni,,hona-,to need,,hona-,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 14, ID 732]",,"Nagaraja: IA; Database editor: Hindi honā ""to want"" (Mundlay)",nagaraja2014-wiktionary:737,,,,loanword
Ni,,jabraːy,to rape,,jabraːy,,"nagaraja2014[pp. 250–332];nihali-database2026[tab Nagaraja, row 15, ID 767]",,"Nagaraja: Hindi; Database editor: Hindi jabri ""rape"" (Mundlay)",nagaraja2014-wiktionary:772,,,,loanword
