Kund,1340,adr,wet,,,,kund,,,legacy:20220913-kundalshahi:row:1,,,,
Kund,1268,am,mango,,,,kund,,,legacy:20220913-kundalshahi:row:2,,,,
Kund,125,aŋgār,fire,,,,kund,,,legacy:20220913-kundalshahi:row:3,,,,
Kund,43,aś,eye,,,,kund,,,legacy:20220913-kundalshahi:row:4,,,,
Kund,1008,ay,cloud,,,Uncertain.,kund,,,legacy:20220913-kundalshahi:row:5,,,,
Kund,1388,ālū̃,potato,,,Probably borrowed from plains.,kund,,,legacy:20220913-kundalshahi:row:6,,,,
Kund,941,ā̃ṣṭ,eight,,,,kund,,,legacy:20220913-kundalshahi:row:7,,,,
Kund,11175,bañj,handle,,,,kund,,,legacy:20220913-kundalshahi:row:8,,,,
Kund,11503,baŋgā̃,eggplant,,,,kund,,,legacy:20220913-kundalshahi:row:9,,,,
Kund,11348,baṭō,stone,,,,kund,,,legacy:20220913-kundalshahi:row:10,,,,
Kund,6658,bay,twelve,,,,kund,,,legacy:20220913-kundalshahi:row:11,,,,
Kund,9201,bājrā,barley,,,Probably borrowed from plains. Meaning is incongruent with cognates.,kund,,,legacy:20220913-kundalshahi:row:12,,,,
Kund,11572,bāl,hair,,,,kund,,,legacy:20220913-kundalshahi:row:13,,,,
Kund,13913,saz,sister,,,,kund,,,legacy:20220913-kundalshahi:row:14,,,,
Kund,2757,bɛkʰin,elbow,,,,kund,,,legacy:20220913-kundalshahi:row:15,,,,
Kund,11239,bicʰ,cow,,,,kund,,,legacy:20220913-kundalshahi:row:16,,,,
Kund,11616,bī̌,twenty,,,,kund,,,legacy:20220913-kundalshahi:row:17,,,,
Kund,9321,bol,speak!,,,,kund,,,legacy:20220913-kundalshahi:row:18,,,,
Kund,9286,bōś,hunger,,,,kund,,,legacy:20220913-kundalshahi:row:19,,,,
Kund,9568,buṭ,all,,,,kund,,,legacy:20220913-kundalshahi:row:20,,,,
Kund,3153,cical,mud,,,,kund,,,legacy:20220913-kundalshahi:row:21,,,,
Kund,4655,cōr,four,,,,kund,,,legacy:20220913-kundalshahi:row:22,,,,
Kund,13913,saz,sister,,,,kund,,,legacy:20220913-kundalshahi:row:23,,,,
Kund,4889,cunu,small,,,,kund,,,legacy:20220913-kundalshahi:row:24,,,,
Kund,4969,cʰeṭ,wind,,,Uncertain.,kund,,,legacy:20220913-kundalshahi:row:25,,,,
Kund,5071,cʰoṭ,few,,,,kund,,,legacy:20220913-kundalshahi:row:26,,,,
Kund,6248,dajā̂,burn,,,,kund,,,legacy:20220913-kundalshahi:row:27,,,,
Kund,6651,dar,door,,,,kund,,,legacy:20220913-kundalshahi:row:28,,,,
Kund,6119,daśan,right,,,,kund,,,legacy:20220913-kundalshahi:row:29,,,,
Kund,6227,day,ten,,,,kund,,,legacy:20220913-kundalshahi:row:30,,,,
Kund,6152,dān,tooth,,,,kund,,,legacy:20220913-kundalshahi:row:31,,,,
Kund,6141,di,give,,,,kund,,,legacy:20220913-kundalshahi:row:32,,,,
Kund,6481,dī̌,daughter,,,,kund,,,legacy:20220913-kundalshahi:row:33,,,,
Kund,6333,dīz,day,,,,kund,,,legacy:20220913-kundalshahi:row:34,,,,
Kund,6590,dōy,yesterday,,,,kund,,,legacy:20220913-kundalshahi:row:35,,,,
Kund,6368,drī̌g,long,,,,kund,,,legacy:20220913-kundalshahi:row:36,,,,
Kund,6368,drāl di,lie down,,,Uncertain.,kund,,,legacy:20220913-kundalshahi:row:37,,,,
Kund,6391,dud,milk,,,Borrowed from plains?,kund,,,legacy:20220913-kundalshahi:row:38,,,,
Kund,6648,duī,two,,,,kund,,,legacy:20220913-kundalshahi:row:39,,,,
Kund,6849,dùmā̂,smoke,,,,kund,,,legacy:20220913-kundalshahi:row:40,,,,
Kund,6495,dū̌r,far,,,,kund,,,legacy:20220913-kundalshahi:row:41,,,,
Kund,135,ɛŋgil,finger,,,,kund,,,legacy:20220913-kundalshahi:row:42,,,,
Kund,5685,tapgal,hot,,,,kund,,,legacy:20220913-kundalshahi:row:43,,,,
Kund,4428,gàrvāl,husband,,,,kund,,,legacy:20220913-kundalshahi:row:44,,,,
Kund,4428,gàrvēl,wife,,,,kund,,,legacy:20220913-kundalshahi:row:45,,,,
Kund,4270,gobi,cabbage,,,Borrowed from plains?,kund,,,legacy:20220913-kundalshahi:row:46,,,,
Kund,4270,gēb,cabbage,,,,kund,,,legacy:20220913-kundalshahi:row:47,,,,
