hal,,ek koɽi nõ,twenty-nine,एक कोड़ी नों,ek koɽi nõ,Hindi gloss: उन्‍तीस,woods2019halbi[entry g00190166-3358-4c84-97ec-03e4ffab2224],,,woods2019halbi:g00190166-3358-4c84-97ec-03e4ffab2224,,,woods2019halbi:ga4c19f8f-5f63-429f-9a3e-5beb17fdf7a9 woods2019halbi:g66fcf4fa-9cea-4691-bc7c-6e00f55b5fc2,num semdom:8.1.1.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,bota,1) reed; 2) grass for making mats; 3) battens; timber cross-pieces for holding roof tiles,बोता,bota,Hindi gloss: सरकंडा; घास; तख़्ताए; cf. बोगली,woods2019halbi[entry g001b0450-6481-45aa-884f-ca8d223be14f],,,woods2019halbi:g001b0450-6481-45aa-884f-ca8d223be14f,,,,n semdom:1.5.3 semdom:6.5.1.1 semdom:8.6 semdom:6.5.2.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,nãɡ pʰeni kaʈa,cactus,नाँग फेनी काटा,nãɡ pʰeni kaʈa,Hindi gloss: नागफनी,woods2019halbi[entry g0027f141-f890-4287-9d56-433fd929bf3f],,,woods2019halbi:g0027f141-f890-4287-9d56-433fd929bf3f,,,woods2019halbi:g3aef0b51-91dc-4b15-8b3a-3f985a1fe9ef woods2019halbi:g39f630ab-39b0-4e0a-8351-5044ca46b1d1 woods2019halbi:ged92fffe-888f-4aa8-ac38-5dc702e6fd29,cn semdom:1.5.3 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,polʈa,standing in place of someone else; taking someone's turn; loan,पोलटा,polʈa,Hindi gloss: पालतू,woods2019halbi[entry g0030c0bb-c079-411a-845e-706817fda4cb],,,woods2019halbi:g0030c0bb-c079-411a-845e-706817fda4cb,,,,n dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,miruk,to be available,मीरूक,miruk,Hindi gloss: उपलब्ध होना,woods2019halbi[entry g00321fc6-b778-4c34-98e2-7d25fb2249fe],,,woods2019halbi:g00321fc6-b778-4c34-98e2-7d25fb2249fe,,,,v semdom:9.1.1.1 semdom:6.1.2.6 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,tʃəkauk,to perplex,चकाऊक,tʃəkauk,Hindi gloss: हैरान करना,woods2019halbi[entry g003631f8-fb73-4345-a23a-2c2102ddcbc0],,,woods2019halbi:g003631f8-fb73-4345-a23a-2c2102ddcbc0,,,,v semdom:3.4.2.5 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,məria,Maria,मरीआ,məria,,woods2019halbi[entry g003d988d-5e43-4ec2-ad46-9a67e2e704c6],,,woods2019halbi:g003d988d-5e43-4ec2-ad46-9a67e2e704c6,,,,pernm dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ɡal,cheek,गाल,ɡal,Hindi gloss: गाल,woods2019halbi[entry g0053bd59-ce6a-44e7-bc0b-101b98a66c6c],,,woods2019halbi:g0053bd59-ce6a-44e7-bc0b-101b98a66c6c,,,,n semdom:2.1 semdom:2.1.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,rãda,prepared food,राँदा,rãda,Hindi gloss: खाना; cf. राँदा बाड़ा; cf. खोली,woods2019halbi[entry g005a0ea8-b217-4710-bbf0-1a9e3af571cb],,,woods2019halbi:g005a0ea8-b217-4710-bbf0-1a9e3af571cb,,,,n semdom:5.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,hinman kəruk,to insult,हीनमान करूक,hinman kəruk,Hindi gloss: अपमान करना,woods2019halbi[entry g005d4fe9-9fa4-4572-b298-eb3d0fb9a0ab],,,woods2019halbi:g005d4fe9-9fa4-4572-b298-eb3d0fb9a0ab,,,woods2019halbi:gb39f24b0-61f5-4f38-96aa-bc65241a29ad woods2019halbi:ge66e4e90-c354-4b7c-8fcd-a31cdcd5d92e,comVb semdom:3.5.1.8.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,bapur maruk,1) to have a fit; 2) to convulse,बापूर मारूक,bapur maruk,"Hindi gloss: ऐंठना; includes people, horses, buffaloes, goats, cows, etc",woods2019halbi[entry g00602e40-4de8-40ff-9b19-f3ebf873cc1b],,,woods2019halbi:g00602e40-4de8-40ff-9b19-f3ebf873cc1b,,,woods2019halbi:g9cbd0574-0599-423a-bb24-84a1990e0379,comVb semdom:2.5.6.5 semdom:2.5.6 semdom:2.5.6.4 semdom:2.5.6.1 semdom:2.5.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ədalət,court,अदालत,ədalət,Hindi gloss: अदालत,woods2019halbi[entry g0070cfe7-e9b1-4692-b1f3-e939c23d9add],,,woods2019halbi:g0070cfe7-e9b1-4692-b1f3-e939c23d9add,,,,n semdom:6.5.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,kera,banana,केरा,kera,Hindi gloss: केला; ori कदली,woods2019halbi[entry g00827be8-3c51-4afc-8fb5-dd58193c410c],,,woods2019halbi:g00827be8-3c51-4afc-8fb5-dd58193c410c,,,,n semdom:5.2.3.1.2 semdom:6.2.1.4.2 uncertain:dialect dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,kʰə̃da,branch,खँदा,kʰə̃da,Hindi gloss: डाली; शाखा,woods2019halbi[entry g008fad16-b14f-460c-947e-9dc4b7c726ad],,,woods2019halbi:g008fad16-b14f-460c-947e-9dc4b7c726ad,,,,n semdom:1.5.1 semdom:1.5.5 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,bʰat bʰati,large quantity of cooked rice; much rice,भात भाती,bʰat bʰati,Hindi gloss: भात,woods2019halbi[entry g0091c2d9-9967-4f4e-859b-62a9fcabe42c],,,woods2019halbi:g0091c2d9-9967-4f4e-859b-62a9fcabe42c,,,,cn semdom:5.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,əskan kəruk,to sit tiredly,असकान करूक,əskan kəruk,Hindi gloss: थक कर बैठ जाना,woods2019halbi[entry g009b5210-2a78-4544-a2c2-c30017e4fe8b],,,woods2019halbi:g009b5210-2a78-4544-a2c2-c30017e4fe8b,,,woods2019halbi:g69cdef89-d8af-4f2f-8793-8c9173224353 woods2019halbi:ge66e4e90-c354-4b7c-8fcd-a31cdcd5d92e,comVb semdom:7.1.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ɡə̃ɖ,menstrual flow,गँड,ɡə̃ɖ,Hindi gloss: मासिक धरा; माहवारी,woods2019halbi[entry g00a49155-2838-44bc-a4cd-a2e2aefa8a44],,,woods2019halbi:g00a49155-2838-44bc-a4cd-a2e2aefa8a44,,,,n semdom:2.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
