Ko,1371,āḷśɛ̃,lazy,,,,IndoLanguages,,,legacy:20220913-konkani:row:1,,,,
Ko,2920,kaḷśɛ̃,"jug, vessel to carry water for prayer",,,,IndoLanguages,,,legacy:20220913-konkani:row:2,,,,
Ko,2879,kāpśɛ̃bīya,cotton seeds,,,,IndoLanguages,,,legacy:20220913-konkani:row:3,,,,
Ko,579,āmśɛ̃,sour,,,,IndoLanguages,,,legacy:20220913-konkani:row:4,,,,
Ko,5839,tikśɛ̃,spicy,,,,IndoLanguages,,,legacy:20220913-konkani:row:5,,,,
Ko,4344,gɔḍśɛ̃,sweet dish,,,,IndoLanguages,,,legacy:20220913-konkani:row:6,,,,
Ko,10299,miṭśɛ̃,salty,,,,IndoLanguages,,,legacy:20220913-konkani:row:7,,,,
Ko,10299,miḍśɛ̃,salty,,,,IndoLanguages,,,legacy:20220913-konkani:row:8,,,,
Ko,1849,uśśɛ̃,pillow,,,,IndoLanguages,,,legacy:20220913-konkani:row:9,,,,
Ko,12238,śɛ̃ṇª,cowdung,,,,IndoLanguages,,,legacy:20220913-konkani:row:10,,,,
Ko,12245,śɛ̃vṇī,bird (sometimes specifically sparrow),,,,IndoLanguages,,,legacy:20220913-konkani:row:11,,,,
Ko,12245,śɛ̃uṇī,bird (sometimes specifically sparrow),,,,IndoLanguages,,,legacy:20220913-konkani:row:12,,,,
Ko,12284,śɛ̃mbari,hundred (full hundred),,,,IndoLanguages,,,legacy:20220913-konkani:row:13,,,,
Ko,12284,śɛ̃mbōr,hundred (full hundred),,,,IndoLanguages,,,legacy:20220913-konkani:row:14,,,,
Ko,6345,diśśɛ̃,instruction,,,,IndoLanguages,,,legacy:20220913-konkani:row:15,,,,
Ko,12487,śɛ̃ḷɛ̃,"cold, lukewarm",,,,IndoLanguages,,,legacy:20220913-konkani:row:16,,,,
Ko,12486,śĩyāḷɔ,winter,,,,IndoLanguages,,,legacy:20220913-konkani:row:17,,,,
Ko,13411,śinduru,vermillion (red powder applied on religious occasion),,,,IndoLanguages,,,legacy:20220913-konkani:row:18,,,,
Ko,13408,śijjaua'p,to boil,,,,IndoLanguages,,,legacy:20220913-konkani:row:19,,,,
Ko,13435,śimɔ,boundary,,,,IndoLanguages,,,legacy:20220913-konkani:row:20,,,,
Ko,13459,śigmɔ,summer festival (holi),,,,IndoLanguages,,,legacy:20220913-konkani:row:21,,,,
Ko,5302,żoiśi,astrologer,,,,IndoLanguages,,,legacy:20220913-konkani:row:22,,,,
Ko,12482,śisa,student,,,,IndoLanguages,,,legacy:20220913-konkani:row:23,,,,
Ko,1611,aśi,like this,,,,IndoLanguages,,,legacy:20220913-konkani:row:24,,,,
Ko,5760,taśi,like that,,,,IndoLanguages,,,legacy:20220913-konkani:row:25,,,,
Ko,10458,żaśi,"just like, like something",,,,IndoLanguages,,,legacy:20220913-konkani:row:26,,,,
Ko,3197,kaśi,how ? (fem.),,,,IndoLanguages,,,legacy:20220913-konkani:row:27,,,,
Ko,14184,rāśi,a lot of useless things,,,,IndoLanguages,,,legacy:20220913-konkani:row:28,,,,
Ko,10001,mavśi,mother's sister,,,,IndoLanguages,,,legacy:20220913-konkani:row:29,,,,
Ko,10001,mauśi,mother's sister,,,,IndoLanguages,,,legacy:20220913-konkani:row:30,,,,
Ko,9011,puśita,to wipe,,,,IndoLanguages,,,legacy:20220913-konkani:row:31,,,,
Ko,139,aṅgśi,towel,,,,IndoLanguages,,,legacy:20220913-konkani:row:32,,,,
Ko,139,aṅśi,towel,,,,IndoLanguages,,,legacy:20220913-konkani:row:33,,,,
Ko,6316,dāśi,servant (fem.),,,,IndoLanguages,,,legacy:20220913-konkani:row:34,,,,
Ko,2576,Kãśi,copper,,,,IndoLanguages,,,legacy:20220913-konkani:row:35,,,,
Ko,8216,piśśi,mad,,,,IndoLanguages,,,legacy:20220913-konkani:row:36,,,,
Ko,8108,pārśi,a parsee,,,,IndoLanguages,,,legacy:20220913-konkani:row:37,,,,
Ko,10661,ra'śi,"pus,thick white liquid",,,,IndoLanguages,,,legacy:20220913-konkani:row:38,,,,
Ko,1143,ārśi,mirror,,,,IndoLanguages,,,legacy:20220913-konkani:row:39,,,,
Ko,3222,kuśilɛ̃,rotten,,,,IndoLanguages,,,legacy:20220913-konkani:row:40,,,,
Ko,6555,dēśi,"native,",,,,IndoLanguages,,,legacy:20220913-konkani:row:41,,,,
Ko,12430,śikhaïtā,"to teach, to teach a lesson",,,,IndoLanguages,,,legacy:20220913-konkani:row:42,,,,
Ko,911,ãyśī̃,eighty,,,,IndoLanguages,,,legacy:20220913-konkani:row:43,,,,
Ko,6699,bɛ̃yãyśī̃,eighty-two,,,,IndoLanguages,,,legacy:20220913-konkani:row:44,,,,
Ko,7683,pãtsyãyśī̃,eighty-five,,,,IndoLanguages,,,legacy:20220913-konkani:row:45,,,,
Ko,13160,satyãyśī̃,eighty-seven,,,,IndoLanguages,,,legacy:20220913-konkani:row:46,,,,
Ko,6086,trēyãyśī̃,eighty-three,,,,IndoLanguages,,,legacy:20220913-konkani:row:47,,,,
Ko,13401,śīdhā,"straight, straightforward",,,,IndoLanguages,,,legacy:20220913-konkani:row:48,,,,
Ko,13389,śīt,cooked rice,,,,IndoLanguages,,,legacy:20220913-konkani:row:49,,,,
Ko,13384,śī̃v,lion,,,,IndoLanguages,,,legacy:20220913-konkani:row:50,,,,
Ko,13384,śī̃vũ,lion,,,,IndoLanguages,,,legacy:20220913-konkani:row:51,,,,
Ko,5885,tuḷa'śī,holy basil (indian basil),,,,IndoLanguages,,,legacy:20220913-konkani:row:52,,,,
Ko,12594,śīṅga,horns of animals,,,,IndoLanguages,,,legacy:20220913-konkani:row:53,,,,
Ko,12802,samāśī,once in six months,,,,IndoLanguages,,,legacy:20220913-konkani:row:54,,,,
Ko,7421,nivāśī,resident,,,,IndoLanguages,,,legacy:20220913-konkani:row:55,,,,
