Kota,,a an-,"to assent, say “a aa” when listening",,,,"wolf-kota[p. 1, entry 1]",,Conjugational stem(s): and-,wolf-kota:p1:e1,,,,
Kota,,and-,"to assent, say “a aa” when listening",,,,"wolf-kota[p. 1, entry 1]",,Variant or conjugational stem of a an-,wolf-kota:p1:e1:variant:1,wolf-kota:p1:e1,,wolf-kota:p1:e1,variant
Kota,,-abi,"area (used with forest, road, etc.)",,,,"wolf-kota[p. 1, entry 2]",,,wolf-kota:p1:e2,,,,
Kota,,abjib,ordinary/rough/common (in this case musician); without attention/roughly (III:15b),,,,"wolf-kota[p. 1, entry 3]",,,wolf-kota:p1:e3,,,,
Kota,d77,ac-,"(in DEDR, strike a ball in a game) tāḷm acgo antama, strike the tāḷm (III: 52 extension, jaychandran interview)",,,,"wolf-kota[p. 1, entry 4]",,Wolf's direct reference to DEDR 77,wolf-kota:p1:e4,,,,
Kota,d72,ac,below (I: 69),,,,"wolf-kota[p. 1, entry 5]",,Wolf's direct reference to DEDR 72,wolf-kota:p1:e5,,,,
Kota,,acl,below (I: 69),,,,"wolf-kota[p. 1, entry 5]",,Variant or conjugational stem of ac,wolf-kota:p1:e5:variant:1,wolf-kota:p1:e5,,wolf-kota:p1:e5,variant
Kota,,acār,below (I: 69),,,,"wolf-kota[p. 1, entry 5]",,Variant or conjugational stem of ac,wolf-kota:p1:e5:variant:2,wolf-kota:p1:e5,,wolf-kota:p1:e5,variant
Kota,d72,acgaṛ,"“place beneath object, position after the first in a row” (or under skin, bark) II: 39",,,,"wolf-kota[p. 1, entry 6]",,Wolf's direct reference to DEDR 72,wolf-kota:p1:e6,,,,
Kota,d294,ackāṭ-,"to shake (tr.) move slightly (see also, aḷkāṭ-)",,,,"wolf-kota[p. 1, entry 7]",,Conjugational stem(s): ackāc-; Wolf's related reference to DEDR 294,wolf-kota:p1:e7,,,,
Kota,,ackāc-,"to shake (tr.) move slightly (see also, aḷkāṭ-)",,,,"wolf-kota[p. 1, entry 7]",,Variant or conjugational stem of ackāṭ-,wolf-kota:p1:e7:variant:1,wolf-kota:p1:e7,,wolf-kota:p1:e7,variant
Kota,,activārm,"(<astivāram, U.ustuwār) foundation",,,,"wolf-kota[p. 1, entry 8]",,,wolf-kota:p1:e8,,,,
