mand,982,astu,"bones, of the dead person which are to be immersed in the holy waters (of rivers etc.)",,,"The word is derived from ásthi, or most probably from its weak base asthàn-. Here -sth- > -st- and the most productive diminutive suffix -u is added.",patyal4,,,legacy:20220913-patyal:row:1,,,,
kgr,982,asthu,,,,,patyal4,,,legacy:20220913-patyal:row:2,,,,
dog,982,asti,,,,,patyal4,,,legacy:20220913-patyal:row:3,,,,
mand,888,aiṛ,flock of sheep and (or) goats,,,Metaphorically it is also used with reference to human beings in the derogatory sense. ,patyal4,,,legacy:20220913-patyal:row:4,,,,
kgr,888,aiṛ,,,,,patyal4,,,legacy:20220913-patyal:row:5,,,,
kul,888,aiṛ,,,,,patyal4,,,legacy:20220913-patyal:row:6,,,,
mand,146,aiṛ,flock of sheep and (or) goats,,,Metaphorically it is also used with reference to human beings in the derogatory sense.,patyal4,,,legacy:20220913-patyal:row:7,,,,
kgr,888,aiṛ,,,,,patyal4,,,legacy:20220913-patyal:row:8,,,,
kul,888,aiṛ,,,,,patyal4,,,legacy:20220913-patyal:row:9,,,,
mand,2537,aisũ,(during) this year,,,,patyal4,,,legacy:20220913-patyal:row:10,,,,
mand,2537,aiskā,relating to this or present year,,,,patyal4,,,legacy:20220913-patyal:row:11,,,,
mand,2537,aiskṇā,relating to this or present year,,,,patyal4,,,legacy:20220913-patyal:row:12,,,,
mand,2537,aiskaṇā,relating to this or present year,,,,patyal4,,,legacy:20220913-patyal:row:13,,,,
mand,3029,kant,"husband, lover (mostly in folk-songs)",,,,patyal4,,,legacy:20220913-patyal:row:14,,,,
dog,3029,kant,,,,,patyal4,,,legacy:20220913-patyal:row:15,,,,
dog,3029,kand,,,,,patyal4,,,legacy:20220913-patyal:row:16,,,,
dog,3029,kæ̃t,,,,,patyal4,,,legacy:20220913-patyal:row:17,,,,
mand,2797,kalòṛā,young bull (which is fit to be yoked),,,,patyal4,,,legacy:20220913-patyal:row:18,,,,
mand,2797,kalòṛu,dim.,,,,patyal4,,,legacy:20220913-patyal:row:19,,,,
mand,1008,kās,sky,,,,patyal4,,,legacy:20220913-patyal:row:20,,,,
mand,1008,gās,above,,,,patyal4,,,legacy:20220913-patyal:row:21,,,,
dog,1008,gās,,,,,patyal4,,,legacy:20220913-patyal:row:22,,,,
mand,1008,gāslā,,,,,patyal4,,,legacy:20220913-patyal:row:23,,,,
mand,1008,gāslī,,,,,patyal4,,,legacy:20220913-patyal:row:24,,,,
mand,4482,khūṇ,"wood-worm, dust made by it",,,,patyal4,,,legacy:20220913-patyal:row:25,,,,
dog,4482,kū̀ṇ,,,,,patyal4,,,legacy:20220913-patyal:row:26,,,,
mand,3843,khvāṛā,enclosure for a threshing floor,,,,patyal4,,,legacy:20220913-patyal:row:27,,,,
mand,3843,khvāṛu,a family which has built the house on the place where there was a threshing floor,,,,patyal4,,,legacy:20220913-patyal:row:28,,,,
kgr,3843,khvāṛā,,,,,patyal4,,,legacy:20220913-patyal:row:29,,,,
dog,3843,khalāṛā,,,,,patyal4,,,legacy:20220913-patyal:row:30,,,,
mand,3834,khaḷ,,,,,patyal4,,,legacy:20220913-patyal:row:31,,,,
mand,4093,go-dhṛī,twilight (time); lit. time when dust comes out of the hooves of cows (i.e. (time) when cows start coming back home from the pasture),,,,patyal4,,,legacy:20220913-patyal:row:32,,,,
mand,6835,go-dhṛī,twilight (time); lit. time when dust comes out of the hooves of cows (i.e. (time) when cows start coming back home from the pasture),,,,patyal4,,,legacy:20220913-patyal:row:33,,,,
dog,4093,go-dhṛī,,,,,patyal4,,,legacy:20220913-patyal:row:34,,,,
dog,6835,go-dhṛī,,,,,patyal4,,,legacy:20220913-patyal:row:35,,,,
kgr,4093,go-dhṛī,,,,,patyal4,,,legacy:20220913-patyal:row:36,,,,
kgr,6835,go-dhṛī,,,,,patyal4,,,legacy:20220913-patyal:row:37,,,,
