SSNP-chitral-KSW,,kɑlip,body,,kɑlip,,"decker1992[chitral, location KSW, item 1]"
SSNP-chitral-KSW,,kʌpɑl,head,,kʌpɑl,,"decker1992[chitral, location KSW, item 2]"
SSNP-chitral-KSW,,phʊr,hair,,phʊr,,"decker1992[chitral, location KSW, item 3]"
SSNP-chitral-KIS,,kɑlip,body,,kɑlip,,"decker1992[chitral, location KIS, item 1]"
SSNP-chitral-KIS,,kʌpɑl,head,,kʌpɑl,,"decker1992[chitral, location KIS, item 2]"
SSNP-chitral-KIS,,phur,hair,,phur,,"decker1992[chitral, location KIS, item 3]"
SSNP-chitral-KPN,,qɑlip,body,,qɑlip,,"decker1992[chitral, location KPN, item 1]"
SSNP-chitral-KPN,,sor,head,,sor,,"decker1992[chitral, location KPN, item 2]"
SSNP-chitral-KPN,,phʊr,hair,,phʊr,,"decker1992[chitral, location KPN, item 3]"
SSNP-chitral-KTR,,qɑlip,body,,qɑlip,,"decker1992[chitral, location KTR, item 1]"
SSNP-chitral-KTR,,kʌpɑl / sor,head,,kʌpɑl / sor,,"decker1992[chitral, location KTR, item 2]"
SSNP-chitral-KTR,,phʊr,hair,,phʊr,,"decker1992[chitral, location KTR, item 3]"
SSNP-chitral-KGC,,qɑlip,body,,qɑlip,,"decker1992[chitral, location KGC, item 1]"
SSNP-chitral-KGC,,kʌpɑl / sor,head,,kʌpɑl / sor,,"decker1992[chitral, location KGC, item 2]"
SSNP-chitral-KGC,,phʊr,hair,,phʊr,,"decker1992[chitral, location KGC, item 3]"
SSNP-chitral-KDR,,qɑlip,body,,qɑlip,,"decker1992[chitral, location KDR, item 1]"
SSNP-chitral-KDR,,kɑpɑl / sor,head,,kɑpɑl / sor,,"decker1992[chitral, location KDR, item 2]"
SSNP-chitral-KDR,,phur,hair,,phur,,"decker1992[chitral, location KDR, item 3]"
SSNP-chitral-BBK,,jɑn,body,,jɑn,,"decker1992[chitral, location BBK, item 1]"
SSNP-chitral-BBK,,ʂɪʂ,head,,ʂɪʂ,,"decker1992[chitral, location BBK, item 2]"
SSNP-chitral-BBK,,jʌj,hair,,jʌj,,"decker1992[chitral, location BBK, item 3]"
SSNP-chitral-BRK,,t͡ɕɛ̣̃ʌ,body,,t͡ɕɛ̣̃ʌ,,"decker1992[chitral, location BRK, item 1]"
SSNP-chitral-BRK,,ʂɪʂ,head,,ʂɪʂ,,"decker1992[chitral, location BRK, item 2]"
SSNP-chitral-BRK,,cɑwʌr,hair,,cɑwʌr,,"decker1992[chitral, location BRK, item 3]"
SSNP-chitral-URK,,t͡ɕɛ̣,body,,t͡ɕɛ̣,,"decker1992[chitral, location URK, item 1]"
SSNP-chitral-URK,,ʂɪʂ,head,,ʂɪʂ,,"decker1992[chitral, location URK, item 2]"
SSNP-chitral-URK,,t͡ɕụ,hair,,t͡ɕụ,,"decker1992[chitral, location URK, item 3]"
SSNP-chitral-ASP,,ʊjʊd,body,,ʊjʊd,,"decker1992[chitral, location ASP, item 1]"
SSNP-chitral-ASP,,ʂɪʂ,head,,ʂɪʂ,,"decker1992[chitral, location ASP, item 2]"
SSNP-chitral-ASP,,bolɑ,hair,,bolɑ,,"decker1992[chitral, location ASP, item 3]"
SSNP-chitral-BIP,,ʊjʊd,body,,ʊjʊd,,"decker1992[chitral, location BIP, item 1]"
SSNP-chitral-BIP,,ʂɪʂ,head,,ʂɪʂ,,"decker1992[chitral, location BIP, item 2]"
SSNP-chitral-BIP,,bulɑ,hair,,bulɑ,,"decker1992[chitral, location BIP, item 3]"
SSNP-chitral-PUP,,ʊjʊd,body,,ʊjʊd,,"decker1992[chitral, location PUP, item 1]"
SSNP-chitral-PUP,,ɕɪɕ,head,,ɕɪɕ,,"decker1992[chitral, location PUP, item 2]"
SSNP-chitral-PUP,,bulɑ,hair,,bulɑ,,"decker1992[chitral, location PUP, item 3]"
SSNP-chitral-SSS,,ʊjut,body,,ʊjut,,"decker1992[chitral, location SSS, item 1]"
SSNP-chitral-SSS,,ʂɪʂ,head,,ʂɪʂ,,"decker1992[chitral, location SSS, item 2]"
SSNP-chitral-SSS,,joɑroʈo,hair,,joɑroʈo,,"decker1992[chitral, location SSS, item 3]"
SSNP-chitral-GWB,,ujut,body,,ujut,,"decker1992[chitral, location GWB, item 1]"
SSNP-chitral-GWB,,ɕoːʈʌ,head,,ɕoːʈʌ,,"decker1992[chitral, location GWB, item 2]"
SSNP-chitral-GWB,,kɛ̃s,hair,,kɛ̃s,,"decker1992[chitral, location GWB, item 3]"
