Zadj,992,āh,I,,aːh,,zadjali,,,legacy:20220913-zadjali:row:1,,,,
Zadj,5889,tū,you,,tu,,zadjali,,,legacy:20220913-zadjali:row:2,,,,
Zadj,986,asī,we,,asi,,zadjali,,,legacy:20220913-zadjali:row:3,,,,
Zadj,4424,gahta,many,,gahta,,zadjali,,,legacy:20220913-zadjali:row:4,,,,
Zadj,2462,hukṛɔh,one,,hʊkɽɔh,,zadjali,,,legacy:20220913-zadjali:row:5,,,,
Zadj,6648,bāh,two,,baːh,,zadjali,,,legacy:20220913-zadjali:row:6,,,,
Zadj,11225,vaɗɔ,big,,waɗɔ,,zadjali,,,legacy:20220913-zadjali:row:7,,,,
Zadj,6368,dɛgɔ̄h,long,,dɛgɔːh,,zadjali,,,legacy:20220913-zadjali:row:8,,,,
Zadj,6935,nadkɔ̄h,small,,nadkɔːh,,zadjali,,,legacy:20220913-zadjali:row:9,,,,
Zadj,9828,mahanūh,person,,mahanuh,,zadjali,,,legacy:20220913-zadjali:row:10,,,,
Zadj,9758,macī,fish,,matʃi,,zadjali,,,legacy:20220913-zadjali:row:11,,,,
Zadj,3275,kɔtɔ̄h,dog,,kɔtɔːh,,zadjali,,,legacy:20220913-zadjali:row:12,,,,
Zadj,11258,van,tree,,wan,,zadjali,,,legacy:20220913-zadjali:row:13,,,,
Zadj,10539,raṭ,blood,,raʈ,,zadjali,,,legacy:20220913-zadjali:row:14,,,,
Zadj,13952,haɗɔ,bone,,haɗɔ,,zadjali,,,legacy:20220913-zadjali:row:15,,,,
Zadj,1111,ānū,egg,,aːnu,,zadjali,,,legacy:20220913-zadjali:row:16,,,,
Zadj,6419,dɔm,tail,,dɔm,,zadjali,,,legacy:20220913-zadjali:row:17,,,,
Zadj,11572,vār,hair,,waːr,,zadjali,,,legacy:20220913-zadjali:row:18,,,,
Zadj,9926,matɔ̄,head,,matɔː,,zadjali,,,legacy:20220913-zadjali:row:19,,,,
Zadj,2830,kan,ear,,kan,,zadjali,,,legacy:20220913-zadjali:row:20,,,,
Zadj,43,akah,eye,,akah,,zadjali,,,legacy:20220913-zadjali:row:21,,,,
Zadj,6909,nak,nose,,nak,,zadjali,,,legacy:20220913-zadjali:row:22,,,,
Zadj,12196,vāt,mouth,,waːt,,zadjali,,,legacy:20220913-zadjali:row:23,,,,
Zadj,6152,dand,tooth,,dand,,zadjali,,,legacy:20220913-zadjali:row:24,,,,
Zadj,6914,nū,fingernail,,nu,,zadjali,,,legacy:20220913-zadjali:row:25,,,,
Zadj,7756,pērɔ,foot,,perɔ,,zadjali,,,legacy:20220913-zadjali:row:26,,,,
Zadj,14024,hat,hand,,hat,,zadjali,,,legacy:20220913-zadjali:row:27,,,,
Zadj,8376,pēd,belly,,ped,,zadjali,,,legacy:20220913-zadjali:row:28,,,,
Zadj,2680,kand,neck,,kand,,zadjali,,,legacy:20220913-zadjali:row:29,,,,
Zadj,14150,hīkī,chest,,hiki,,zadjali,,,legacy:20220913-zadjali:row:30,,,,
Zadj,14152,hē,heart,,he,,zadjali,,,legacy:20220913-zadjali:row:31,,,,
Zadj,8209,bjēsu,to drink,,bjesʊ,,zadjali,,,legacy:20220913-zadjali:row:32,,,,
Zadj,3865,kaisu,to eat,,kaɪsʊ,,zadjali,,,legacy:20220913-zadjali:row:33,,,,
Zadj,6152,dandalēsu,to bite,,dandalesʊ,,zadjali,,,legacy:20220913-zadjali:row:34,,,,
Zadj,7228,naharēsū,to see,,naharesʊ,,zadjali,,,legacy:20220913-zadjali:row:35,,,,
