kul,12663,ʃaɳ,ice,शाण,ʃaɳ,,kullui-org[article 735],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: śyāna; Proto-meaning: 'congealed',kullui:735,,,,noun m
kul,,dzʰaɽna,1) shake down fruits; 2) fell; 3) cut branches of a tree,झ़ाड़ना,dzʰaɽna,,kullui-org[article 1224],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: *jhāṭayati; Proto-meaning: shakes down',kullui:1224,,,,verb tr
kul,,rɔng,rajmash,रौंग,rɔng,,kullui-org[article 710],,Origin: Inherited from; Source: Old Indo-Aryan (irregular reflexes are attested in many languages); Protoform: rajamudga-; Proto-meaning: 'a kind of bean',kullui:710,,,,noun m pl
kul,>8973,pawɳa,guest,पाउणा,pawɳa,,kullui-org[article 613],,Origin: Loanword from; Source: Punjabi; Protoform: pāhuṇā  < Old Indo-Aryan  prāhuṇa; Proto-meaning: 'guest',kullui:613,,,,noun m loanword
kul,7397,nibʰɳa,end,नीभणा,nibʰɳa,,kullui-org[article 1614],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: nírvahati; Proto-meaning: 'leads out',kullui:1614,,,,verb intr
kul,13095,sadza,first day of month,साज़ा,sadza,,kullui-org[article 728],,Origin: Inherited from; Source: Old Indo-Aryan (with some irregular reflexes); Protoform: sajya; Proto-meaning: 'strung (of bow)' 'ready'; Analysis: The word looks like a borrowing from a language where compensatory lenghtening before shortened geminates happened in the beginning of the NIA period.,kullui:728,,,,noun m
kul,4420,gʰɔɳɖi,adam's apple,घौंडी,gʰɔɳɖi,,kullui-org[article 287],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: *ghaṇṭa; Proto-meaning: 'throat',kullui:287,,,,noun f
kul,12512a,ʃuɽək,quietly,शूड़क,ʃuɽək,,kullui-org[article 1796],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: *śuṭ-; Proto-meaning: 'stealth',kullui:1796,,,,adv
kul,3927,kʰokʰa,shed,खोखा,kʰokʰa,,kullui-org[article 1453],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: *khōkkha; Proto-meaning: 'hollow',kullui:1453,,,,noun m
kul,>6628,dakʰ,grapes,दाख,dakʰ,,kullui-org[article 134],,"Origin: Loanword from; Source: Hindi; Protoform: dākh < Old Indo-Aryan  drākṣā-; Proto-meaning: 'vine, grape'",kullui:134,,,,noun f loanword
kul,5603,ɖʰɔg,mountain,ढौग,ɖʰɔg,,kullui-org[article 247],,"Origin: Inherited from; Source: Old Indo-Aryan (irregular reflexes are attested in many languages); Protoform: *ḍhōkka, *ḍagga; Proto-meaning: 'rock', 5423 'hill'",kullui:247,,,,noun m
kul,>68,age,"1) at, near; 2) ahead; 3) further",आगे,age,,kullui-org[article 2],,Origin: Loanword from; Source: Hindi; Protoform: āge < Old Indo-Aryan  ágra; Proto-meaning: 'in front of' <  'front',kullui:2,,,,adv postp loanword
kul,3083,kalʈi,dark-skinned woman,कालटी,kalʈi,,kullui-org[article 1384],,"Origin: Inherited from; Source: Old Indo-Aryan (with some irregular reflexes); Protoform: kāla; Proto-meaning: 'black, dark-blue'; Analysis: Preservation of dental l between vowels is irregular for Kullui.",kullui:1384,,,,noun f
kul,2820,kɛnkər,shard,कैंकर,kɛnkər,,kullui-org[article 1422],,"Origin: Inherited from; Source: Old Indo-Aryan (with some irregular reflexes); Protoform: karkara²; Proto-meaning: 'stone', 'bone'; Analysis: Origilal Kullui form supposes a>ɔ, not a>ɛ.",kullui:1422,,,,noun f
kul,,ɔkʰla,local,औखला,ɔkʰla,,kullui-org[article 1141],,Origin: Derived from; Source: Kullui; Protoform: ɔkʰe; Proto-meaning: here,kullui:1141,,,,adj
kul,,ʈajm,time,टायम,ʈajm,,kullui-org[article 1804],,Origin: Loanword from; Source: English; Protoform: time; Proto-meaning: 'time',kullui:1804,,,,noun f loanword
kul,5279,nati,relative,नाती,nati,,kullui-org[article 565],,"Origin: Inherited from; Source: Old Indo-Aryan (with some irregular reflexes); Protoform: *jñātra; Proto-meaning: 'kinsman'; Analysis: The word looks like a result of early borrowing from a language where velar, labial or dental clusters with r were assimilated in the MIA period. Final a may be a suffixation (*jñātrin) or contamination with OIA jñātí 'kinsman' or náptr̥ 'grandson'.",kullui:565,,,,noun m
kul,3419,kjaɽi,neck,कियाड़ी,kjaɽi,,kullui-org[article 428],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: kr̥kāṭikā; Proto-meaning: joint of neck ʼ,kullui:428,,,,noun f
kul,>7449,nətʃoɽna,squeeze,नचोड़ना,nətʃoɽna,,kullui-org[article 1607],,Origin: Loanword from; Source: Hindi; Protoform: nicoṛnā < OIA *niścōṭayati; Proto-meaning: 'to squeeze out' < 'presses out'; Analysis: Palatal affricate supposes a relatively new borrowing.,kullui:1607,,,,verb tr loanword
kul,9919,məsaɳa,twist thread by spindle,मसाणा,məsaɳa,,kullui-org[article 513],,"Origin: It is possible to hypothesize a connection with; Source: (supposed) OIA; Protoform: maṣati; Proto-meaning: '*rubs, crushes'; Analysis: OIA ṣ > NIA s indicates non-Kullui historical phonetics.",kullui:513,,,,verb tr
kul,,kaʈɳa,cut,काटणा,kaʈɳa,,kullui-org[article 1392],,Origin: Loanword from; Source: Hindi; Protoform: kāṭnā < OIA kártati 'cuts'; Proto-meaning: cut; Analysis: Compensatory lenghtening of the vowel indicates a borrowing in NIA period.,kullui:1392,,,,verb tr loanword
kul,>1634,tsɛkɳa,1) lift; 2) pick up; 3) wake up,च़ैकणा,tsɛkɳa,,kullui-org[article 1900],,"Origin: Loanword from; Source: Mandeali; Protoform: cakṇa < OIA ucca 'tall, lofty'; Proto-meaning: 'to lift, carry'; Analysis: [Ranganatha 127]. Origilal Kullui form supposes a>ɔ, not a>ɛ.",kullui:1900,,,,verb tr loanword
kul,>13145,sɛnti,thirty seven,सैंती,sɛnti,,kullui-org[article 768],,Origin: Loanword from; Source: Punjabi; Protoform: sɛntī < Old Indo-Aryan  saptatriṁśat; Proto-meaning: 'thirty seven',kullui:768,,,,num loanword
kul,574,ama,mother,आमा,ama,,kullui-org[article 6],,Origin: Inherited from; Source: Old Indo-Aryan (with some irregular reflexes); Protoform: ambāˊ; Proto-meaning: 'mother'; Analysis: The word looks like a borrowing from a language where compensatory lenghtening before shortened geminates happened in the beginning of the NIA period.,kullui:6,,,,noun f
kul,,pɔpʰu,shoulder blade  (body part),पौफू,pɔpʰu,,kullui-org[article 618],,Origin: Inherited from; Source: Old Indo-Aryan (irregular reflexes are attested in many languages); Protoform: *sphiyapāṭa X phupphusa; Proto-meaning: 'expanse of shoulderblade' X  'lungs'; Analysis: Unvoiced aspiration has been lost irregularly. Semantic is attested only for the reflexes of *sphiyapāṭa in Dardic languages. Phonetically belongs to phupphusa.,kullui:618,,,,noun m
kul,8056,pɔwa,quarter,पौउआ,pɔwa,,kullui-org[article 625],,"Origin: Inherited from; Source: Old Indo-Aryan (with some irregular reflexes); Protoform: pā́da; Proto-meaning: 'a fourth part, line of a verse'",kullui:625,,,,noun m
kul,6983,nɔw̃a,new,नौउँआ,nɔw̃a,,kullui-org[article 1586],,"Origin: Inherited from; Source: Old Indo-Aryan; Protoform: náva; Proto-meaning: 'new, young'",kullui:1586,,,,adj
kul,,mlori,sorrel,मलोरी,mlori,,kullui-org[article 1558],,"Origin: Inherited from; Source: Old Indo-Aryan (with some irregular reflexes); Protoform: amlalolikā; Proto-meaning: 'wood sorrel, Oxalis Corniculata'; Analysis: The protoform is not attested in Turner's dictionary.l > r change is not regular, but very common in IA.",kullui:1558,,,,noun f
kul,5477,ʈokɽa,big basket worn over the shoulders,टोकड़ा,ʈokɽa,,kullui-org[article 882],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: *ṭōkka; Proto-meaning: 'basket',kullui:882,,,,noun m
kul,,jak,yak,याक,jak,,kullui-org[article 352],,Origin: Loanword from; Source: English; Protoform: yak; Proto-meaning: 'як',kullui:352,,,,noun m loanword
kul,,dzrab,sock,ज़राब,dzrab,,kullui-org[article 1248],,"Origin: Loanword from; Source: Arabic; Protoform: jorāb; Proto-meaning: 'A stocking'; Analysis: Source form is given by [Steingass 1892], since it matches Indian forms the most.",kullui:1248,,,,noun f loanword
kul,,bɛs,bus,बैस,bɛs,,kullui-org[article 63],,Origin: Loanword from; Source: English; Protoform: bus; Proto-meaning: 'автобус',kullui:63,,,,noun f loanword
kul,,ek dzẽa,similar,एक ज़ेंआ,ek dzẽa,,kullui-org[article 1297],,Origin: Derived from; Source: Kullui; Protoform: ek + dzẽa; Proto-meaning: 'one' + 'alike',kullui:1297,,,,adj
kul,,tʃaku,knife,चाकू,tʃaku,,kullui-org[article 897],,"Origin: Loanword from; Source: Persian; Protoform: chāqū; Proto-meaning: 'knife'; Analysis: By Steingass, from Turkish.",kullui:897,,,,noun m loanword
kul,>1767,utər,north,ऊतर,utər,,kullui-org[article 1000],,Origin: Loanword from; Source: Sanskrit; Protoform: úttara; Proto-meaning: 'northern',kullui:1000,,,,noun m loanword
kul,10739,ringɳa,crawl (of snake),रींगणा,ringɳa,,kullui-org[article 1714],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: ríṅgati; Proto-meaning: 'crawls',kullui:1714,,,,verb intr
kul,,dzoɽa,pair,ज़ोड़ा,dzoɽa,,kullui-org[article 1246],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: *yōṭa-; Proto-meaning: 'join',kullui:1246,,,,noun m
kul,10326,mindzu,brain,मींज़ू,mindzu,,kullui-org[article 533],,"Origin: Inherited from; Source: Old Indo-Aryan (irregular reflexes are attested in many languages); Protoform: mēdya; Proto-meaning: ʻ fatty, thick ʼ; Analysis: Shortening of the vowel in the MIA period (borrowing from a language subjected to the two mora rule). . Spontaneous nasalization.",kullui:533,,,,noun m
kul,11968,biʃ,poison,बीश,biʃ,,kullui-org[article 96],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: viṣá; Proto-meaning: 'poison',kullui:96,,,,noun m
kul,,sərjara,white amaranth,सरियारा,sərjara,,kullui-org[article 1752],,"Origin: Derived from; Source: Kullui; Protoform: sɔri; Proto-meaning: 'oats'; Ethnocultural note: an important grain in the valley, part of the phembra",kullui:1752,,,,noun m sg
kul,10584,rɔdzɳa,be full up,रौज़णा,rɔdzɳa,,kullui-org[article 1704],,Origin: Inherited from; Source: Old Indo-Aryan; Protoform: rajyatē²; Proto-meaning: 'takes pleasure in',kullui:1704,,,,verb intr
kul,11573,baɭi,small earring,बाल़ी,baɭi,,kullui-org[article 1023],,"Origin: Inherited from; Source: Old Indo-Aryan; Protoform: vālaka; Proto-meaning: 'bracelet', n. 'finger-ring', vālikā- f. 'ear ornament' lex.",kullui:1023,,,,noun f
kul,3106a,klar,lunch,कलार,klar,,kullui-org[article 429],,"Origin: Inherited from; Source: Old Indo-Aryan; Protoform: †*kālyāhāra; Proto-meaning: 'tomorrow' + 'taking food, food'; Analysis: Voiced aspiration has been lost irregularly.",kullui:429,,,,noun f
