Zarg,,kālo,black; dark,,,,"rezaibaghbidi2003zargari[p. 124, section 1]",,"The Gypsy word kālā or kāūlā, cf. Hindi kālā.",rezaibaghbidi2003zargari:p124:s1:i2,,,,adj dialect:Zarg:zargari:Zargari
Zarg,,qālo,black; dark,,,,"rezaibaghbidi2003zargari[p. 124, section 1]",,"The Gypsy word kālā or kāūlā, cf. Hindi kālā.",rezaibaghbidi2003zargari:p124:s1:i2:variant:2,rezaibaghbidi2003zargari:p124:s1:i2,,,adj alternate dialect:Zarg:zargari:Zargari
Zarg,,pani,water,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.1];rezaibaghbidi2003zargari[p. 147, section 5.4]",,"Hindi pānī, Sanskrit pānīya-, cf. Qorbati of Širāz punew, punu; Qorbati of Sabzevār, Qā'enāt and Neyšābur panew, punew, punow.",rezaibaghbidi2003zargari:p127:s2.3.1:i1,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,pāni,water,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",,"Hindi pānī, Sanskrit pānīya-, cf. Qorbati of Širāz punew, punu; Qorbati of Sabzevār, Qā'enāt and Neyšābur panew, punew, punow.",rezaibaghbidi2003zargari:p127:s2.3.1:i1:variant:2,rezaibaghbidi2003zargari:p127:s2.3.1:i1,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,phani,water,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",,"Hindi pānī, Sanskrit pānīya-, cf. Qorbati of Širāz punew, punu; Qorbati of Sabzevār, Qā'enāt and Neyšābur panew, punew, punow.",rezaibaghbidi2003zargari:p127:s2.3.1:i1:variant:3,rezaibaghbidi2003zargari:p127:s2.3.1:i1,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,bani,water,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",,"Hindi pānī, Sanskrit pānīya-, cf. Qorbati of Širāz punew, punu; Qorbati of Sabzevār, Qā'enāt and Neyšābur panew, punew, punow.",rezaibaghbidi2003zargari:p127:s2.3.1:i1:variant:4,rezaibaghbidi2003zargari:p127:s2.3.1:i1,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,pašana,mosquito,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.3]",,,rezaibaghbidi2003zargari:p127:s2.3.3:i1,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,khitabi,book,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.4]",,,rezaibaghbidi2003zargari:p127:s2.3.4:i1,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,kithabi,book,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.4]",,,rezaibaghbidi2003zargari:p127:s2.3.4:i1:variant:2,rezaibaghbidi2003zargari:p127:s2.3.4:i1,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,dikh,see!,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.5];rezaibaghbidi2003zargari[p. 141, section 3.13.1]",,,rezaibaghbidi2003zargari:p127:s2.3.5:i1,,,,verb impv 2sg dialect:Zarg:zargari:Zargari
Zarg,,baxt,luck,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.6]",,,rezaibaghbidi2003zargari:p127:s2.3.6:i1,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,bax,luck,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.6]",,,rezaibaghbidi2003zargari:p127:s2.3.6:i1:variant:2,rezaibaghbidi2003zargari:p127:s2.3.6:i1,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,toppā,ball,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",,,rezaibaghbidi2003zargari:p127:s2.3.7:i1,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,tatho,hot; warm,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.8]",,,rezaibaghbidi2003zargari:p127:s2.3.8:i1,,,,adj dialect:Zarg:zargari:Zargari
Zarg,,tatto,hot; warm,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.8]",,,rezaibaghbidi2003zargari:p127:s2.3.8:i1:variant:2,rezaibaghbidi2003zargari:p127:s2.3.8:i1,,,adj alternate dialect:Zarg:zargari:Zargari
Zarg,,thān,place,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",,,rezaibaghbidi2003zargari:p127:s2.3.1:i2,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,tān,place,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",,,rezaibaghbidi2003zargari:p127:s2.3.1:i2:variant:2,rezaibaghbidi2003zargari:p127:s2.3.1:i2,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,per,belly; stomach,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.3];rezaibaghbidi2003zargari[p. 147, section 5.4]",,"Hindi peṭ 'basket; belly', Sanskrit peṭa-/peṭā- 'basket', cf. Qorbati of Širāz pitu 'belly'.",rezaibaghbidi2003zargari:p127:s2.3.3:i2,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,ber,belly; stomach,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.3]",,"Hindi peṭ 'basket; belly', Sanskrit peṭa-/peṭā- 'basket', cf. Qorbati of Širāz pitu 'belly'.",rezaibaghbidi2003zargari:p127:s2.3.3:i2:variant:2,rezaibaghbidi2003zargari:p127:s2.3.3:i2,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,jākh,eye,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.5]",,,rezaibaghbidi2003zargari:p127:s2.3.5:i2,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,vāst,arm; hand,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.6];rezaibaghbidi2003zargari[p. 128, section 2.3.18];rezaibaghbidi2003zargari[p. 131, section 3.1.8]",,"< Old Indo-Aryan *hasta-, cf. Sanskrit hasta-, Hindi hāth.",rezaibaghbidi2003zargari:p127:s2.3.6:i2,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,vās,arm; hand,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.6]",,"< Old Indo-Aryan *hasta-, cf. Sanskrit hasta-, Hindi hāth.",rezaibaghbidi2003zargari:p127:s2.3.6:i2:variant:2,rezaibaghbidi2003zargari:p127:s2.3.6:i2,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,ākkur,walnut,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",,cf. Early Romani akhor.,rezaibaghbidi2003zargari:p127:s2.3.7:i2,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,dākhār,king,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.8];rezaibaghbidi2003zargari[p. 129, section 2.3.25]",,< Early Romani thagar < Armenian thagavor.,rezaibaghbidi2003zargari:p127:s2.3.8:i2,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,dākkār,king,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.8]",,< Early Romani thagar < Armenian thagavor.,rezaibaghbidi2003zargari:p127:s2.3.8:i2:variant:2,rezaibaghbidi2003zargari:p127:s2.3.8:i2,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,thimi,price,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",,,rezaibaghbidi2003zargari:p127:s2.3.1:i3,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,timi,price,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",,,rezaibaghbidi2003zargari:p127:s2.3.1:i3:variant:2,rezaibaghbidi2003zargari:p127:s2.3.1:i3,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,opro,up; above,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.3];rezaibaghbidi2003zargari[p. 143, section 3.20.1.3]",,,rezaibaghbidi2003zargari:p127:s2.3.3:i3,,,,adv spatial dialect:Zarg:zargari:Zargari
Zarg,,jekh,one,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.5];rezaibaghbidi2003zargari[p. 133, section 3.2.2];rezaibaghbidi2003zargari[p. 137, section 3.5.1]",,,rezaibaghbidi2003zargari:p127:s2.3.5:i3,,,,num dialect:Zarg:zargari:Zargari
Zarg,,jek,one,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.5]",,,rezaibaghbidi2003zargari:p127:s2.3.5:i3:variant:2,rezaibaghbidi2003zargari:p127:s2.3.5:i3,,,num alternate dialect:Zarg:zargari:Zargari
Zarg,,dānd,tooth,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.6];rezaibaghbidi2003zargari[p. 129, section 2.4.1];rezaibaghbidi2003zargari[p. 131, section 3.1.8]",,,rezaibaghbidi2003zargari:p127:s2.3.6:i3,,,,noun dialect:Zarg:zargari:Zargari
Zarg,,dān,tooth,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.6]",,,rezaibaghbidi2003zargari:p127:s2.3.6:i3:variant:2,rezaibaghbidi2003zargari:p127:s2.3.6:i3,,,noun alternate dialect:Zarg:zargari:Zargari
Zarg,,pukko,shoulder,,,,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",,cf. Early Romani phiko.,rezaibaghbidi2003zargari:p127:s2.3.7:i3,,,,noun dialect:Zarg:zargari:Zargari
