Psht,,bɑ'dʌn,body,,bɑ'dʌn,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 1, PES]",,,ssnp04:g001:pes,,,,dialect:Psht:ssnp04-pes:Peshawar%20Pashto
Psht,,sʌr,head,,sʌr,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 2, PES]",,,ssnp04:g002:pes,,,,dialect:Psht:ssnp04-pes:Peshawar%20Pashto
Psht,,wɛxtʌ,hair,,wɛxtʌ,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 3, PES]",,,ssnp04:g003:pes,,,,dialect:Psht:ssnp04-pes:Peshawar%20Pashto
Psht,,bɑdʌn,body,,bɑdʌn,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 1, CHS]",,,ssnp04:g001:chs,,,,dialect:Psht:ssnp04-chs:Charsadda%20Pashto
Psht,,sʌr,head,,sʌr,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 2, CHS]",,,ssnp04:g002:chs,,,,dialect:Psht:ssnp04-chs:Charsadda%20Pashto
Psht,,wextʌ,hair,,wextʌ,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 3, CHS]",,,ssnp04:g003:chs,,,,dialect:Psht:ssnp04-chs:Charsadda%20Pashto
Psht,,bɑdʌn,body,,bɑdʌn,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 1, MAR]",,,ssnp04:g001:mar,,,,dialect:Psht:ssnp04-mar:Mardan%20Pashto
Psht,,sʌr,head,,sʌr,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 2, MAR]",,,ssnp04:g002:mar,,,,dialect:Psht:ssnp04-mar:Mardan%20Pashto
Psht,,wextʌ,hair,,wextʌ,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 3, MAR]",,,ssnp04:g003:mar,,,,dialect:Psht:ssnp04-mar:Mardan%20Pashto
Psht,,bɑdʌn,body,,bɑdʌn,SSNP volume 4 Northern settled list; source reliability A; source field transcription is explicitly not a full phonological analysis,"hallberg1992pashto[Appendix B, printed p. 80, item 1, SWA]",,,ssnp04:g001:swa,,,,dialect:Psht:ssnp04-swa:Swabi%20Pashto
