RathwiBareli,,ɖil̪,body,,ɖil̪,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Rathwi Pauri-Amalwadi]",,,silbareli2018:g001:sil-bareli-2018-rathwi-pauri-amalwadi:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,dh̪ʌɖ,body,,dh̪ʌɖ,Appendix C.3 lexical-similarity category 2,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Rathwi Pauri-Segwi]",,,silbareli2018:g001:sil-bareli-2018-rathwi-pauri-segwi:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Rathwi Bareli-Tharadpura]",,,silbareli2018:g001:sil-bareli-2018-rathwi-bareli-tharadpura:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-bareli-tharadpura:Tharadpura
RathwiBareli,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Rathwi Bareli-Udainagar]",,,silbareli2018:g001:sil-bareli-2018-rathwi-bareli-udainagar:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-bareli-udainagar:Udainagar
RathwiBareli,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Rathwi Bareli-Chiklia]",,,silbareli2018:g001:sil-bareli-2018-rathwi-bareli-chiklia:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-bareli-chiklia:Chiklia
RathwiBareli,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Rathwi-Chenpur]",,,silbareli2018:g001:sil-bareli-2018-rathwi-chenpur:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-chenpur:Chenpur
RathwiBareli,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Rathwi-Dongargaon]",,,silbareli2018:g001:sil-bareli-2018-rathwi-dongargaon:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-dongargaon:Dongargaon
Bhilali,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhilali-Bodugam]",,,silbareli2018:g001:sil-bareli-2018-bhilali-bodugam:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-bodugam:Bodugam
Bhili,,de̪hi,body,,de̪hi,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhili-Punyawat]",,,silbareli2018:g001:sil-bareli-2018-bhili-punyawat:i1,,,,dialect:Bhili:sil-bareli-2018-bhili-punyawat:Punyawat
Bhili,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhili-Anjhera]",,,silbareli2018:g001:sil-bareli-2018-bhili-anjhera:i1,,,,dialect:Bhili:sil-bareli-2018-bhili-anjhera:Anjhera
Bhilali,,seɾi,body,,seɾi,Appendix C.3 lexical-similarity category 3,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhilali-Anjhera]",,,silbareli2018:g001:sil-bareli-2018-bhilali-anjhera:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-anjhera:Anjhera
Bhilali,,sɛɾi,body,,sɛɾi,Appendix C.3 lexical-similarity category 3,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhilali-Mandwi]",,,silbareli2018:g001:sil-bareli-2018-bhilali-mandwi:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-mandwi:Mandwi
Bhilali,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhilali-Navalpura]",,,silbareli2018:g001:sil-bareli-2018-bhilali-navalpura:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-navalpura:Navalpura
Bhilali,,de̪hi,body,,de̪hi,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhilali-Agar]",,,silbareli2018:g001:sil-bareli-2018-bhilali-agar:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-agar:Agar
Bhilali,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhilali-Udaigadh]",,,silbareli2018:g001:sil-bareli-2018-bhilali-udaigadh:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-udaigadh:Udaigadh
Bhilali,,de̪hi,body,,de̪hi,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhilali-Kattivada]",,,silbareli2018:g001:sil-bareli-2018-bhilali-kattivada:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-kattivada:Kattivada
Bhilali,,sʌɾir,body,,sʌɾir,Appendix C.3 lexical-similarity category 3,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Parya Bhilali-Bhorwada]",,,silbareli2018:g001:sil-bareli-2018-parya-bhilali-bhorwada:i1,,,,dialect:Bhilali:sil-bareli-2018-parya-bhilali-bhorwada:Bhorwada
Bhili,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhili-Piplia]",,,silbareli2018:g001:sil-bareli-2018-bhili-piplia:i1,,,,dialect:Bhili:sil-bareli-2018-bhili-piplia:Piplia
Bhili,,dɛ̪h,body,,dɛ̪h,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhili-Kharod]",,,silbareli2018:g001:sil-bareli-2018-bhili-kharod:i1,,,,dialect:Bhili:sil-bareli-2018-bhili-kharod:Kharod
Bhili,,dil,body,,dil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhili-Kharod]",,,silbareli2018:g001:sil-bareli-2018-bhili-kharod:i2,,,,dialect:Bhili:sil-bareli-2018-bhili-kharod:Kharod
Bhilali,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bhilali-Aspai]",,,silbareli2018:g001:sil-bareli-2018-bhilali-aspai:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-aspai:Aspai
Rathawi,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Rathawi-Mankodi]",,,silbareli2018:g001:sil-bareli-2018-rathawi-mankodi:i1,,,,dialect:Rathawi:sil-bareli-2018-rathawi-mankodi:Mankodi
PalyaBareli,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Palya-Choutharya]",,,silbareli2018:g001:sil-bareli-2018-palya-choutharya:i1,,,,dialect:PalyaBareli:sil-bareli-2018-palya-choutharya:Choutharya
PalyaBareli,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Palya-Natvada]",,,silbareli2018:g001:sil-bareli-2018-palya-natvada:i1,,,,dialect:PalyaBareli:sil-bareli-2018-palya-natvada:Natvada
PauriBareli,,ɖil̪,body,,ɖil̪,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bareli Pauri-Shahana]",,,silbareli2018:g001:sil-bareli-2018-bareli-pauri-shahana:i1,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
PauriBareli,,ɖil̪,body,,ɖil̪,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bareli Pauri-Mandvi]",,,silbareli2018:g001:sil-bareli-2018-bareli-pauri-mandvi:i1,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,ɖil,body,,ɖil,Appendix C.3 lexical-similarity category 4,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Bareli Pauri-Khadki]",,,silbareli2018:g001:sil-bareli-2018-bareli-pauri-khadki:i1,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-khadki:Khadki
Nimadi,,bɑdɑ̪n,body,,bɑdɑ̪n,Appendix C.3 lexical-similarity category 9,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Nimadi-Khargone]",,,silbareli2018:g001:sil-bareli-2018-nimadi-khargone:i1,,,,dialect:Nimadi:sil-bareli-2018-nimadi-khargone:Khargone
Nimadi,,sʌɾiɾ,body,,sʌɾiɾ,Appendix C.3 lexical-similarity category 3,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Nimadi-Awlia]",,,silbareli2018:g001:sil-bareli-2018-nimadi-awlia:i1,,,,dialect:Nimadi:sil-bareli-2018-nimadi-awlia:Awlia
Nimadi,,sʌɾiɾ,body,,sʌɾiɾ,Appendix C.3 lexical-similarity category 3,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Nimadi-Ashapur]",,,silbareli2018:g001:sil-bareli-2018-nimadi-ashapur:i1,,,,dialect:Nimadi:sil-bareli-2018-nimadi-ashapur:Ashapur
Khandesi,,aŋ,body,,aŋ,Appendix C.3 lexical-similarity category 5,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Ahirani-Dhule]",,,silbareli2018:g001:sil-bareli-2018-ahirani-dhule:i1,,,,dialect:Khandesi:sil-bareli-2018-ahirani-dhule:Dhule
RathwiBareli,,munɖkʌ,head,,munɖkʌ,"Appendix C.3 lexical-similarity category 5,6","varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Pauri-Amalwadi]",,,silbareli2018:g002:sil-bareli-2018-rathwi-pauri-amalwadi:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,munɖkʌ,head,,munɖkʌ,"Appendix C.3 lexical-similarity category 5,6","varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Pauri-Segwi]",,,silbareli2018:g002:sil-bareli-2018-rathwi-pauri-segwi:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,munkɔ,head,,munkɔ,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Bareli-Tharadpura]",,,silbareli2018:g002:sil-bareli-2018-rathwi-bareli-tharadpura:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-bareli-tharadpura:Tharadpura
RathwiBareli,,mukɔ,head,,mukɔ,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Bareli-Udainagar]",,,silbareli2018:g002:sil-bareli-2018-rathwi-bareli-udainagar:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-bareli-udainagar:Udainagar
RathwiBareli,,mʊɳɖ,head,,mʊɳɖ,Appendix C.3 lexical-similarity category 5,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Bareli-Chiklia]",,,silbareli2018:g002:sil-bareli-2018-rathwi-bareli-chiklia:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-bareli-chiklia:Chiklia
RathwiBareli,,muɳkɔ,head,,muɳkɔ,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi-Chenpur]",,,silbareli2018:g002:sil-bareli-2018-rathwi-chenpur:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-chenpur:Chenpur
RathwiBareli,,mʊɳko,head,,mʊɳko,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi-Dongargaon]",,,silbareli2018:g002:sil-bareli-2018-rathwi-dongargaon:i1,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-dongargaon:Dongargaon
Bhilali,,mɑth̪ɑ,head,,mɑth̪ɑ,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Bodugam]",,,silbareli2018:g002:sil-bareli-2018-bhilali-bodugam:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-bodugam:Bodugam
Bhili,,muɳɖu,head,,muɳɖu,Appendix C.3 lexical-similarity category 5,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhili-Punyawat]",,,silbareli2018:g002:sil-bareli-2018-bhili-punyawat:i1,,,,dialect:Bhili:sil-bareli-2018-bhili-punyawat:Punyawat
Bhili,,munko,head,,munko,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhili-Anjhera]",,,silbareli2018:g002:sil-bareli-2018-bhili-anjhera:i1,,,,dialect:Bhili:sil-bareli-2018-bhili-anjhera:Anjhera
Bhilali,,munko,head,,munko,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Anjhera]",,,silbareli2018:g002:sil-bareli-2018-bhilali-anjhera:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-anjhera:Anjhera
Bhilali,,mʊnkɑ,head,,mʊnkɑ,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Mandwi]",,,silbareli2018:g002:sil-bareli-2018-bhilali-mandwi:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-mandwi:Mandwi
Bhilali,,munko,head,,munko,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Navalpura]",,,silbareli2018:g002:sil-bareli-2018-bhilali-navalpura:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-navalpura:Navalpura
Bhilali,,munka,head,,munka,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Agar]",,,silbareli2018:g002:sil-bareli-2018-bhilali-agar:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-agar:Agar
Bhilali,,munka,head,,munka,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Udaigadh]",,,silbareli2018:g002:sil-bareli-2018-bhilali-udaigadh:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-udaigadh:Udaigadh
Bhilali,,munɖɑ,head,,munɖɑ,Appendix C.3 lexical-similarity category 5,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Kattivada]",,,silbareli2018:g002:sil-bareli-2018-bhilali-kattivada:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-kattivada:Kattivada
Bhilali,,mɑth̪o,head,,mɑth̪o,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Parya Bhilali-Bhorwada]",,,silbareli2018:g002:sil-bareli-2018-parya-bhilali-bhorwada:i1,,,,dialect:Bhilali:sil-bareli-2018-parya-bhilali-bhorwada:Bhorwada
Bhili,,mɑth̪o,head,,mɑth̪o,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhili-Piplia]",,,silbareli2018:g002:sil-bareli-2018-bhili-piplia:i1,,,,dialect:Bhili:sil-bareli-2018-bhili-piplia:Piplia
Bhili,,math̪u,head,,math̪u,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhili-Kharod]",,,silbareli2018:g002:sil-bareli-2018-bhili-kharod:i1,,,,dialect:Bhili:sil-bareli-2018-bhili-kharod:Kharod
Bhilali,,munɖʊ,head,,munɖʊ,Appendix C.3 lexical-similarity category 5,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Aspai]",,,silbareli2018:g002:sil-bareli-2018-bhilali-aspai:i1,,,,dialect:Bhilali:sil-bareli-2018-bhilali-aspai:Aspai
Rathawi,,muɳɖu,head,,muɳɖu,Appendix C.3 lexical-similarity category 5,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathawi-Mankodi]",,,silbareli2018:g002:sil-bareli-2018-rathawi-mankodi:i1,,,,dialect:Rathawi:sil-bareli-2018-rathawi-mankodi:Mankodi
PalyaBareli,,muɳɖu,head,,muɳɖu,Appendix C.3 lexical-similarity category 5,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Palya-Choutharya]",,,silbareli2018:g002:sil-bareli-2018-palya-choutharya:i1,,,,dialect:PalyaBareli:sil-bareli-2018-palya-choutharya:Choutharya
PalyaBareli,,mɑth̪ɑ,head,,mɑth̪ɑ,Appendix C.3 lexical-similarity category 1,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Palya-Natvada]",,,silbareli2018:g002:sil-bareli-2018-palya-natvada:i1,,,,dialect:PalyaBareli:sil-bareli-2018-palya-natvada:Natvada
PalyaBareli,,mʊnkɑ,head,,mʊnkɑ,Appendix C.3 lexical-similarity category 6,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Palya-Natvada]",,,silbareli2018:g002:sil-bareli-2018-palya-natvada:i2,,,,dialect:PalyaBareli:sil-bareli-2018-palya-natvada:Natvada
PauriBareli,,munɖkʌ,head,,munɖkʌ,"Appendix C.3 lexical-similarity category 5,6","varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bareli Pauri-Shahana]",,,silbareli2018:g002:sil-bareli-2018-bareli-pauri-shahana:i1,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
