poth,,bʌdn,body,,bʌdn,ESR 2010-012 Mosyari list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, MOS]",,,silpaharipothwari2010:g001:mos,,,,dialect:poth:sil-pahari-pothwari-2010-mos:Mosyari-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Ghora Gali list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, GHO]",,,silpaharipothwari2010:g001:gho,,,,dialect:poth:sil-pahari-pothwari-2010-gho:Ghora%20Gali-Pahari-Pothwari
poth,,bʌdn,body,,bʌdn,ESR 2010-012 Dewal list; source reliability B; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, DEW]",,,silpaharipothwari2010:g001:dew,,,,dialect:poth:sil-pahari-pothwari-2010-dew:Dewal-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Ayubia list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, AYU]",,,silpaharipothwari2010:g001:ayu,,,,dialect:poth:sil-pahari-pothwari-2010-ayu:Ayubia-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Kohala list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, KOH]",,,silpaharipothwari2010:g001:koh,,,,dialect:poth:sil-pahari-pothwari-2010-koh:Kohala-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Nilabutt list; source reliability B; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, NIL]",,,silpaharipothwari2010:g001:nil,,,,dialect:poth:sil-pahari-pothwari-2010-nil:Nilabutt-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Thandiani list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, THA]",,,silpaharipothwari2010:g001:tha,,,,dialect:poth:sil-pahari-pothwari-2010-tha:Thandiani-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Lora list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, LOR]",,,silpaharipothwari2010:g001:lor,,,,dialect:poth:sil-pahari-pothwari-2010-lor:Lora-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Osia list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, OSI]",,,silpaharipothwari2010:g001:osi,,,,dialect:poth:sil-pahari-pothwari-2010-osi:Osia-Pahari-Pothwari
poth,,ǰɪsm,body,,ǰɪsm,ESR 2010-012 Muzaffarabad list; source reliability B; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, MUZ]",,,silpaharipothwari2010:g001:muz,,,,dialect:poth:sil-pahari-pothwari-2010-muz:Muzaffarabad-Pahari-Pothwari
poth,,ǰɪsm,body,,ǰɪsm,ESR 2010-012 Dunga Gali list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, DUN]",,,silpaharipothwari2010:g001:dun,,,,dialect:poth:sil-pahari-pothwari-2010-dun:Dunga%20Gali-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Bharakoh list; source reliability B; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, BHA]",,,silpaharipothwari2010:g001:bha,,,,dialect:poth:sil-pahari-pothwari-2010-bha:Bharakoh-Pahari-Pothwari
poth,,ǰɪsʌm,body,,ǰɪsʌm,ESR 2010-012 Mirpur list; source reliability B; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, MIR]",,,silpaharipothwari2010:g001:mir,,,,dialect:poth:sil-pahari-pothwari-2010-mir:Mirpur-Pahari-Pothwari
poth,,bʌdʌn,body,,bʌdʌn,ESR 2010-012 Gujarkhan list; source reliability B; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 1, GUJ]",,,silpaharipothwari2010:g001:guj,,,,dialect:poth:sil-pahari-pothwari-2010-guj:Gujarkhan-Pahari-Pothwari
poth,,sʌr,head,,sʌr,ESR 2010-012 Mosyari list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 2, MOS]",,,silpaharipothwari2010:g002:mos,,,,dialect:poth:sil-pahari-pothwari-2010-mos:Mosyari-Pahari-Pothwari
poth,,sɪr,head,,sɪr,ESR 2010-012 Ghora Gali list; source reliability A; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 2, GHO]",,,silpaharipothwari2010:g002:gho,,,,dialect:poth:sil-pahari-pothwari-2010-gho:Ghora%20Gali-Pahari-Pothwari
poth,,sʌr,head,,sʌr,ESR 2010-012 Dewal list; source reliability B; source transcription uses the report's Indological Phonetic Script,"lothers-lothers2010pahari[Appendix B.1, printed p. 148, item 2, DEW]",,,silpaharipothwari2010:g002:dew,,,,dialect:poth:sil-pahari-pothwari-2010-dew:Dewal-Pahari-Pothwari
