thakali_tukuche,,ɔŋ,body,,ɔŋ,,webster2021thakali[p. 18],,,thakali:1:thakali_tukuche:1
thakali_tukuche,,sukʰpʌ,body,,sukʰpʌ,,webster2021thakali[p. 18],,,thakali:1:thakali_tukuche:2
thakali_marpha,,tsʰju,body,,tsʰju,,webster2021thakali[p. 18],,,thakali:1:thakali_marpha:1
thakali_thini,,subɐ,body,,subɐ,,webster2021thakali[p. 18],,,thakali:1:thakali_thini:1
thakali_syang,,suwa,body,,suwa,,webster2021thakali[p. 18],,,thakali:1:thakali_syang:1
thakali_tukuche,,tɔ,head,,tɔ,,webster2021thakali[p. 18],,,thakali:2:thakali_tukuche:1
thakali_tukuche,,trɔ,head,,trɔ,,webster2021thakali[p. 18],,,thakali:2:thakali_tukuche:2
thakali_marpha,,kjʌ,head,,kjʌ,,webster2021thakali[p. 18],,,thakali:2:thakali_marpha:1
thakali_thini,,kjɐ,head,,kjɐ,,webster2021thakali[p. 18],,,thakali:2:thakali_thini:1
thakali_syang,,kʲa,head,,kʲa,,webster2021thakali[p. 18],,,thakali:2:thakali_syang:1
thakali_tukuche,,tʃʰɔm,hair,,tʃʰɔm,,webster2021thakali[p. 18],,,thakali:3:thakali_tukuche:1
thakali_marpha,,tsʌm,hair,,tsʌm,,webster2021thakali[p. 18],,,thakali:3:thakali_marpha:1
thakali_thini,,tsʌm,hair,,tsʌm,,webster2021thakali[p. 18],,,thakali:3:thakali_thini:1
thakali_syang,,gɛsəm,hair,,gɛsəm,,webster2021thakali[p. 18],,,thakali:3:thakali_syang:1
thakali_tukuche,,li,face,,li,,webster2021thakali[p. 18],,,thakali:4:thakali_tukuche:1
thakali_marpha,,li,face,,li,,webster2021thakali[p. 18],,,thakali:4:thakali_marpha:1
thakali_thini,,hli,face,,hli,,webster2021thakali[p. 18],,,thakali:4:thakali_thini:1
thakali_tukuche,,mi,eye,,mi,,webster2021thakali[p. 18],,,thakali:5:thakali_tukuche:1
thakali_marpha,,mi,eye,,mi,,webster2021thakali[p. 18],,,thakali:5:thakali_marpha:1
thakali_thini,,mi,eye,,mi,,webster2021thakali[p. 18],,,thakali:5:thakali_thini:1
thakali_syang,,mi,eye,,mi,,webster2021thakali[p. 18],,,thakali:5:thakali_syang:1
thakali_tukuche,,nah,ear,,nah,,webster2021thakali[p. 18],,,thakali:6:thakali_tukuche:1
thakali_marpha,,nah,ear,,nah,,webster2021thakali[p. 18],,,thakali:6:thakali_marpha:1
thakali_thini,,na̤,ear,,na̤,,webster2021thakali[p. 18],,,thakali:6:thakali_thini:1
thakali_syang,,na̤,ear,,na̤,,webster2021thakali[p. 18],,,thakali:6:thakali_syang:1
thakali_tukuche,,nɔ,nose,,nɔ,,webster2021thakali[p. 18],,,thakali:7:thakali_tukuche:1
thakali_marpha,,nɔ,nose,,nɔ,,webster2021thakali[p. 18],,,thakali:7:thakali_marpha:1
thakali_thini,,nɐ,nose,,nɐ,,webster2021thakali[p. 18],,,thakali:7:thakali_thini:1
thakali_syang,,nɐ,nose,,nɐ,,webster2021thakali[p. 18],,,thakali:7:thakali_syang:1
thakali_tukuche,,suŋ,mouth,,suŋ,,webster2021thakali[p. 18],,,thakali:8:thakali_tukuche:1
thakali_marpha,,suŋ,mouth,,suŋ,,webster2021thakali[p. 18],,,thakali:8:thakali_marpha:1
thakali_thini,,suŋ,mouth,,suŋ,,webster2021thakali[p. 18],,,thakali:8:thakali_thini:1
thakali_syang,,suŋ,mouth,,suŋ,,webster2021thakali[p. 18],,,thakali:8:thakali_syang:1
thakali_tukuche,,sɔ,teeth,,sɔ,,webster2021thakali[p. 18],,,thakali:9:thakali_tukuche:1
thakali_marpha,,sɐ,teeth,,sɐ,,webster2021thakali[p. 18],,,thakali:9:thakali_marpha:1
thakali_thini,,so,teeth,,so,,webster2021thakali[p. 18],,,thakali:9:thakali_thini:1
thakali_syang,,so,teeth,,so,,webster2021thakali[p. 18],,,thakali:9:thakali_syang:1
thakali_tukuche,,le,tongue,,le,,webster2021thakali[p. 18],,,thakali:10:thakali_tukuche:1
thakali_marpha,,le,tongue,,le,,webster2021thakali[p. 18],,,thakali:10:thakali_marpha:1
thakali_thini,,hle,tongue,,hle,,webster2021thakali[p. 18],,,thakali:10:thakali_thini:1
thakali_tukuche,,ŋje̤,breast,,ŋje̤,,webster2021thakali[p. 18],,,thakali:11:thakali_tukuche:1
thakali_marpha,,Nju,breast,,Nju,,webster2021thakali[p. 18],,,thakali:11:thakali_marpha:1
thakali_thini,,ŋe̤,breast,,ŋe̤,,webster2021thakali[p. 18],,,thakali:11:thakali_thini:1
thakali_tukuche,,pʰo,belly,,pʰo,,webster2021thakali[p. 18],,,thakali:12:thakali_tukuche:1
thakali_marpha,,pʰo,belly,,pʰo,,webster2021thakali[p. 18],,,thakali:12:thakali_marpha:1
thakali_thini,,pʰo̤,belly,,pʰo̤,,webster2021thakali[p. 18],,,thakali:12:thakali_thini:1
thakali_syang,,Le,tongue,,Le,,webster2021thakali[p. 19],,,thakali:10:thakali_syang:1
thakali_syang,,pʰo̤,belly,,pʰo̤,,webster2021thakali[p. 19],,,thakali:12:thakali_syang:1
thakali_tukuche,,jɔ,arm,,jɔ,,webster2021thakali[p. 19],,,thakali:13:thakali_tukuche:1
thakali_marpha,,jɐ,arm,,jɐ,,webster2021thakali[p. 19],,,thakali:13:thakali_marpha:1
thakali_thini,,jɐkɐŋ,arm,,jɐkɐŋ,,webster2021thakali[p. 19],,,thakali:13:thakali_thini:1
thakali_syang,,jã,arm,,jã,,webster2021thakali[p. 19],,,thakali:13:thakali_syang:1
thakali_tukuche,,jɔʈu,elbow,,jɔʈu,,webster2021thakali[p. 19],,,thakali:14:thakali_tukuche:1
thakali_marpha,,japuki,elbow,,japuki,,webster2021thakali[p. 19],,,thakali:14:thakali_marpha:1
thakali_thini,,jɐkum,elbow,,jɐkum,,webster2021thakali[p. 19],,,thakali:14:thakali_thini:1
thakali_syang,,jãkum,elbow,,jãkum,,webster2021thakali[p. 19],,,thakali:14:thakali_syang:1
thakali_tukuche,,jɔtʰin,palm,,jɔtʰin,,webster2021thakali[p. 19],,,thakali:15:thakali_tukuche:1
thakali_thini,,jɐtʰin,palm,,jɐtʰin,,webster2021thakali[p. 19],,,thakali:15:thakali_thini:1
thakali_syang,,jɐtʰin,palm,,jɐtʰin,,webster2021thakali[p. 19],,,thakali:15:thakali_syang:1
thakali_tukuche,,jɔhre,finger,,jɔhre,,webster2021thakali[p. 19],,,thakali:16:thakali_tukuche:1
thakali_thini,,jɐhre,finger,,jɐhre,,webster2021thakali[p. 19],,,thakali:16:thakali_thini:1
thakali_syang,,jatʰiŋŋã,finger,,jatʰiŋŋã,,webster2021thakali[p. 19],,,thakali:16:thakali_syang:1
thakali_tukuche,,jɔʃin,nail,,jɔʃin,,webster2021thakali[p. 19],,,thakali:17:thakali_tukuche:1
thakali_marpha,,jɐʃin,nail,,jɐʃin,,webster2021thakali[p. 19],,,thakali:17:thakali_marpha:1
thakali_thini,,jɐtʃin,nail,,jɐtʃin,,webster2021thakali[p. 19],,,thakali:17:thakali_thini:1
thakali_syang,,jatʃʰɪn,nail,,jatʃʰɪn,,webster2021thakali[p. 19],,,thakali:17:thakali_syang:1
thakali_tukuche,,pʌhle,leg,,pʌhle,,webster2021thakali[p. 19],,,thakali:18:thakali_tukuche:1
thakali_marpha,,pal̤e,leg,,pal̤e,,webster2021thakali[p. 19],,,thakali:18:thakali_marpha:1
thakali_thini,,pal̤e,leg,,pal̤e,,webster2021thakali[p. 19],,,thakali:18:thakali_thini:1
thakali_syang,,pʰale,leg,,pʰale,,webster2021thakali[p. 19],,,thakali:18:thakali_syang:1
thakali_tukuche,,ʈi̤,skin,,ʈi̤,,webster2021thakali[p. 19],,,thakali:19:thakali_tukuche:1
thakali_marpha,,ʈʰi̤,skin,,ʈʰi̤,,webster2021thakali[p. 19],,,thakali:19:thakali_marpha:1
thakali_thini,,dʰi̤,skin,,dʰi̤,,webster2021thakali[p. 19],,,thakali:19:thakali_thini:1
thakali_syang,,tʰi,skin,,tʰi,,webster2021thakali[p. 19],,,thakali:19:thakali_syang:1
