bundeli_jamunia,986,həm,I,,həm,,bundeli
bundeli_karera,986,həm,I,,həm,,bundeli
bagheli_lakshman,986,həmhi,I,,həmhi,,bundeli
braj_bundi,9691,me,I,,me,,bundeli
bundeli_bagaran,9691,me,I,,me,,bundeli
bundeli_kurra,9691,mei,I,,mei,,bundeli
bundeli_malupur,9691,mej,I,,mej,,bundeli
nagpuri_beradi,9691,mi,I,,mi,,bundeli
pawar_kashpur,,molɐ,I,,molɐ,,bundeli
bundeli_kaptia,9691,mɐ̃i,I,,mɐ̃i,,bundeli
lodhi_gara,9691,məj,I,,məj,,bundeli
bundeli_atarra,9691,mə̃i,I,,mə̃i,,bundeli
dehati_asoh,9691,mɛ,I,,mɛ,,bundeli
jatbara_katva,9691,mɛ,I,,mɛ,,bundeli
dehati_chand,9691,mɛ,I,,mɛ,,bundeli
bundeli_kaliputra,9691,mɛ,I,,mɛ,,bundeli
bundeli_kuthupur,9691,mɛ,I,,mɛ,,bundeli
bundeli_hadrokh,9691,mɛ,I,,mɛ,,bundeli
braj_gokul,9691,mɛ,I,,mɛ,,bundeli
chaurasi_lautna,9691,mɛ,I,,mɛ,,bundeli
bundeli_sakera,9691,mɛ,I,,mɛ,,bundeli
bundeli_gudah,9691,mɛ̃,I,,mɛ̃,,bundeli
mugalai_panjarakala,9691,mɛ̃,I,,mɛ̃,,bundeli
pawar_kashpur,9691,mɪ,I,,mɪ,,bundeli
dehati_bijana,,mɪnne,I,,mɪnne,,bundeli
bundeli_malupur,9691,mẽ,I,,mẽ,,bundeli
bundeli_hardwar,9691,mẽ,I,,mẽ,,bundeli
pawar_kashpur,2333,uppəɾ,above,,uppəɾ,,bundeli
bundeli_kaliputra,2333,uppəɾ,above,,uppəɾ,,bundeli
mugalai_panjarakala,2333,uppəɾ,above,,uppəɾ,,bundeli
bundeli_karera,2333,uppəɾ,above,,uppəɾ,,bundeli
dehati_asoh,2333,uppəɾi,above,,uppəɾi,,bundeli
bundeli_gudah,2333,upəɾ,above,,upəɾ,,bundeli
bundeli_kurra,2333,upəɾ,above,,upəɾ,,bundeli
braj_bundi,2333,upəɾ,above,,upəɾ,,bundeli
braj_gokul,2333,upəɾ,above,,upəɾ,,bundeli
jatbara_katva,2333,uːppəɾ,above,,uːppəɾ,,bundeli
lodhi_gara,2333,uːppəɾ,above,,uːppəɾ,,bundeli
chaurasi_lautna,2333,uːppəɾ,above,,uːppəɾ,,bundeli
bundeli_sakera,2333,uːppəɾ,above,,uːppəɾ,,bundeli
bundeli_kaptia,2333,uːpəɾ,above,,uːpəɾ,,bundeli
dehati_chand,2333,uːpəɾ,above,,uːpəɾ,,bundeli
bundeli_malupur,2333,uːpəɾ,above,,uːpəɾ,,bundeli
bundeli_hardwar,2333,uːpəɾ,above,,uːpəɾ,,bundeli
bundeli_kuthupur,2333,uːpəɾ,above,,uːpəɾ,,bundeli
bundeli_bagaran,2333,uːpəɾ,above,,uːpəɾ,,bundeli
bagheli_lakshman,2333,uːpəɾ,above,,uːpəɾ,,bundeli
dehati_bijana,2333,uːpəɾ,above,,uːpəɾ,,bundeli
bundeli_jamunia,1634,ũntʃɛ,above,,ũntʃɛ,,bundeli
bundeli_karera,1634,ũtʃo,above,,ũtʃo,,bundeli
bundeli_hadrokh,1634,ũtʃɪ,above,,ũtʃɪ,,bundeli
bundeli_atarra,2333,ʊːpəɾ,above,,ʊːpəɾ,,bundeli
nagpuri_beradi,2333,ʋəɾ,above,,ʋəɾ,,bundeli
nagpuri_beradi,2333,ʋəɾt ̪ə,above,,ʋəɾt ̪ə,,bundeli
dehati_asoh,,kul,all,,kul,,bundeli
lodhi_gara,8330,puɾo,all,,puɾo,,bundeli
bundeli_kaliputra,8330,puːɾɛ,all,,puːɾɛ,,bundeli
dehati_asoh,13276,səb,all,,səb,,bundeli
bundeli_kaptia,13276,səb,all,,səb,,bundeli
bundeli_atarra,13276,səb,all,,səb,,bundeli
jatbara_katva,13276,səb,all,,səb,,bundeli
pawar_kashpur,13276,səb,all,,səb,,bundeli
bundeli_jamunia,13276,səb,all,,səb,,bundeli
bundeli_kuthupur,13276,səb,all,,səb,,bundeli
bundeli_hadrokh,13276,səb,all,,səb,,bundeli
braj_gokul,13276,səb,all,,səb,,bundeli
bundeli_bagaran,13276,səb,all,,səb,,bundeli
bundeli_karera,13276,səb,all,,səb,,bundeli
braj_bundi,13276,səbeɾe,all,,səbeɾe,,bundeli
chaurasi_lautna,13276,səbəo,all,,səbəo,,bundeli
bundeli_gudah,13276,səbəɾe,all,,səbəɾe,,bundeli
bundeli_kurra,13276,səbəɾe,all,,səbəɾe,,bundeli
bundeli_malupur,13276,səbəɾo,all,,səbəɾo,,bundeli
mugalai_panjarakala,13276,səbəɾo,all,,səbəɾo,,bundeli
dehati_bijana,13276,səbəɾo,all,,səbəɾo,,bundeli
dehati_chand,13276,səbəɾɛ,all,,səbəɾɛ,,bundeli
bundeli_hardwar,13276,səbɾo,all,,səbɾo,,bundeli
bundeli_karera,13276,səbɾo,all,,səbɾo,,bundeli
bundeli_sakera,13276,səbɾo,all,,səbɾo,,bundeli
bagheli_lakshman,,səkələ,all,,səkələ,,bundeli
nagpuri_beradi,,səɾə,all,,səɾə,,bundeli
lodhi_gara,,muŋɡɪ,ant,,muŋɡɪ,,bundeli
pawar_kashpur,,muŋɡɪ,ant,,muŋɡɪ,,bundeli
nagpuri_beradi,,mʊŋɡɪ,ant,,mʊŋɡɪ,,bundeli
braj_gokul,4822,tʃeʈi,ant,,tʃeʈi,,bundeli
bundeli_kaptia,4822,tʃiʈi,ant,,tʃiʈi,,bundeli
mugalai_panjarakala,4822,tʃiʈi,ant,,tʃiʈi,,bundeli
bundeli_gudah,4822,tʃiʈɪjɐ,ant,,tʃiʈɪjɐ,,bundeli
dehati_asoh,4822,tʃiʈʈi,ant,,tʃiʈʈi,,bundeli
dehati_chand,4822,tʃiʈʈi ̩,ant,,tʃiʈʈi ̩,,bundeli
bundeli_atarra,4822,tʃĩʈʈɪ,ant,,tʃĩʈʈɪ,,bundeli
braj_bundi,4822,tʃɐɾijɐ,ant,,tʃɐɾijɐ,,bundeli
bagheli_lakshman,4822,tʃɪhutti,ant,,tʃɪhutti,,bundeli
bundeli_karera,4822,tʃɪn̪t ̪i,ant,,tʃɪn̪t ̪i,,bundeli
bundeli_kurra,4822,tʃɪt ̪ɪjɐ̃,ant,,tʃɪt ̪ɪjɐ̃,,bundeli
bundeli_karera,4822,tʃɪɳʈi,ant,,tʃɪɳʈi,,bundeli
bundeli_kaliputra,4822,tʃɪɳʈɪ,ant,,tʃɪɳʈɪ,,bundeli
bundeli_sakera,4822,tʃɪɳʈɪ,ant,,tʃɪɳʈɪ,,bundeli
chaurasi_lautna,4822,tʃɪɳʈʈɪ,ant,,tʃɪɳʈʈɪ,,bundeli
bundeli_jamunia,4822,tʃɪʈidʒɐ,ant,,tʃɪʈidʒɐ,,bundeli
bundeli_jamunia,4822,tʃɪʈijɐ,ant,,tʃɪʈijɐ,,bundeli
bundeli_malupur,4822,tʃɪʈɪjɐ,ant,,tʃɪʈɪjɐ,,bundeli
bundeli_karera,4822,tʃɪʈʈijɐ,ant,,tʃɪʈʈijɐ,,bundeli
dehati_bijana,4822,tʃɪʈʈijɐ,ant,,tʃɪʈʈijɐ,,bundeli
bundeli_kuthupur,4822,tʃɪʈʈɪjɐ,ant,,tʃɪʈʈɪjɐ,,bundeli
bundeli_hadrokh,4822,tʃɪʈʈɪjɐ,ant,,tʃɪʈʈɪjɐ,,bundeli
bundeli_bagaran,4822,tʃɪʈʈɪjɐ,ant,,tʃɪʈʈɪjɐ,,bundeli
bundeli_hardwar,4822,tʃɪʈʈɪjə,ant,,tʃɪʈʈɪjə,,bundeli
jatbara_katva,4822,tʃẽʈʈɪ,ant,,tʃẽʈʈɪ,,bundeli
braj_gokul,9229,bɐ̃h,arm,,bɐ̃h,,bundeli
bundeli_jamunia,9229,bɐ̃j,arm,,bɐ̃j,,bundeli
bundeli_kaptia,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
lodhi_gara,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
pawar_kashpur,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
nagpuri_beradi,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
dehati_chand,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
bundeli_hardwar,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
bundeli_kaliputra,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
bundeli_jamunia,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
bundeli_kuthupur,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
mugalai_panjarakala,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
braj_bundi,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
bundeli_bagaran,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
bundeli_karera,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
dehati_bijana,14024,hɐt ̪,arm,,hɐt ̪,,bundeli
dehati_asoh,14024,hɐt ̪ʰ,arm,,hɐt ̪ʰ,,bundeli
jatbara_katva,14024,hɐt ̪ʰ,arm,,hɐt ̪ʰ,,bundeli
bundeli_gudah,14024,hɐt ̪ʰ,arm,,hɐt ̪ʰ,,bundeli
bundeli_kurra,14024,hɐt ̪ʰ,arm,,hɐt ̪ʰ,,bundeli
bundeli_hadrokh,14024,hɐt ̪ʰ,arm,,hɐt ̪ʰ,,bundeli
bundeli_sakera,14024,hɐt ̪ʰ,arm,,hɐt ̪ʰ,,bundeli
bagheli_lakshman,14024,hɐt ̪ʰɛ,arm,,hɐt ̪ʰɛ,,bundeli
bundeli_malupur,14024,hɐ̃t ̪,arm,,hɐ̃t ̪,,bundeli
bundeli_atarra,14024,hɐ̃t ̪ʰ,arm,,hɐ̃t ̪ʰ,,bundeli
chaurasi_lautna,14024,hɐ̃t ̪ʰ,arm,,hɐ̃t ̪ʰ,,bundeli
bundeli_hadrokh,3646,kʰejo,ash,,kʰejo,,bundeli
braj_gokul,,kʰɐk,ash,,kʰɐk,,bundeli
jatbara_katva,10552,ɾekʰ,ash,,ɾekʰ,,bundeli
dehati_asoh,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_kaptia,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_atarra,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_malupur,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_hardwar,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_kaliputra,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_jamunia,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_gudah,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_kurra,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_kuthupur,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
mugalai_panjarakala,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
braj_bundi,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_bagaran,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bagheli_lakshman,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_karera,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
dehati_bijana,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
chaurasi_lautna,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
bundeli_sakera,10552,ɾɐkʰ,ash,,ɾɐkʰ,,bundeli
lodhi_gara,10552,ɾɐkʰəɖ,ash,,ɾɐkʰəɖ,,bundeli
pawar_kashpur,10552,ɾɐkʰəɖ,ash,,ɾɐkʰəɖ,,bundeli
nagpuri_beradi,10552,ɾɐkʰəɖ,ash,,ɾɐkʰəɖ,,bundeli
dehati_chand,10552,ɾɐkʰəɖ,ash,,ɾɐkʰəɖ,,bundeli
dehati_chand,3244,kulhɐɖi,axe,,kulhɐɖi,,bundeli
mugalai_panjarakala,3244,kulhɐɖi,axe,,kulhɐɖi,,bundeli
braj_bundi,3244,kulhɐɖi,axe,,kulhɐɖi,,bundeli
braj_gokul,3244,kulhɐɖi,axe,,kulhɐɖi,,bundeli
dehati_bijana,3244,kulhɐɖi,axe,,kulhɐɖi,,bundeli
bundeli_gudah,3244,kulhɐɖɪ,axe,,kulhɐɖɪ,,bundeli
dehati_asoh,3244,kulhɐɾi,axe,,kulhɐɾi,,bundeli
jatbara_katva,3244,kulhɐɾi,axe,,kulhɐɾi,,bundeli
bundeli_hadrokh,3244,kulhɐɾi,axe,,kulhɐɾi,,bundeli
bundeli_karera,3244,kulhɐɾi,axe,,kulhɐɾi,,bundeli
bundeli_kaptia,3244,kulhəɾi,axe,,kulhəɾi,,bundeli
bundeli_kuthupur,3244,kulhəɾijɐ,axe,,kulhəɾijɐ,,bundeli
bundeli_bagaran,3244,kulhəɾijɐ,axe,,kulhəɾijɐ,,bundeli
braj_bundi,3244,kulɐɖi,axe,,kulɐɖi,,bundeli
