Tor,,a:,I,,a:,,"torwali2023student[p. 13, col. 1, entry 1]",,,torwali2023student:p013:cR:e01,,,,pron dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,au:za:r,Tools,,au:za:r,,"torwali2023student[p. 13, col. 1, entry 2]",,,torwali2023student:p013:cR:e02,,,,noun pl dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:i:n,A set of laws of a country,,a:i:n,,"torwali2023student[p. 13, col. 1, entry 3]",,,torwali2023student:p013:cR:e03,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:ba:d,"rich, wealthy, prospered",,a:ba:d,,"torwali2023student[p. 13, col. 1, entry 4]",,,torwali2023student:p013:cR:e04,,,,adj dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:ba:di,Population,,a:ba:di,,"torwali2023student[p. 13, col. 1, entry 5]",,,torwali2023student:p013:cR:e05,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:ba:di,"construction, building",,a:ba:di,,"torwali2023student[p. 13, col. 1, entry 6]",,,torwali2023student:p013:cR:e06,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:ba:adi,"Prosperity, richness",,a:ba:adi,,"torwali2023student[p. 13, col. 1, entry 7]",,,torwali2023student:p013:cR:e07,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:ʈʰ bi:ʃ,One hundred and sixty,,a:ʈʰ bi:ʃ,,"torwali2023student[p. 13, col. 2, entry 1]",,,torwali2023student:p013:cL:e01,,,,num dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:j,Today,,a:j,,"torwali2023student[p. 13, col. 2, entry 2]",,,torwali2023student:p013:cL:e02,,,,adv dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:tʃa:r,Pickle,,a:tʃa:r,,"torwali2023student[p. 13, col. 2, entry 3]",,,torwali2023student:p013:cL:e03,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:χirət,Afterlife,,a:χirət,,"torwali2023student[p. 13, col. 2, entry 4]",,,torwali2023student:p013:cL:e04,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:χri,Final,,a:χri,,"torwali2023student[p. 13, col. 2, entry 5]",,,torwali2023student:p013:cL:e05,,,,adj dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:χor,Manger,,a:χor,,"torwali2023student[p. 13, col. 2, entry 6]",,,torwali2023student:p013:cL:e06,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:zadi,Freedom,,a:zadi,,"torwali2023student[p. 13, col. 2, entry 7]",,,torwali2023student:p013:cL:e07,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:r,Male duck,,a:r,,"torwali2023student[p. 13, col. 2, entry 8]",,,torwali2023student:p013:cL:e08,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:r,Flour,,a:r,,"torwali2023student[p. 14, col. 1, entry 1]",,,torwali2023student:p014:cR:e01,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:r ki:ʂu:,to knead,,a:r ki:ʂu:,,"torwali2023student[p. 14, col. 1, entry 2]",,,torwali2023student:p014:cR:e02,,,,verb tr dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:ra,Saw,,a:ra,,"torwali2023student[p. 14, col. 1, entry 3]",,,torwali2023student:p014:cR:e03,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:ra:m,Rest,,a:ra:m,,"torwali2023student[p. 14, col. 2, entry 1]",,,torwali2023student:p014:cL:e01,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:rza:n,"Inexpensive, cheap",,a:rza:n,,"torwali2023student[p. 14, col. 2, entry 2]",,,torwali2023student:p014:cL:e02,,,,adj dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:rwa:h,Soul,,a:rwa:h,,"torwali2023student[p. 14, col. 2, entry 3]",,,torwali2023student:p014:cL:e03,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a;ʐ,Raspberry,,a;ʐ,,"torwali2023student[p. 14, col. 2, entry 5]",,,torwali2023student:p014:cL:e05,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29 uncertain
Tor,,a:sa:n,Easy,,a:sa:n,,"torwali2023student[p. 14, col. 2, entry 6]",,,torwali2023student:p014:cL:e06,,,,adj dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:sma:n,Sky,,a:sma:n,,"torwali2023student[p. 14, col. 2, entry 7]",,,torwali2023student:p014:cL:e07,,,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:sma:ni,Sky blue,,a:sma:ni,,"torwali2023student[p. 15, col. 1, entry 1]",,,torwali2023student:p015:cR:e01,,,,adj dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
Tor,,a:ʃu,Masculine singular past tense form of to be,,a:ʃu,,"torwali2023student[p. 15, col. 1, entry 3]",,,torwali2023student:p015:cR:e03,,,,verb dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29
