deg,7914,pʹar-,go [perceptual],,pə́ɾ,,strand,,,,,,,verb dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,8739,parʹî,irrigation channel,,pəɾí̬,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,7914,parʹîk,going,,pəɾí̬k,,strand,,,,,,,verb dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,7785,pʹan,path,,pə́n,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,7655,pʹanǰ,five,,pə́nd͡ʒ,,strand,,,,,,,num dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9090,papʹûs,lung,,pəpú̬s,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,8056,pʹâ,leg and foot; foot,,pɑ́,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9072,pʹâl,plow point,,pɑ́l,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,8358,peṛʹek,palm,,peɽék,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,8243,pʹêy,meat,,pé̬j̣,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,8233,pêlʹâ,yellow,,pe̬lɑ́,,strand,,,,,,,adj dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,8265,pʹûl,son,,pú̬l,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9348,baʹî,good; fine; ok [state],,bəí̬,,strand,,,,,,,adj dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9330,bakoṭʹa,thick; fat,,bəkoʈə́,,strand,,,,,,,adj dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9216,bâlokʹûl,children,,bɑlokú̬l,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9209,bâbʹâ,grandfather,,bɑbɑ́,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,485,be,too; also,,be,,strand,,,,,,,num dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9250,bʹîč,seed,,bí̬t͡ʃ,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9391,boʹîk,be afraid,,boí̬k,,strand,,,,,,,verb intr dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9279,boǰʹîk,waking up,,bod͡ʒí̬k,,strand,,,,,,,verb dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9299,bostʹaṛ,lip,,bost̪ə́ɽ,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9187,bʹô,many; much,,bó̬,,strand,,,,,,,num dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9187,bʹô,much,,bó̬,,strand,,,,,,,num dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11454,waygʹan,wind,,wəj̣gə́n,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11523,wʹayn,summer,,wə́j̣n,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11390,waranǰʹâ,ant,,wəɾənd͡ʒɑ́,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11390,waranǰʹek,small ant,,wəɾənd͡ʒék,,strand,,,,,,,noun f dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11330,warembʹâ,hornet,,wəɾembɑ́,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11556,wʹark,water,,wə́ɾk,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11244,wačûlʹa,calf,,wət͡ʃu̬lə́,,strand,,,,,,,noun m dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11374,wâṭʹek,ax,,wɑʈék,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11547,wʹâr,turn,,wɑ́ɾ,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11348,wʹâṛ,stone; rock,,wɑ́ɽ,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11392,wʹâš,rain,,wɑ́ʃ,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,12069,weṭʹîk,crossing,,weʈí̬k,,strand,,,,,,,verb dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11863,werʹêk,crying,,weɾé̬k,,strand,,,,,,,verb dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11616,wʹes,twenty,,wés,,strand,,,,,,,num dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,11625,wʹêl,night,,wé̬l,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,6481,wʹoy,daughter,,wój̣,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9981,mʹa,[prohibitive]; don't!,,mə́,,strand,,,,,,,part neg dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9746,maṭʹêq,frog,,məʈé̬q,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9758,mačûṭʹâ,small fish,,mət͡ʃu̬ʈɑ́,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9926,mʹask,forehead,,mə́sk,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9804,-manǰa,in the middle of [postposition],,mənd͡ʒə,,strand,,,,,,,spatial dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9732,mandʹâ,neck,,mənd̪ɑ́,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9691,mʹam,me,,mə́m,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,10104,mâʹek,moon,,mɑék,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,10104,mʹây,month,,mɑ́j̣,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9758,mʹâč,fish,,mɑ́t͡ʃ,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
deg,9696,mêčʹek,fly,,me̬t͡ʃék,,strand,,,,,,,noun dialect:Pashai%3A%20Gorayk%20%28Degano%29
