eur,11920,abijav,wedding; feast,,,,"boretzky1994romani[p. 311, col. 1, entry 1]",,"Indische Etyma: [< ai. vivāha- ""Heimführung der Braut""; vgl. hi. byāh]",boretzky1994romani:ind:311:L:01,,,,mf noun
eur,1031,ačhel,to remain; to dwell,,,,"boretzky1994romani[p. 311, col. 1, entry 2]",,"Indische Etyma: [< pa. acch- < ai. ākṣeti ""wohnen, bleiben""; vgl. Altgujarātī acchaï ""ist""]",boretzky1994romani:ind:311:L:02,,,,verb intr
eur,,adava,this,,,,"boretzky1994romani[p. 311, col. 1, entry 3]",,Indische Etyma: [< a-dava; ohne Etym.],boretzky1994romani:ind:311:L:03,,,,pron
eur,68,agor,end; edge; corner,,,,"boretzky1994romani[p. 311, col. 1, entry 4]",,Indische Etyma: [< ai. agra-],boretzky1994romani:ind:311:L:04,,,,m noun
eur,,agore,at the edge; aside,,,,"boretzky1994romani[p. 311, col. 1, entry 5]",,Indische Etyma: [< ai. lok agre ?],boretzky1994romani:ind:311:L:05,,,,adv uncertain
eur,,aindž,field,,,,"boretzky1994romani[p. 311, col. 1, entry 6]",,Indische Etyma: [ohne Etym.],boretzky1994romani:ind:311:L:06,,,,f noun
eur,,akaj,here,,,,"boretzky1994romani[p. 311, col. 1, entry 7]",,Indische Etyma: [zu akava],boretzky1994romani:ind:311:L:07,,,,adv
eur,3642,akana,now,,,,"boretzky1994romani[p. 311, col. 1, entry 8]",,"Indische Etyma: [< mi. a+khana < ai. kṣaṇa- ""Augenblick""; kaum zu pers. aknūn, obwohl nach ai. *akhana zu erwarten wäre]",boretzky1994romani:ind:311:L:08,,,,adv
eur,,akava,this,,,,"boretzky1994romani[p. 311, col. 2, entry 9]",,Indische Etyma: [< a-kava; zu ai. interrog ka- ?],boretzky1994romani:ind:311:R:09,,,,pron uncertain
eur,,ake,here is,,,,"boretzky1994romani[p. 311, col. 2, entry 10]",,Indische Etyma: [< aka- pron],boretzky1994romani:ind:311:R:10,,,,interj
eur,,akušel,to abuse; to scold,,,,"boretzky1994romani[p. 311, col. 2, entry 11]",,Indische Etyma: [< ai. ākruś- ; vgl. pa. akkosati],boretzky1994romani:ind:311:R:11,,,,verb tr
eur,4067,akharel,to call; to invite,,,,"boretzky1994romani[p. 311, col. 2, entry 12]",,"Indische Etyma: [ai. aor akāriṣam ""rufen"" u. hi. karāhnā ""stöhnen"" gehören wegen fehlender Aspiration nicht dazu; eher < pa. garahati < ai. garhati ""tadeln""]",boretzky1994romani:ind:311:R:12,,,,verb tr
eur,,akhor,walnut,,,,"boretzky1994romani[p. 311, col. 2, entry 13]",,"Indische Etyma: [< pk. akkhoḍa < ai. akṣoṭa- ""Walnuß""; vgl. hi. akhroṭ]",boretzky1994romani:ind:311:R:13,,,,m noun
eur,,amaro,our,,,,"boretzky1994romani[p. 311, col. 2, entry 14]",,Indische Etyma: [vgl. hi. hamārā],boretzky1994romani:ind:311:R:14,,,,pron poss
eur,,amen,we,,,,"boretzky1994romani[p. 312, col. 1, entry 1]",,Indische Etyma: [< pa. amhē < ai. gen asmān],boretzky1994romani:ind:312:L:01,,,,pron
eur,,andar,from; out of,,,,"boretzky1994romani[p. 312, col. 1, entry 3]",,"Indische Etyma: [< ai. abl antarāt ""heraus von, von innen""; vgl. hi. ã:tar ""Zwischenraum""]",boretzky1994romani:ind:312:L:03,,,,prep
eur,,andral,from inside,,,,"boretzky1994romani[p. 312, col. 1, entry 4]",,"Indische Etyma: [< ai. antarataḥ ""im Innern; aus heraus, innerhalb von""]",boretzky1994romani:ind:312:L:04,,,,adv
eur,,andre,inside,,,,"boretzky1994romani[p. 312, col. 1, entry 5]",,"Indische Etyma: [< pa. ai. antare ""drin""]",boretzky1994romani:ind:312:L:05,,,,adv
eur,1174,anel,to bring,,,,"boretzky1994romani[p. 312, col. 1, entry 6]",,"Indische Etyma: [< pa. ā-neti < ai. ā-nayati ""herführen""]",boretzky1994romani:ind:312:L:06,,,,verb tr
eur,,angar,coal,,,,"boretzky1994romani[p. 312, col. 1, entry 7]",,Indische Etyma: [< pa. ai. aṅgāra-; vgl. hi. aṅgār],boretzky1994romani:ind:312:L:07,,,,m noun
eur,,anglal,in front; earlier,,,,"boretzky1994romani[p. 312, col. 1, entry 8]",,Indische Etyma: [< ai. agrataḥ; kontam. mit ai. antar- ?],boretzky1994romani:ind:312:L:08,,,,adv uncertain
eur,,angle,forward; earlier,,,,"boretzky1994romani[p. 312, col. 1, entry 9]",,"Indische Etyma: [< ai. lok agre ""vorn, zuerst, am Anfang"" bzw. *agrale; vgl. pk. -aggala-; s.a. agor]",boretzky1994romani:ind:312:L:09,,,,adv
eur,,angušt,finger,,,,"boretzky1994romani[p. 312, col. 1, entry 10];boretzky1994romani[p. 329, col. 1, entry 5]",,"Indische Etyma: [< ai. anguṣṭha- ""Daumen""?; wegen angrusti eher < pers. angušt] | Iranische Etyma: [< ai. anguṣṭha- ""Daumen""?; wegen angrusti eher < pers. angušt]",boretzky1994romani:ind:312:L:10,,,,m noun uncertain
eur,1111,anřo,egg,,,,"boretzky1994romani[p. 312, col. 1, entry 12]",,Indische Etyma: [< ai. āṇḍa-; vgl. hi. aṇḍā],boretzky1994romani:ind:312:L:12,,,,m noun
eur,10547,arakhel,"to protect, guard; to find",,,,"boretzky1994romani[p. 312, col. 1, entry 13]",,"Indische Etyma: [< pk. rakkhati < ai. rakṣati bzw. ārakṣati ""bewahren, hüten""]",boretzky1994romani:ind:312:L:13,,,,verb tr
eur,,arli,exchange; trading,,,,"boretzky1994romani[p. 312, col. 1, entry 14]",,Indische Etyma: [ohne Etym.],boretzky1994romani:ind:312:L:14,,,,m noun
eur,,arman,curse; oath,,,,"boretzky1994romani[p. 312, col. 1, entry 15]",,"Indische Etyma: [zu ai. arma- ""Abfall, Ruinen"" bzw. arman- ""eine Augenkrankheit"" ?]",boretzky1994romani:ind:312:L:15,,,,f noun uncertain
eur,,ařo,flour,,,,"boretzky1994romani[p. 312, col. 1, entry 16]",,"Indische Etyma: [< ai. *ārta- ""Mehl""/aṭṭa- ""Speise""; vgl. hi. āṭā]",boretzky1994romani:ind:312:L:16,,,,m noun
eur,,astarel,to seize; to begin,,,,"boretzky1994romani[p. 312, col. 1, entry 18]",,"Indische Etyma: [kaum zu ai. ā-sthā-; mögl. zu ai. *sthārayati ""festmachen"" oder zu *stabhira- ""fest"", dazu hi. ṭhahar- ""anhalten, entscheiden""]",boretzky1994romani:ind:312:L:18,,,,verb tr
eur,919,asvin,tear,,,,"boretzky1994romani[p. 312, col. 1, entry 19]",,Indische Etyma: [< pk. assu < ai. aśru- ; vgl. hi. ã:sū],boretzky1994romani:ind:312:L:19,,,,f noun
eur,1641,ašarel,to praise,,,,"boretzky1994romani[p. 312, col. 1, entry 20]",,"Indische Etyma: [< ai. (*ā-)ślāghate ""loben"" oder < pk. uccaraï < ai. uccarati, uccārayati ""schreien, etwas äußern""]",boretzky1994romani:ind:312:L:20,,,,verb tr
eur,12598,ašunel,to hear,,,,"boretzky1994romani[p. 312, col. 1, entry 21]",,"Indische Etyma: [< ai. śṛṇoti, āśṛṇoti; vgl. pa. suṇāti]",boretzky1994romani:ind:312:L:21,,,,verb tr
eur,6771,atharel,to deceive; to lie to,,,,"boretzky1994romani[p. 312, col. 1, entry 22]",,"Indische Etyma: [< pk. dhāḍei ""vertreiben, zerstören"" < ai. *dhāṭayati ?; vgl. hi. dhālnā ""eingießen""]",boretzky1994romani:ind:312:L:22,,,,verb tr uncertain
eur,,avdive(s),today,,,,"boretzky1994romani[p. 312, col. 2, entry 23]",,"Indische Etyma: [av- < ai. amu- ""jener"" + dives; s.u.]",boretzky1994romani:ind:312:R:23,,,,adv
eur,1200,avel,to come; to become,,,,"boretzky1994romani[p. 312, col. 2, entry 24]",,"Indische Etyma: [< pk. āvei < pa. āpeti < ai. āpayati kaus zu āpnoti ""erreichen""; vgl. auch ai. āpyate pass]",boretzky1994romani:ind:312:R:24,,,,verb intr
eur,434,aver,other; otherwise,,,,"boretzky1994romani[p. 312, col. 2, entry 25]",,"Indische Etyma: [< pk. avara- < ai. apara- ""anderer, späterer""; vaver < ov aver?]",boretzky1994romani:ind:312:R:25,,,,pron uncertain
eur,9186,avri,outside; out,,,,"boretzky1994romani[p. 312, col. 2, entry 26]",,"Indische Etyma: [< pk. adj vāhila, vāhira ""draußen, ausserhalb"" < ai. bahis-]",boretzky1994romani:ind:312:R:26,,,,adv
eur,,azbal,to touch,,,,"boretzky1994romani[p. 312, col. 2, entry 27]",,Indische Etyma: [ohne Etym.],boretzky1994romani:ind:312:R:27,,,,verb tr
eur,,ažukerel,to wait,,,,"boretzky1994romani[p. 312, col. 2, entry 28]",,Indische Etyma: [ohne Etym.],boretzky1994romani:ind:312:R:28,,,,verb tr
eur,9229,baj,sleeve,,,,"boretzky1994romani[p. 312, col. 2, entry 29]",,Indische Etyma: [< pk. bāhā < ai. bāhu-; vgl. hi. bāhi],boretzky1994romani:ind:312:R:29,,,,f noun
eur,9153,bakro,ram,,,,"boretzky1994romani[p. 312, col. 2, entry 30]",,"Indische Etyma: [< pk. vakkara- < ai. barkara-; vgl. hi. bakrā ""Ziegenbock""]",boretzky1994romani:ind:312:R:30,,,,m noun
eur,11572,bal,hair,,,,"boretzky1994romani[p. 312, col. 2, entry 31]",,"Indische Etyma: [< ai. pk. vāla- ""Haar, Schweifhaar""]",boretzky1994romani:ind:312:R:31,,,,m noun
eur,,balamo,master; non-Gypsy,,,,"boretzky1994romani[p. 312, col. 2, entry 32]",,"Indische Etyma: [ohne Etym.; kaum < slav. balav ""rotzig""]",boretzky1994romani:ind:312:R:32,,,,m noun
eur,9216,balo,pig,,,,"boretzky1994romani[p. 312, col. 2, entry 33]",,"Indische Etyma: [< ai. pk. bāla- ""jung, dumm, Jungtier, kleiner Junge""; kaum < ai. pk. varāka- ""Eber, Schwein""]",boretzky1994romani:ind:312:R:33,,,,m noun
eur,,balovas,bacon; pork,,,,"boretzky1994romani[p. 312, col. 2, entry 34]",,Indische Etyma: [< balo + mas ?; intervok. -m- > v],boretzky1994romani:ind:312:R:34,,,,m noun uncertain
eur,,balevas,bacon; pork,,,,"boretzky1994romani[p. 312, col. 2, entry 34]",,Indische Etyma: [< balo + mas ?; intervok. -m- > v],boretzky1994romani:ind:312:R:34:variant:2,boretzky1994romani:ind:312:R:34,,,m noun alternate uncertain
eur,11491,balval,wind,,,,"boretzky1994romani[p. 312, col. 2, entry 35]",,Indische Etyma: [< ai. vāta- über Redupl.],boretzky1994romani:ind:312:R:35,,,,m noun
eur,,bango,crooked; bent,,,,"boretzky1994romani[p. 312, col. 2, entry 36]",,"Indische Etyma: [< ai. vaṅka-, pa. vaṁka]",boretzky1994romani:ind:312:R:36,,,,adj
eur,,bar,garden; fence,,,,"boretzky1994romani[p. 312, col. 2, entry 37]",,"Indische Etyma: [< pk. vāḍa < ai. vāṭa-, vāṭī ""Zaun, Einhegung""]",boretzky1994romani:ind:312:R:37,,,,f noun
