Tamil,d49,accu,ridge in a field,,,noun,"burrow-emeneau1972den2[p. 475, entry S²1]",,DEN II (1972) records this reflex under new-entry label S²1; resolved to current DEDR d49.,burrow-emeneau1972den2:p475:u001:f001,,,,source-addition
Tamil,d49,accu-kkaṭṭu (-kkaṭṭi-),to form a ridge around a field,,,verb,"burrow-emeneau1972den2[p. 475, entry S²1]",,DEN II (1972) records this reflex under new-entry label S²1; resolved to current DEDR d49.,burrow-emeneau1972den2:p475:u001:f002,,,,source-addition
Tamil,d49,accukkaṭṭu,"field with ridges, lands divided into beds to admit and retain water for cultivation of paddy",,,noun,"burrow-emeneau1972den2[p. 475, entry S²1]",,DEN II (1972) records this reflex under new-entry label S²1; resolved to current DEDR d49.,burrow-emeneau1972den2:p475:u001:f003,,,,source-addition
Malto,d141,átg̣e,"leaf, palm of the hand",,,noun,"burrow-emeneau1972den2[p. 475, entry S²2]",,DEN II (1972) records this reflex under new-entry label S²2; resolved to current DEDR d141.,burrow-emeneau1972den2:p475:u002:f002,,,,source-addition
Malto,d141,átgen ére,to divine by looking at a leaf,,,verb,"burrow-emeneau1972den2[p. 475, entry S²2]",,DEN II (1972) records this reflex under new-entry label S²2; resolved to current DEDR d141.,burrow-emeneau1972den2:p475:u002:f003,,,,source-addition
Malto,d141,átgo,a diviner,,,noun,"burrow-emeneau1972den2[p. 475, entry S²2]",,DEN II (1972) records this reflex under new-entry label S²2; resolved to current DEDR d141.,burrow-emeneau1972den2:p475:u002:f004,,,,source-addition
Parji,d289,aṛñip- (aṛñit-),to make to cross,,,verb,"burrow-emeneau1972den2[p. 475, entry S²3]",,DEN II (1972) records this derived under new-entry label S²3; resolved to current DEDR d289.,burrow-emeneau1972den2:p475:u003:f002,,,,source-addition derived
Gondi,d289,ahkānā,"to cross, pass over",,,source label: SR. W. Ph.; verb,"burrow-emeneau1972den2[p. 475, entry S²3]",,DEN II (1972) records this reflex under new-entry label S²3; resolved to current DEDR d289.,burrow-emeneau1972den2:p475:u003:f003,,,,source-addition
betul,d289,ahakānā,"to cross, pass over",,,source label: Tr.; verb,"burrow-emeneau1972den2[p. 475, entry S²3]",,DEN II (1972) records this reflex under new-entry label S²3; resolved to current DEDR d289.,burrow-emeneau1972den2:p475:u003:f004,,,,source-addition
muria,d289,ahk gaṛm,on the other side,,,source label: Mu.; phrase; Voc. 112,"burrow-emeneau1972den2[p. 475, entry S²3]",,DEN II (1972) records this reflex under new-entry label S²3; resolved to current DEDR d289.,burrow-emeneau1972den2:p475:u003:f005,,,,source-addition
mandla,d1,ānai,much,,,source label: Ph.; adjective; Voc. 130,"burrow-emeneau1972den2[p. 475, entry S²4]",,DEN II (1972) records this reflex under new-entry label S²4; resolved to current DEDR d1.,burrow-emeneau1972den2:p475:u004:f001,,,,source-addition
Pengo,d1,anay,much,,,adjective,"burrow-emeneau1972den2[p. 475, entry S²4]",,DEN II (1972) records this reflex under new-entry label S²4; resolved to current DEDR d1.,burrow-emeneau1972den2:p475:u004:f002,,,,source-addition
Tamil,d348,āṭu (āṭi-),"to rub, besmear (as sandal paste)",,,verb,"burrow-emeneau1972den2[p. 475, entry S²5]",,DEN II (1972) records this reflex under new-entry label S²5; resolved to current DEDR d348.,burrow-emeneau1972den2:p475:u005:f001,,,,source-addition
Malto,d348,áḍe,"to bedaub, deface",,,verb,"burrow-emeneau1972den2[p. 475, entry S²5]",,DEN II (1972) records this reflex under new-entry label S²5; resolved to current DEDR d348.,burrow-emeneau1972den2:p475:u005:f002,,,,source-addition
Tamil,d370,"ār (-pp-, -tt-)","to fight, make war",,,verb,"burrow-emeneau1972den2[p. 475, entry S²6]",,DEN II (1972) records this reflex under new-entry label S²6; resolved to current DEDR d370.,burrow-emeneau1972den2:p475:u006:f001,,,,source-addition
Tamil,d370,ārppu,battle,,,noun,"burrow-emeneau1972den2[p. 475, entry S²6]",,DEN II (1972) records this derived under new-entry label S²6; resolved to current DEDR d370.,burrow-emeneau1972den2:p475:u006:f002,,,,source-addition derived
Kolami,d370,arpalīpeŋ,to attack,,,source label: SR; verb; Kamaleswaran,"burrow-emeneau1972den2[p. 475, entry S²6]",,DEN II (1972) records this reflex under new-entry label S²6; resolved to current DEDR d370.,burrow-emeneau1972den2:p475:u006:f003,,,,source-addition
Tamil,d417,ikuḷai,"woman's confidante; kindred, friendship",,,noun,"burrow-emeneau1972den2[p. 475, entry S²7]",,DEN II (1972) records this reflex under new-entry label S²7; resolved to current DEDR d417.,burrow-emeneau1972den2:p475:u007:f001,,,,source-addition
Kuwi,d417,iguyā,mother's younger sister,,,source label: Mah.; noun,"burrow-emeneau1972den2[p. 475, entry S²7]",,DEN II (1972) records this reflex under new-entry label S²7; resolved to current DEDR d417.,burrow-emeneau1972den2:p475:u007:f002,,,,source-addition
Kuwi,d417,iguvā,father's younger brother,,,source label: Mah.; noun,"burrow-emeneau1972den2[p. 475, entry S²7]",,DEN II (1972) records this reflex under new-entry label S²7; resolved to current DEDR d417.,burrow-emeneau1972den2:p475:u007:f003,,,,source-addition
kinwat,d452,iṛp,wall,,,source label: Kin.; noun,"burrow-emeneau1972den2[p. 475, entry S²8]",,DEN II (1972) records this reflex under new-entry label S²8; resolved to current DEDR d452.,burrow-emeneau1972den2:p475:u008:f001,,,,source-addition
Tamil,d481,iru,"great, spacious, vast",,,adjective,"burrow-emeneau1972den2[p. 475, entry S²9]",,DEN II (1972) records this reflex under new-entry label S²9; resolved to current DEDR d481.,burrow-emeneau1972den2:p475:u009:f001,,,,source-addition
Telugu,d481,inumikkili,"very much, very great",,,adjective,"burrow-emeneau1972den2[p. 475, entry S²9]",,DEN II (1972) records this derived under new-entry label S²9; resolved to current DEDR d481.,burrow-emeneau1972den2:p475:u009:f003,,,,source-addition derived
Tamil,d500,ivuḷi,horse,,,noun,"burrow-emeneau1972den2[p. 475, entry S²9A]",,DEN II (1972) records this reflex under new-entry label S²9A; resolved to current DEDR d500.,burrow-emeneau1972den2:p475:u010:f001,,,,source-addition
tiptur,d744,ūdra,smoke to drive off mosquitoes,,,"source label: Tiptur, LSB 18.16; noun","burrow-emeneau1972den2[p. 475, entry S²10]",,DEN II (1972) records this reflex under new-entry label S²10; resolved to current DEDR d744.,burrow-emeneau1972den2:p475:u011:f001,,,,source-addition
koya,d821,erek,leaf umbrella,,,source label: Ko.; noun,"burrow-emeneau1972den2[p. 475, entry S²12]",,DEN II (1972) records this reflex under new-entry label S²12; resolved to current DEDR d821.,burrow-emeneau1972den2:p475:u013:f001,,,,source-addition
maria,d821,reki,leaf umbrella,,,source label: Ma.; noun,"burrow-emeneau1972den2[p. 475, entry S²12]",,DEN II (1972) records this reflex under new-entry label S²12; resolved to current DEDR d821.,burrow-emeneau1972den2:p475:u013:f002,,,,source-addition
gommu,d821,reki,leaf hat,,,source label: G.; noun; Voc. 3044,"burrow-emeneau1972den2[p. 475, entry S²12]",,DEN II (1972) records this reflex under new-entry label S²12; resolved to current DEDR d821.,burrow-emeneau1972den2:p475:u013:f003,,,,source-addition
Gondi,d821,rek,leaf hat,,,source label: Elwin; noun,"burrow-emeneau1972den2[p. 475, entry S²12]",,DEN II (1972) records this reflex under new-entry label S²12; resolved to current DEDR d821.,burrow-emeneau1972den2:p475:u013:f004,,,,source-addition
Kuwi,d821,jekki,leaf hat (jappi),,,source label: F.; noun,"burrow-emeneau1972den2[p. 475, entry S²12]",,DEN II (1972) records this reflex under new-entry label S²12; resolved to current DEDR d821.,burrow-emeneau1972den2:p475:u013:f005,,,,source-addition
Tamil,d919,ēṉai,"other, the rest",,,adjective,"burrow-emeneau1972den2[p. 475, entry S²13]",,DEN II (1972) records this reflex under new-entry label S²13; resolved to current DEDR d919.,burrow-emeneau1972den2:p475:u014:f001,,,,source-addition
Tulu,d1190,kadale,a rag,,,noun,"burrow-emeneau1972den2[p. 475, entry S²14]",,DEN II (1972) records this reflex under new-entry label S²14; resolved to current DEDR d1190.,burrow-emeneau1972den2:p475:u015:f002,,,,source-addition
muria,d1190,gatla,cloth,,,source label: Mu.; noun; Voc. 1175,"burrow-emeneau1972den2[p. 475, entry S²14]",,DEN II (1972) records this reflex under new-entry label S²14; resolved to current DEDR d1190.,burrow-emeneau1972den2:p475:u015:f003,,,,source-addition
gommu,d1190,getli,cloth,,,source label: G.; noun,"burrow-emeneau1972den2[p. 475, entry S²14]",,DEN II (1972) records this reflex under new-entry label S²14; resolved to current DEDR d1190.,burrow-emeneau1972den2:p475:u015:f004,,,,source-addition
Parji,d1289,garum gōli,fox,,,noun,"burrow-emeneau1972den2[p. 475, entry S²14A]",,DEN II (1972) records this reflex under new-entry label S²14A; resolved to current DEDR d1289.,burrow-emeneau1972den2:p475:u016:f001,,,,source-addition
Kannada,d1396,kaṟuba,an envious man,,,noun,"burrow-emeneau1972den2[p. 475, entry S²16]",,DEN II (1972) records this derived under new-entry label S²16; resolved to current DEDR d1396.,burrow-emeneau1972den2:p475:u018:f002,,,,source-addition derived
Kannada,d1396,kaṟubi,a female envious person,,,noun,"burrow-emeneau1972den2[p. 475, entry S²16]",,DEN II (1972) records this derived under new-entry label S²16; resolved to current DEDR d1396.,burrow-emeneau1972den2:p475:u018:f003,,,,source-addition derived
Kannada,d1396,kaṟubatana,"state of being an envious person, envy",,,noun,"burrow-emeneau1972den2[p. 475, entry S²16]",,DEN II (1972) records this derived under new-entry label S²16; resolved to current DEDR d1396.,burrow-emeneau1972den2:p475:u018:f004,,,,source-addition derived
Parji,d1555,kipra,a snail's shell,,,noun,"burrow-emeneau1972den2[p. 475, entry S²17]",,DEN II (1972) records this reflex under new-entry label S²17; resolved to current DEDR d1555.,burrow-emeneau1972den2:p475:u019:f001,,,,source-addition
Pengo,d1555,kipri,"shell (of snail, etc.); skull",,,noun,"burrow-emeneau1972den2[p. 475, entry S²17]",,DEN II (1972) records this reflex under new-entry label S²17; resolved to current DEDR d1555.,burrow-emeneau1972den2:p475:u019:f002,,,,source-addition
Kuwi,d1555,kirpā,skull,,,source label: Mah.; noun,"burrow-emeneau1972den2[p. 475, entry S²17]",,DEN II (1972) records this reflex under new-entry label S²17; resolved to current DEDR d1555.,burrow-emeneau1972den2:p475:u019:f004,,,,source-addition
koya,d1626,kukkāl,leopard,,,source label: Koya Su.; noun; id.,"burrow-emeneau1972den2[p. 475, entry S²18]",,DEN II (1972) records this reflex under new-entry label S²18; resolved to current DEDR d1626.,burrow-emeneau1972den2:p475:u020:f002,,,,source-addition
maria,d1634,kukur(i),cock's comb,,,source label: Ma.; noun; Voc. 712,"burrow-emeneau1972den2[p. 475, entry S²19]",,DEN II (1972) records this reflex under new-entry label S²19; resolved to current DEDR d1634.,burrow-emeneau1972den2:p475:u021:f002,,,,source-addition
koya,d1634,kukuṛ,cock's comb,,,source label: Ko.; noun; Voc. 712,"burrow-emeneau1972den2[p. 475, entry S²19]",,DEN II (1972) records this reflex under new-entry label S²19; resolved to current DEDR d1634.,burrow-emeneau1972den2:p475:u021:f003,,,,source-addition
koya,d1634,kūkōḍ,cock's comb,,,source label: Koya Su.; noun,"burrow-emeneau1972den2[p. 475, entry S²19]",,DEN II (1972) records this reflex under new-entry label S²19; resolved to current DEDR d1634.,burrow-emeneau1972den2:p475:u021:f004,,,,source-addition
adil,d1634,kokkōr,cock's comb,,,source label: A. Su.; noun,"burrow-emeneau1972den2[p. 475, entry S²19]",,DEN II (1972) records this reflex under new-entry label S²19; resolved to current DEDR d1634.,burrow-emeneau1972den2:p475:u021:f005,,,,source-addition
Konda,d1634,kukuṭi,hair,,,source label: B.; noun,"burrow-emeneau1972den2[p. 475, entry S²19]",,DEN II (1972) records this reflex under new-entry label S²19; resolved to current DEDR d1634.,burrow-emeneau1972den2:p475:u021:f006,,,,source-addition
mandla,d1665,kuṭār,chaff,,,source label: Ph.; noun; Voc. 729,"burrow-emeneau1972den2[p. 475, entry S²20]",,DEN II (1972) records this reflex under new-entry label S²20; resolved to current DEDR d1665.,burrow-emeneau1972den2:p475:u022:f001,,,,source-addition
