As,638,aṭha-,purpose,,,,andersen1990[p. 134 (printed p. 136)],,,,,,,noun m dialect:As:as-ahraura:Ahraura dialect:As:as-bahapur:Bahapur dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:gav:Gavimath dialect:As:as-gujarra:Gujarra dialect:As:as-maski:Maski dialect:As:as-nittur:Nittur dialect:As:as-panguraria:Panguraria dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:ru:Rupnath dialect:As:sah:Sahasram dialect:As:as-siddapura:Siddapura dialect:As:as-udegolam:Udegolam
As,,adha-,half,,,,andersen1990[p. 134 (printed p. 136)],,,,,,,noun m
As,651,aḍhatiya-,two and a half,,,,andersen1990[p. 134 (printed p. 136)],,,,,,,adj dialect:As:as-bahapur:Bahapur dialect:As:as-brahmagiri:Brahmagiri dialect:As:gav:Gavimath dialect:As:as-gujarra:Gujarra dialect:As:as-maski:Maski dialect:As:as-nittur:Nittur dialect:As:as-panguraria:Panguraria dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:ru:Rupnath dialect:As:sah:Sahasram dialect:As:as-siddapura:Siddapura
As,,adhātiya-,,,,,andersen1990[p. 134 (printed p. 136)],,,,,,,
As,,ati,over,,,,andersen1990[p. 134 (printed p. 136)],,,,,,,adv
As,,atiyo,excessively,,,,andersen1990[p. 134 (printed p. 136)],,,,,,,adv dialect:As:as-erragudi:Erragudi dialect:As:as-gujarra:Gujarra dialect:As:as-nittur:Nittur dialect:As:as-siddapura:Siddapura
As,,adhi,"up to, on",,,,andersen1990[p. 135 (printed p. 137)],,,,,,,
As,250,adhika-,exceeding,,,,andersen1990[p. 135 (printed p. 137)],,,,,,,adj dialect:As:as-ahraura:Ahraura dialect:As:as-bahapur:Bahapur dialect:As:bh:Bairat%20Bhabhru dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:gav:Gavimath dialect:As:as-nittur:Nittur dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:ru:Rupnath dialect:As:as-siddapura:Siddapura
As,,adhigam-,to attain,,,,andersen1990[p. 135 (printed p. 137)],,,,,,,dialect:As:as-maski:Maski
As,,adhvikāni,,,,,andersen1990[p. 135 (printed p. 137)],,,,,,,dialect:As:as-nittur:Nittur
As,,amta-,borderers; neighbors,,,,andersen1990[p. 135 (printed p. 137)],,,,,,,noun m dialect:As:as-ahraura:Ahraura dialect:As:bh:Bairat%20Bhabhru dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:gav:Gavimath dialect:As:as-gujarra:Gujarra dialect:As:as-nittur:Nittur dialect:As:as-palkigundu:Palkigundu dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:ru:Rupnath dialect:As:sah:Sahasram dialect:As:as-siddapura:Siddapura
As,,amtala-,time interval,,,,andersen1990[p. 135 (printed p. 137)],,,,,,,dialect:As:as-ahraura:Ahraura dialect:As:as-bahapur:Bahapur dialect:As:gav:Gavimath dialect:As:as-gujarra:Gujarra dialect:As:sah:Sahasram
As,378,amtevāsin-,pupil,,,,andersen1990[p. 135 (printed p. 137)],,,,,,,noun m dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:as-jatinga-ramesvara:Jatinga-Ramesvara dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:as-siddapura:Siddapura dialect:As:as-udegolam:Udegolam
As,1188,apa,"away from, off",,,,andersen1990[p. 136 (printed p. 138)],,,,,,,
As,,apacāy-,"to honour, respect",,,,andersen1990[p. 136 (printed p. 138)],,,,,,,dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-nittur:Nittur dialect:As:as-siddapura:Siddapura dialect:As:as-udegolam:Udegolam
As,,apacāyanā-,honour,,,,andersen1990[p. 136 (printed p. 138)],,,,,,,noun f dialect:As:as-erragudi:Erragudi dialect:As:as-rajula-mandagiri:Rajula-Mandagiri
As,,apaladhiyenā,,,,,andersen1990[p. 136 (printed p. 138)],,,,,,,dialect:As:as-erragudi:Erragudi dialect:As:ru:Rupnath
As,,am,"as, because, since",,,,andersen1990[p. 136 (printed p. 138)],,,,,,,conj dialect:As:as-ahraura:Ahraura dialect:As:as-bahapur:Bahapur dialect:As:bh:Bairat%20Bhabhru dialect:As:as-jatinga-ramesvara:Jatinga-Ramesvara dialect:As:as-maski:Maski dialect:As:sah:Sahasram
As,,ammisa-,,,,,andersen1990[p. 136 (printed p. 138)],,,,,,,dialect:As:sah:Sahasram
As,,amisa-,"unmixed, unmingled",,,,andersen1990[p. 136 (printed p. 138)],,,,,,,adj dialect:As:as-bahapur:Bahapur dialect:As:bh:Bairat%20Bhabhru dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:gav:Gavimath dialect:As:as-gujarra:Gujarra dialect:As:as-nittur:Nittur dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:ru:Rupnath dialect:As:sah:Sahasram dialect:As:as-siddapura:Siddapura dialect:As:as-udegolam:Udegolam
As,,amisamdevā,,,,,andersen1990[p. 136 (printed p. 138)],,,,,,,dialect:As:as-gujarra:Gujarra dialect:As:sah:Sahasram
As,,aya-,"worthy, honourable",,,,andersen1990[p. 137 (printed p. 139)],,,,,,,adj
As,,ayam,,,,,andersen1990[p. 137 (printed p. 139)],,,,,,,dialect:As:ru:Rupnath
As,,ayaputa-,prince,,,,andersen1990[p. 137 (printed p. 139)],,,,,,,noun m dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-siddapura:Siddapura
As,,avaradhiya-,the least part or minimum,,,,andersen1990[p. 137 (printed p. 139)],,,,,,,noun m dialect:As:as-ahraura:Ahraura dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:as-nittur:Nittur dialect:As:ru:Rupnath dialect:As:sah:Sahasram
As,,as-,"to exist, to be",,,,andersen1990[p. 137 (printed p. 139)],,,,,,,dialect:As:as-bahapur:Bahapur dialect:As:bh:Bairat%20Bhabhru dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:gav:Gavimath dialect:As:as-gujarra:Gujarra dialect:As:as-jatinga-ramesvara:Jatinga-Ramesvara dialect:As:as-maski:Maski dialect:As:as-panguraria:Panguraria dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:ru:Rupnath dialect:As:sah:Sahasram dialect:As:as-siddapura:Siddapura dialect:As:as-udegolam:Udegolam
As,,asoka-,Asoka,,,,andersen1990[p. 138 (printed p. 140)],,,,,,,noun m dialect:As:as-maski:Maski dialect:As:as-nittur:Nittur dialect:As:as-udegolam:Udegolam
As,,asokarāja-,"Aśoka king, i.e. king Aśoka",,,,andersen1990[p. 138 (printed p. 140)],,,,,,,noun m dialect:As:as-gujarra:Gujarra
As,,ah-,to say,,,,andersen1990[p. 138 (printed p. 140)],,,,,,,dialect:As:as-bahapur:Bahapur dialect:As:bh:Bairat%20Bhabhru dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:gav:Gavimath dialect:As:as-gujarra:Gujarra dialect:As:as-nittur:Nittur dialect:As:as-panguraria:Panguraria dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:ru:Rupnath dialect:As:as-siddapura:Siddapura dialect:As:as-udegolam:Udegolam
As,,aham,,,,,andersen1990[p. 138 (printed p. 140)],,,,,,,dialect:As:as-gujarra:Gujarra
As,,ahāla-,,,,,andersen1990[p. 138 (printed p. 140)],,,,,,,
As,,ācariya-,teacher,,,,andersen1990[p. 138 (printed p. 140)],,,,,,,noun m dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:as-nittur:Nittur dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:as-siddapura:Siddapura dialect:As:as-udegolam:Udegolam
As,,āṇapayati,,,,,andersen1990[p. 138 (printed p. 140)],,,,,,,dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-panguraria:Panguraria
As,1096,ānapay-,"to give an order, to command",,,,andersen1990[p. 139 (printed p. 141)],,,,,,,dialect:As:as-brahmagiri:Brahmagiri dialect:As:as-erragudi:Erragudi dialect:As:as-nittur:Nittur dialect:As:as-panguraria:Panguraria dialect:As:as-rajula-mandagiri:Rajula-Mandagiri dialect:As:as-udegolam:Udegolam
As,,āpa,,,,,andersen1990[p. 139 (printed p. 141)],,,,,,,dialect:As:as-udegolam:Udegolam
