Pangkhua,,rɨvan,sky,,rɨvan,Appendix A.3 lexical-similarity group 2; source label Bilaichari; Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Bilaichari]",,,silkukichin2011:g001:sil-kuki-chin-2011-bilaichari-pangkhua:i1,,,,dialect:Pangkhua:sil-kuki-chin-2011-bilaichari-pangkhua:Bilaichari
Pangkhua,,rɨvan,sky,,rɨvan,Appendix A.3 lexical-similarity group 2; source label Konglak; Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Konglak]",,,silkukichin2011:g001:sil-kuki-chin-2011-konglak:i1,,,,dialect:Pangkhua:sil-kuki-chin-2011-konglak:Konglak
BawmChin,,van,sky,,van,Appendix A.3 lexical-similarity group 3; source label Jamunachari; Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Jamunachari]",,,silkukichin2011:g001:sil-kuki-chin-2011-jamunachari:i1,,,,dialect:BawmChin:sil-kuki-chin-2011-jamunachari:Jamunachari
BawmChin,,van,sky,,van,Appendix A.3 lexical-similarity group 3; source label Bethel Para (Bawm); Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Bethel Para (Bawm)]",,,silkukichin2011:g001:sil-kuki-chin-2011-bethel-para-bawm:i1,,,,dialect:BawmChin:sil-kuki-chin-2011-bethel-para-bawm:Bethel%20Para%20%28Bawm%29
Mizo,,van,sky,,van,Appendix A.3 lexical-similarity group 3; source label Bethel Para (Mizo); Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Bethel Para (Mizo)]",,,silkukichin2011:g001:sil-kuki-chin-2011-bethel-para-mizo:i1,,,,dialect:Mizo:sil-kuki-chin-2011-bethel-para-mizo:Bethel%20Para%20%28Mizo%29
Mizo,,van,sky,,van,Appendix A.3 lexical-similarity group 3; source label Mahmuam Para; Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Mahmuam Para]",,,silkukichin2011:g001:sil-kuki-chin-2011-mahmuam-para:i1,,,,dialect:Mizo:sil-kuki-chin-2011-mahmuam-para:Mahmuam%20Para
AshoChin,,hɔn,sky,,hɔn,Appendix A.3 lexical-similarity group 4; source label Boro Kukyachari; Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Boro Kukyachari]",,,silkukichin2011:g001:sil-kuki-chin-2011-boro-kukyachari:i1,,,,dialect:AshoChin:sil-kuki-chin-2011-boro-kukyachari:Boro%20Kukyachari
AshoChin,,hɔn,sky,,hɔn,Appendix A.3 lexical-similarity group 4; source label Ghungurumukh Para; Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Ghungurumukh Para]",,,silkukichin2011:g001:sil-kuki-chin-2011-ghungurumukh-para:i1,,,,dialect:AshoChin:sil-kuki-chin-2011-ghungurumukh-para:Ghungurumukh%20Para
KhumiChin,,kɨnːi,sky,,kɨnːi,Appendix A.3 lexical-similarity group 5; source label Manglung Headman Para; Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Manglung Headman Para]",,,silkukichin2011:g001:sil-kuki-chin-2011-manglung-headman-para:i1,,,,dialect:KhumiChin:sil-kuki-chin-2011-manglung-headman-para:Manglung%20Headman%20Para
KhumiChin,,kɨnːi,sky,,kɨnːi,Appendix A.3 lexical-similarity group 5; source label Prongphung Para; Bangladesh Kuki-Chin survey site,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 1, Prongphung Para]",,,silkukichin2011:g001:sil-kuki-chin-2011-prongphung-para:i1,,,,dialect:KhumiChin:sil-kuki-chin-2011-prongphung-para:Prongphung%20Para
