domaaki_nager,11392,baríš,year,,,,"weinreich2008[p. 309, § 8.1]",,"Weinreich cites Turner 11392 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.1:domaaki_nager:1:link:1,,,,uncertain
domaaki_nager,11392,baríša,year,,,,"weinreich2008[p. 309, § 8.1]",,"Weinreich cites Turner 11392 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.1:domaaki_nager:2:link:1,,,,uncertain
domaaki_hunza,11392,baríša,year,,,,"weinreich2008[p. 309, § 8.1]",,"Weinreich cites Turner 11392 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.1:domaaki_hunza:1:link:1,,,,uncertain
domaaki_nager,5994,č̣éedoos,day after tomorrow,,,,"weinreich2008[p. 309, § 8.2]",,"Weinreich cites Turner 5994 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.2:domaaki_nager:1:link:1,,,,uncertain
domaaki_nager,6333,č̣éedoos,day after tomorrow,,,,"weinreich2008[p. 309, § 8.2]",,"Weinreich cites Turner 6333 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.2:domaaki_nager:1:link:2,,,,uncertain
domaaki_hunza,5994,č̣éedo,day after tomorrow,,,,"weinreich2008[p. 309, § 8.2]",,"Weinreich cites Turner 5994 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.2:domaaki_hunza:1:link:1,,,,uncertain
domaaki_hunza,6333,č̣éedo,day after tomorrow,,,,"weinreich2008[p. 309, § 8.2]",,"Weinreich cites Turner 6333 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.2:domaaki_hunza:1:link:2,,,,uncertain
domaaki_nager,12052,biẓoón,rainbow,,,,"weinreich2008[p. 309, § 8.3]",,"Weinreich cites Turner 12052 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.3:domaaki_nager:1:link:1,,,,uncertain
domaaki_hunza,12052,bíiẓoi biẓoóni,rainbow,,,,"weinreich2008[p. 309, § 8.3]",,"Weinreich cites Turner 12052 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.3:domaaki_hunza:1:link:1,,,,uncertain
domaaki_nager,,kháša,mouth,,,,"weinreich2008[p. 309, § 8.4]",,,weinreich-domaaki:8.4:domaaki_nager:1:link:1,,,,
domaaki_hunza,,khašá,mouth,,,,"weinreich2008[p. 309, § 8.4]",,,weinreich-domaaki:8.4:domaaki_hunza:1:link:1,,,,
domaaki_nager,,phúla,ashes,,,,"weinreich2008[p. 309, § 8.5]",,,weinreich-domaaki:8.5:domaaki_nager:1:link:1,,,,
domaaki_hunza,,phulá,ashes,,,,"weinreich2008[p. 309, § 8.5]",,,weinreich-domaaki:8.5:domaaki_hunza:1:link:1,,,,
domaaki_nager,8298,búuši,cat,,,,"weinreich2008[p. 310, § 8.6]",,"Weinreich cites Turner 8298 for orientation, not as a claim about the immediate origin of this Domaaki form.",weinreich-domaaki:8.6:domaaki_nager:1:link:1,,,,uncertain
domaaki_hunza,,phitíiši,cat,,,,"weinreich2008[p. 310, § 8.6]",,,weinreich-domaaki:8.6:domaaki_hunza:1:link:1,,,,
domaaki_hunza,,pitiší,cat,,,,"weinreich2008[p. 310, § 8.6]",,,weinreich-domaaki:8.6:domaaki_hunza:2:link:1,,,,
domaaki_nager,,phitíiši,fairy,,,,"weinreich2008[p. 310, § 8.6]",,,weinreich-domaaki:8.6:domaaki_nager:2:link:1,,,,
domaaki_nager,,bambulaá,tomcat,,,,"weinreich2008[p. 310, § 8.7]",,,weinreich-domaaki:8.7:domaaki_nager:1:link:1,,,,
domaaki_hunza,,bambuláaỵ,tomcat,,,,"weinreich2008[p. 310, § 8.7]",,,weinreich-domaaki:8.7:domaaki_hunza:1:link:1,,,,
