kochila_morang_east,,a:ŋ,body,,a:ŋ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:1:kochila_morang_east:1
kochila_bara_west,,dehə,body,,dehə,,eichentopf-mitchell2020kochila[p. 24],,,kochila:1:kochila_bara_west:1
kochila_siraha_central,,dehə,body,,dehə,,eichentopf-mitchell2020kochila[p. 24],,,kochila:1:kochila_siraha_central:1
kochila_morang_east,,muɾa,head,,muɾa,,eichentopf-mitchell2020kochila[p. 24],,,kochila:2:kochila_morang_east:1
kochila_bara_west,,muɾ,head,,muɾ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:2:kochila_bara_west:1
kochila_siraha_central,,muri,head,,muri,,eichentopf-mitchell2020kochila[p. 24],,,kochila:2:kochila_siraha_central:1
kochila_morang_east,,dʒɔʈə,hair,,dʒɔʈə,,eichentopf-mitchell2020kochila[p. 24],,,kochila:3:kochila_morang_east:1
kochila_bara_west,,kʰẽⁱs,hair,,kʰẽⁱs,,eichentopf-mitchell2020kochila[p. 24],,,kochila:3:kochila_bara_west:1
kochila_siraha_central,,kʲes,hair,,kʲes,,eichentopf-mitchell2020kochila[p. 24],,,kochila:3:kochila_siraha_central:1
kochila_morang_east,,ənuhər,face,,ənuhər,,eichentopf-mitchell2020kochila[p. 24],,,kochila:4:kochila_morang_east:1
kochila_bara_west,,rupʰ,face,,rupʰ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:4:kochila_bara_west:1
kochila_siraha_central,,mũ,face,,mũ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:4:kochila_siraha_central:1
kochila_morang_east,,ãkʰ,eye,,ãkʰ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:5:kochila_morang_east:1
kochila_bara_west,,ãkʰ,eye,,ãkʰ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:5:kochila_bara_west:1
kochila_siraha_central,,əⁱkʰ,eye,,əⁱkʰ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:5:kochila_siraha_central:1
kochila_morang_east,,kan,ear,,kan,,eichentopf-mitchell2020kochila[p. 24],,,kochila:6:kochila_morang_east:1
kochila_bara_west,,kan,ear,,kan,,eichentopf-mitchell2020kochila[p. 24],,,kochila:6:kochila_bara_west:1
kochila_siraha_central,,kan,ear,,kan,,eichentopf-mitchell2020kochila[p. 24],,,kochila:6:kochila_siraha_central:1
kochila_morang_east,,nãk,nose,,nãk,,eichentopf-mitchell2020kochila[p. 24],,,kochila:7:kochila_morang_east:1
kochila_bara_west,,nak,nose,,nak,,eichentopf-mitchell2020kochila[p. 24],,,kochila:7:kochila_bara_west:1
kochila_siraha_central,,nak,nose,,nak,,eichentopf-mitchell2020kochila[p. 24],,,kochila:7:kochila_siraha_central:1
kochila_morang_east,,mũkʰ,mouth,,mũkʰ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:8:kochila_morang_east:1
kochila_bara_west,,mũ,mouth,,mũ,,eichentopf-mitchell2020kochila[p. 24],,,kochila:8:kochila_bara_west:1
kochila_siraha_central,,mũ,mouth,,mũ,Source note: see face,eichentopf-mitchell2020kochila[p. 24],,,kochila:8:kochila_siraha_central:1
kochila_morang_east,,ʈʰor,lips,,ʈʰor,,eichentopf-mitchell2020kochila[p. 25],,,kochila:9:kochila_morang_east:1
kochila_bara_west,,õʈ,lips,,õʈ,,eichentopf-mitchell2020kochila[p. 25],,,kochila:9:kochila_bara_west:1
kochila_siraha_central,,ʈʰɔr,lips,,ʈʰɔr,,eichentopf-mitchell2020kochila[p. 25],,,kochila:9:kochila_siraha_central:1
kochila_morang_east,,d̪ãʈ,tooth,,d̪ãʈ,,eichentopf-mitchell2020kochila[p. 25],,,kochila:10:kochila_morang_east:1
kochila_bara_west,,dãʈ,tooth,,dãʈ,,eichentopf-mitchell2020kochila[p. 25],,,kochila:10:kochila_bara_west:1
kochila_siraha_central,,dãt,tooth,,dãt,,eichentopf-mitchell2020kochila[p. 25],,,kochila:10:kochila_siraha_central:1
kochila_morang_east,,dʒʰiha,tongue,,dʒʰiha,,eichentopf-mitchell2020kochila[p. 25],,,kochila:11:kochila_morang_east:1
kochila_bara_west,,dʒiu,tongue,,dʒiu,,eichentopf-mitchell2020kochila[p. 25],,,kochila:11:kochila_bara_west:1
kochila_siraha_central,,dʒi,tongue,,dʒi,,eichentopf-mitchell2020kochila[p. 25],,,kochila:11:kochila_siraha_central:1
kochila_morang_east,,tʃʰat̪i,chest,,tʃʰat̪i,,eichentopf-mitchell2020kochila[p. 25],,,kochila:12:kochila_morang_east:1
kochila_bara_west,,sati,chest,,sati,,eichentopf-mitchell2020kochila[p. 25],,,kochila:12:kochila_bara_west:1
kochila_siraha_central,,tʃati,chest,,tʃati,,eichentopf-mitchell2020kochila[p. 25],,,kochila:12:kochila_siraha_central:1
kochila_morang_east,,pet,belly/stomach,,pet,,eichentopf-mitchell2020kochila[p. 25],,,kochila:13:kochila_morang_east:1
kochila_bara_west,,peʈ,belly/stomach,,peʈ,,eichentopf-mitchell2020kochila[p. 25],,,kochila:13:kochila_bara_west:1
kochila_siraha_central,,peʈ,belly/stomach,,peʈ,,eichentopf-mitchell2020kochila[p. 25],,,kochila:13:kochila_siraha_central:1
kochila_morang_east,,ɖãɖə,waist,,ɖãɖə,,eichentopf-mitchell2020kochila[p. 25],,,kochila:14:kochila_morang_east:1
kochila_bara_west,,ɖãr,waist,,ɖãr,,eichentopf-mitchell2020kochila[p. 25],,,kochila:14:kochila_bara_west:1
kochila_siraha_central,,dãr,waist,,dãr,,eichentopf-mitchell2020kochila[p. 25],,,kochila:14:kochila_siraha_central:1
kochila_morang_east,,hat̪,whole arm,,hat̪,,eichentopf-mitchell2020kochila[p. 25],,,kochila:15:kochila_morang_east:1
kochila_bara_west,,hatʰ,whole arm,,hatʰ,,eichentopf-mitchell2020kochila[p. 25],,,kochila:15:kochila_bara_west:1
kochila_siraha_central,,hatʰ,whole arm,,hatʰ,,eichentopf-mitchell2020kochila[p. 25],,,kochila:15:kochila_siraha_central:1
kochila_morang_east,,kaunhi,elbow,,kaunhi,,eichentopf-mitchell2020kochila[p. 26],,,kochila:16:kochila_morang_east:1
kochila_bara_west,,kehuni,elbow,,kehuni,,eichentopf-mitchell2020kochila[p. 26],,,kochila:16:kochila_bara_west:1
kochila_siraha_central,,kəhuni,elbow,,kəhuni,,eichentopf-mitchell2020kochila[p. 26],,,kochila:16:kochila_siraha_central:1
kochila_morang_east,,tərhəti,palm,,tərhəti,,eichentopf-mitchell2020kochila[p. 26],,,kochila:17:kochila_morang_east:1
kochila_bara_west,,tʰərhəʈi,palm,,tʰərhəʈi,,eichentopf-mitchell2020kochila[p. 26],,,kochila:17:kochila_bara_west:1
kochila_siraha_central,,tərəhəti,palm,,tərəhəti,,eichentopf-mitchell2020kochila[p. 26],,,kochila:17:kochila_siraha_central:1
kochila_morang_east,,jɛŋur,finger,,jɛŋur,,eichentopf-mitchell2020kochila[p. 26],,,kochila:18:kochila_morang_east:1
kochila_bara_west,,əŋuri,finger,,əŋuri,,eichentopf-mitchell2020kochila[p. 26],,,kochila:18:kochila_bara_west:1
kochila_siraha_central,,ɔ̃ŋgəri,finger,,ɔ̃ŋgəri,,eichentopf-mitchell2020kochila[p. 26],,,kochila:18:kochila_siraha_central:1
kochila_morang_east,,nɔ̃hə,fingernail,,nɔ̃hə,,eichentopf-mitchell2020kochila[p. 26],,,kochila:19:kochila_morang_east:1
kochila_bara_west,,nũha,fingernail,,nũha,,eichentopf-mitchell2020kochila[p. 26],,,kochila:19:kochila_bara_west:1
kochila_siraha_central,,nɔ̃ʰ,fingernail,,nɔ̃ʰ,,eichentopf-mitchell2020kochila[p. 26],,,kochila:19:kochila_siraha_central:1
kochila_morang_east,,ʈʲaŋ,leg,,ʈʲaŋ,,eichentopf-mitchell2020kochila[p. 26],,,kochila:20:kochila_morang_east:1
kochila_bara_west,,gɔr,leg,,gɔr,,eichentopf-mitchell2020kochila[p. 26],,,kochila:20:kochila_bara_west:1
kochila_siraha_central,,ʈaŋ,leg,,ʈaŋ,,eichentopf-mitchell2020kochila[p. 26],,,kochila:20:kochila_siraha_central:1
kochila_morang_east,,həʈʰun,knee,,həʈʰun,,eichentopf-mitchell2020kochila[p. 26],,,kochila:21:kochila_morang_east:1
kochila_bara_west,,ʈʰehun,knee,,ʈʰehun,,eichentopf-mitchell2020kochila[p. 26],,,kochila:21:kochila_bara_west:1
kochila_siraha_central,,tʰɛŋghun,knee,,tʰɛŋghun,,eichentopf-mitchell2020kochila[p. 26],,,kochila:21:kochila_siraha_central:1
kochila_morang_east,,ɖʰəla,skin,,ɖʰəla,,eichentopf-mitchell2020kochila[p. 26],,,kochila:22:kochila_morang_east:1
kochila_bara_west,,sala,skin,,sala,,eichentopf-mitchell2020kochila[p. 26],,,kochila:22:kochila_bara_west:1
kochila_siraha_central,,tʃala,skin,,tʃala,,eichentopf-mitchell2020kochila[p. 26],,,kochila:22:kochila_siraha_central:1
kochila_morang_east,,həɖ̚ɖi,bone,,həɖ̚ɖi,,eichentopf-mitchell2020kochila[p. 27],,,kochila:23:kochila_morang_east:1
kochila_bara_west,,həɖ̚ɖi,bone,,həɖ̚ɖi,,eichentopf-mitchell2020kochila[p. 27],,,kochila:23:kochila_bara_west:1
kochila_siraha_central,,har,bone,,har,,eichentopf-mitchell2020kochila[p. 27],,,kochila:23:kochila_siraha_central:1
kochila_morang_east,,muʈ̚ʈu,heart,,muʈ̚ʈu,,eichentopf-mitchell2020kochila[p. 27],,,kochila:24:kochila_morang_east:1
kochila_bara_west,,kɔ̃rh,heart,,kɔ̃rh,,eichentopf-mitchell2020kochila[p. 27],,,kochila:24:kochila_bara_west:1
kochila_siraha_central,,muʈu,heart,,muʈu,,eichentopf-mitchell2020kochila[p. 27],,,kochila:24:kochila_siraha_central:1
kochila_morang_east,,ləhu,blood,,ləhu,,eichentopf-mitchell2020kochila[p. 27],,,kochila:25:kochila_morang_east:1
kochila_bara_west,,lehu,blood,,lehu,,eichentopf-mitchell2020kochila[p. 27],,,kochila:25:kochila_bara_west:1
kochila_siraha_central,,ləhu,blood,,ləhu,,eichentopf-mitchell2020kochila[p. 27],,,kochila:25:kochila_siraha_central:1
kochila_morang_east,,mut,urine,,mut,,eichentopf-mitchell2020kochila[p. 27],,,kochila:26:kochila_morang_east:1
kochila_bara_west,,mut,urine,,mut,,eichentopf-mitchell2020kochila[p. 27],,,kochila:26:kochila_bara_west:1
kochila_siraha_central,,mũt,urine,,mũt,,eichentopf-mitchell2020kochila[p. 27],,,kochila:26:kochila_siraha_central:1
kochila_morang_east,,gũ,feces,,gũ,,eichentopf-mitchell2020kochila[p. 27],,,kochila:27:kochila_morang_east:1
kochila_bara_west,,gũh (ə),feces,,gũh (ə),,eichentopf-mitchell2020kochila[p. 27],,,kochila:27:kochila_bara_west:1
kochila_siraha_central,,gũ,feces,,gũ,,eichentopf-mitchell2020kochila[p. 27],,,kochila:27:kochila_siraha_central:1
kochila_morang_east,,gã,village,,gã,,eichentopf-mitchell2020kochila[p. 27],,,kochila:28:kochila_morang_east:1
kochila_bara_west,,gaũ,village,,gaũ,,eichentopf-mitchell2020kochila[p. 27],,,kochila:28:kochila_bara_west:1
kochila_siraha_central,,gam,village,,gam,,eichentopf-mitchell2020kochila[p. 27],,,kochila:28:kochila_siraha_central:1
kochila_morang_east,,gʰar,house,,gʰar,,eichentopf-mitchell2020kochila[p. 27],,,kochila:29:kochila_morang_east:1
kochila_bara_west,,gʰar,house,,gʰar,,eichentopf-mitchell2020kochila[p. 27],,,kochila:29:kochila_bara_west:1
kochila_siraha_central,,ghar,house,,ghar,,eichentopf-mitchell2020kochila[p. 27],,,kochila:29:kochila_siraha_central:1
kochila_morang_east,,tʃəpəra,roof,,tʃəpəra,,eichentopf-mitchell2020kochila[p. 27],,,kochila:30:kochila_morang_east:1
kochila_bara_west,,sanhi,roof,,sanhi,,eichentopf-mitchell2020kochila[p. 27],,,kochila:30:kochila_bara_west:1
kochila_siraha_central,,tʃãⁱ,roof,,tʃãⁱ,,eichentopf-mitchell2020kochila[p. 27],,,kochila:30:kochila_siraha_central:1
kochila_morang_east,,kʲewar,door,,kʲewar,,eichentopf-mitchell2020kochila[p. 28],,,kochila:31:kochila_morang_east:1
kochila_bara_west,,kewari,door,,kewari,,eichentopf-mitchell2020kochila[p. 28],,,kochila:31:kochila_bara_west:1
kochila_siraha_central,,kʲewar,door,,kʲewar,,eichentopf-mitchell2020kochila[p. 28],,,kochila:31:kochila_siraha_central:1
