Ash,2462,a,one; indefinite article,,,ein; unbestimmter Artikel,"buddruss-wama2006[p. 184, glossary entry 01]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2462.,buddruss-wama2006:p184:e01,,,,num determiner dialect:Ash:cdial-Ash-wama:Wama
Ash,1288,a-,come,,,kommen,"buddruss-wama2006[p. 184, glossary entry 02]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 1288.,buddruss-wama2006:p184:e02,,,,verb intr dialect:Ash:cdial-Ash-wama:Wama
Ash,,ā,yes,,,ja,"buddruss-wama2006[p. 184, glossary entry 03]",,,buddruss-wama2006:p184:e03,,,,part dialect:Ash:cdial-Ash-wama:Wama
Ash,,ai,I,,,ich,"buddruss-wama2006[p. 184, glossary entry 04]",,source compares Ashkun and Dameli; deeper analysis is tentative,buddruss-wama2006:p184:e04,,,,pron dialect:Ash:cdial-Ash-wama:Wama
Ash,,-ai,for; in order to,,,"Postposition für, um zu","buddruss-wama2006[p. 184, glossary entry 05]",,source analyzes an original dative,buddruss-wama2006:p184:e05,,,,postp dialect:Ash:cdial-Ash-wama:Wama
Ash,2136,o-,straight upward,,,"Präverb senkrecht, steil hoch","buddruss-wama2006[p. 184, glossary entry 06]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2136. first printed headword alternate,buddruss-wama2006:p184:e06,,,,prefix spatial dialect:Ash:cdial-Ash-wama:Wama
Ash,2136,ō-,straight upward,,,"Präverb senkrecht, steil hoch","buddruss-wama2006[p. 184, glossary entry 06]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2136. second printed headword alternate,buddruss-wama2006:p184:e06:v2,buddruss-wama2006:p184:e06,,,prefix spatial alternate dialect:Ash:cdial-Ash-wama:Wama
Ash,,-u,enclitic question particle,,,enklitische Fragepartikel,"buddruss-wama2006[p. 184, glossary entry 07]",,,buddruss-wama2006:p184:e07,,,,part suffix dialect:Ash:cdial-Ash-wama:Wama
Ash,407,abō,water,,,Wasser,"buddruss-wama2006[p. 184, glossary entry 08]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 407.,buddruss-wama2006:p184:e08,,,,noun dialect:Ash:cdial-Ash-wama:Wama
Ash,540,abōtistə́,hungry,,,hungrig,"buddruss-wama2006[p. 184, glossary entry 09]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 540.,buddruss-wama2006:p184:e09,,,,adj dialect:Ash:cdial-Ash-wama:Wama
Ash,43,ači,eye,,,Auge,"buddruss-wama2006[p. 184, glossary entry 10]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 43.,buddruss-wama2006:p184:e10,,,,noun dialect:Ash:cdial-Ash-wama:Wama
Ash,,a čit,some,,,einige,"buddruss-wama2006[p. 184, glossary entry 11]",,source presents Turner 4831 versus 3167 as alternatives,buddruss-wama2006:p184:e11,,,,num dialect:Ash:cdial-Ash-wama:Wama
Ash,,ač,one,,,eins,"buddruss-wama2006[p. 184, glossary entry 12]",,source's relation to aika is uncertain,buddruss-wama2006:p184:e12,,,,num dialect:Ash:cdial-Ash-wama:Wama
Ash,1078,ačəgə,cold,,,kalt,"buddruss-wama2006[p. 184, glossary entry 13]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 1078. masculine headword form,buddruss-wama2006:p184:e13,,,,adj dialect:Ash:cdial-Ash-wama:Wama
Ash,1078,ačegi,cold,,,kalt,"buddruss-wama2006[p. 184, glossary entry 13]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 1078. feminine headword form,buddruss-wama2006:p184:e13:v2,buddruss-wama2006:p184:e13,,,adj alternate dialect:Ash:cdial-Ash-wama:Wama
Ash,,ačəwə́,shade; shadow,,,Schatten,"buddruss-wama2006[p. 184, glossary entry 14]",,,buddruss-wama2006:p184:e14,,,,noun dialect:Ash:cdial-Ash-wama:Wama
Ash,2001,ūdr-,fly,,,fliegen,"buddruss-wama2006[p. 184, glossary entry 15]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2001. first printed headword alternate,buddruss-wama2006:p184:e15,,,,verb intr dialect:Ash:cdial-Ash-wama:Wama
