HKAT-ask,,lu,blood,,lu,,"liljegren-hindukush[form ask-1-1, concept 1]",,,liljegren-hindukush:ask-1-1,,,,noun
HKAT-ask,,aʈi,bone,,aʈi,,"liljegren-hindukush[form ask-5-1, concept 5]",,,liljegren-hindukush:ask-5-1,,,,noun
HKAT-ask,,tsuzu,breast (woman’s),,tsuzu,,"liljegren-hindukush[form ask-9-1, concept 9]",,,liljegren-hindukush:ask-9-1,,,,noun
HKAT-ask,,agə,come,,agə,,"liljegren-hindukush[form ask-13-1, concept 13]",,,liljegren-hindukush:ask-13-1,,,,verb
HKAT-ask,,məɽə,die,,məɽə,,"liljegren-hindukush[form ask-17-1, concept 17]",,,liljegren-hindukush:ask-17-1,,,,verb
HKAT-ask,,kuɽi,dog,,kuɽi,,"liljegren-hindukush[form ask-21-1, concept 21]",,,liljegren-hindukush:ask-21-1,,,,noun
HKAT-ask,,pʰijə,drink (verb),,pʰijə,,"liljegren-hindukush[form ask-25-1, concept 25]",,,liljegren-hindukush:ask-25-1,,,,verb
HKAT-ask,,kamaʈʂə,ear,,kamaʈʂə,,"liljegren-hindukush[form ask-29-1, concept 29]",,,liljegren-hindukush:ask-29-1,,,,noun
HKAT-ask,,atsĩ,eye,,atsĩ,,"liljegren-hindukush[form ask-33-1, concept 33]",,,liljegren-hindukush:ask-33-1,,,,noun
HKAT-ask,,aŋə,fire,,aŋə,,"liljegren-hindukush[form ask-37-1, concept 37]",,,liljegren-hindukush:ask-37-1,,,,noun
HKAT-ask,,moːts,fish (noun),,moːts,,"liljegren-hindukush[form ask-2-1, concept 2]",,,liljegren-hindukush:ask-2-1,,,,noun
HKAT-ask,,pərej,full,,pərej,,"liljegren-hindukush[form ask-6-1, concept 6]",,,liljegren-hindukush:ask-6-1,,,,adj
HKAT-ask,,dos,hand,,dos,,"liljegren-hindukush[form ask-10-1, concept 10]",,,liljegren-hindukush:ask-10-1,,,,noun
HKAT-ask,,purudzu,hear,,purudzu,,"liljegren-hindukush[form ask-14-1, concept 14]",,,liljegren-hindukush:ask-14-1,,,,verb
HKAT-ask,,ɕiŋ,horn (animal part),,ɕiŋ,,"liljegren-hindukush[form ask-18-1, concept 18]",,,liljegren-hindukush:ask-18-1,,,,noun
HKAT-ask,,aj,I,,aj,,"liljegren-hindukush[form ask-22-1, concept 22]",,,liljegren-hindukush:ask-22-1,,,,pron
HKAT-ask,,zaɖuŋ,knee,,zaɖuŋ,,"liljegren-hindukush[form ask-26-1, concept 26]",,,liljegren-hindukush:ask-26-1,,,,noun
HKAT-ask,,paːr,leaf,,paːr,,"liljegren-hindukush[form ask-30-1, concept 30]",,,liljegren-hindukush:ask-30-1,,,,noun
HKAT-ask,,vijon,liver,,vijon,,"liljegren-hindukush[form ask-34-1, concept 34]",,,liljegren-hindukush:ask-34-1,,,,noun
HKAT-ask,,uː,louse,,uː,,"liljegren-hindukush[form ask-38-1, concept 38]",,,liljegren-hindukush:ask-38-1,,,,noun
HKAT-ask,,kaɳɖrə,mountain,,kaɳɖrə,,"liljegren-hindukush[form ask-3-1, concept 3]",,,liljegren-hindukush:ask-3-1,,,,noun
HKAT-ask,,nam,name (noun),,nam,,"liljegren-hindukush[form ask-7-1, concept 7]",,,liljegren-hindukush:ask-7-1,,,,noun
HKAT-ask,,nosθə,new,,nosθə,,"liljegren-hindukush[form ask-11-1, concept 11]",,,liljegren-hindukush:ask-11-1,,,,adj
HKAT-ask,,zat,night (dark time),,zat,,"liljegren-hindukush[form ask-15-1, concept 15]",,,liljegren-hindukush:ask-15-1,,,,noun
HKAT-ask,,kasrə,nose,,kasrə,,"liljegren-hindukush[form ask-19-1, concept 19]",,,liljegren-hindukush:ask-19-1,,,,noun
HKAT-ask,,atɕʰ,one,,atɕʰ,,"liljegren-hindukush[form ask-23-1, concept 23]",,,liljegren-hindukush:ask-23-1,,,,num
HKAT-ask,,kuroːvurtɕo,path,,kuroːvurtɕo,,"liljegren-hindukush[form ask-27-1, concept 27]",,,liljegren-hindukush:ask-27-1,,,,noun
HKAT-ask,,mats,person,,mats,,"liljegren-hindukush[form ask-31-1, concept 31]",,,liljegren-hindukush:ask-31-1,,,,noun
HKAT-ask,,vendə,see,,vendə,,"liljegren-hindukush[form ask-35-1, concept 35]",,,liljegren-hindukush:ask-35-1,,,,verb
HKAT-ask,,tsam,skin,,tsam,,"liljegren-hindukush[form ask-39-1, concept 39]",,,liljegren-hindukush:ask-39-1,,,,noun
HKAT-ask,,isθa,star,,isθa,,"liljegren-hindukush[form ask-4-1, concept 4]",,,liljegren-hindukush:ask-4-1,,,,noun
HKAT-ask,,vaːʈ,stone,,vaːʈ,,"liljegren-hindukush[form ask-8-1, concept 8]",,,liljegren-hindukush:ask-8-1,,,,noun
HKAT-ask,,su,sun,,su,,"liljegren-hindukush[form ask-12-1, concept 12]",,,liljegren-hindukush:ask-12-1,,,,noun
HKAT-ask,,ʒu,tongue,,ʒu,,"liljegren-hindukush[form ask-16-1, concept 16]",,,liljegren-hindukush:ask-16-1,,,,noun
HKAT-ask,,dõːt,tooth,,dõːt,,"liljegren-hindukush[form ask-20-1, concept 20]",,,liljegren-hindukush:ask-20-1,,,,noun
