Brahui,,abā,itj. dear; alas,,abā,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e1,,,,interj
Brahui,,acānak,adv. suddenly,,acānak,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [H] (Hindi-Urdu).,ali-kobayashi2024:p687:e2,,,,adv loanword
Brahui,,aḍḍ,n. shelter,,aḍḍ,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e3,,,,noun
Brahui,,aḍkann-ing,vi. to take shelter; stop,,aḍkann-ing,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e4,,,,verb intr
Brahui,,adal,n. justice,,adal,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e5,,,,noun loanword
Brahui,,adā,itj. brother; guys; sir,,adā,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [Si.] (Sindhi).,ali-kobayashi2024:p687:e6,,,,interj loanword
Brahui,,adā kann-ing,vt. to fulfil,,adā kann-ing,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e7,,,,verb tr loanword
Brahui,,adālatt,n. court,,adālatt,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e8,,,,noun loanword
Brahui,,adīra,n. tomb,,adīra,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e9,,,,noun
Brahui,,ae,pron. that; they; he; she,,ae,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e10,,,,pron
Brahui,,ae,itj. say; alas,,ae,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e11,,,,interj
Brahui,,aeb,n. fault,,aeb,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e12,,,,noun loanword
Brahui,,aebdār,a. defective,,aebdār,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e13,,,,adj loanword
Brahui,,aekān,adv. from there,,aekān,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e14,,,,adv
Brahui,,aeno,adv. today,,aeno,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e15,,,,adv
Brahui,,aeno-pagga,adv. nowadays,,aeno-pagga,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e16,,,,adv
Brahui,,aeṛe,adv. there,,aeṛe,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e17,,,,adv
Brahui,,aesās,n. sense of touch; feeling,,aesās,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e18,,,,noun loanword
Brahui,,af,COP.NEG.PRS.3SG (ann-ing),,af,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e19,,,,verb copula pres neg 3sg
Brahui,,aga,conj. if,,aga,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [F] (Farsi).,ali-kobayashi2024:p687:e20,,,,conj loanword
Brahui,,agar,conj. if,,agar,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [F] (Farsi).,ali-kobayashi2024:p687:e21,,,,conj loanword
Brahui,,agi,conj. if,,agi,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [F] (Farsi).,ali-kobayashi2024:p687:e22,,,,conj loanword
Brahui,,agṛī,n. patch,,agṛī,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e23,,,,noun
Brahui,,ahvāl,n. news,,ahvāl,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e24,,,,noun loanword
Brahui,,ajab,a. wonderful; unexpected,,ajab,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e25,,,,adj loanword
Brahui,,alādīn,prop. Aladdin,,alādīn,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e26,,,,proper-noun loanword
Brahui,,alāhoš,a. panicked,,alāhoš,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e27,,,,adj
Brahui,,alk,take-PST.3SG (hall-ing),,alk,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e28,,,,verb pret 3sg
Brahui,,all,itj. oh,,all,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e29,,,,interj
Brahui,,allā,n. God,,allā,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e30,,,,noun loanword
Brahui,,allāh,n. God,,allāh,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e31,,,,noun loanword
Brahui,,allāī,a. godly; inevitable; very long,,allāī,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e32,,,,adj
Brahui,,allā-tālā,n. God,,allā-tālā,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e33,,,,noun loanword
Brahui,,allā tuār,adv. by God’s will,,allā tuār,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e34,,,,adv
Brahui,,all-ing,vt. to take,,all-ing,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e35,,,,verb tr
Brahui,,alma,n. rush,,alma,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e36,,,,noun
Brahui,,=am,=too,,=am,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e37,,,,part emph
Brahui,,ama,int. adv. how; what a,,ama,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e38,,,,interr adv
Brahui,,amak,int. adv. how,,amak,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e39,,,,interr adv
Brahui,,amal,n. action,,amal,,ali-kobayashi2024[p. 687],,Ali and Kobayashi mark this entry [A] (Arabic).,ali-kobayashi2024:p687:e40,,,,noun loanword
Brahui,,amannā,pred a. accepted,,amannā,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e41,,,,adj
Brahui,,amannāī,n. consent; acceptance,,amannāī,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e42,,,,noun
Brahui,,amannā kann-ing,vt. to accept,,amannā kann-ing,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e43,,,,verb tr
Brahui,,amar,int. a. what a,,amar,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e44,,,,interr adj
Brahui,,amar,int. adv. how; why,,amar,,ali-kobayashi2024[p. 687],,,ali-kobayashi2024:p687:e45,,,,interr adv
