kvar,2900,kimli,ant,,kimli,see also 3438,jouanne,,,legacy:20220913-kvari:row:1,,,,
kvar,2588,kɔ̄slɔ̃ḍɛ,armpit,,kɔ:slɔ̃ɖɛ,with some sort of extension,jouanne,,,legacy:20220913-kvari:row:2,,,,
kvar,9289,buṛɔ,bad,,buɻᴐ,,jouanne,,,legacy:20220913-kvari:row:3,,,,
kvar,2445,rīkʰ,bear,,ri:kʰ,,jouanne,,,legacy:20220913-kvari:row:4,,,,
kvar,6250,daṛi,beard,,daɻi,,jouanne,,,legacy:20220913-kvari:row:5,,,,
kvar,7964,pɔlɔ̃g,bed,,pɔlɔ͂g̥,,jouanne,,,legacy:20220913-kvari:row:6,,,,
kvar,13503,sūr,beer,,su:r,,jouanne,,,legacy:20220913-kvari:row:7,,,,
kvar,9153,bakʰra,billy goat,,bakʰra,,jouanne,,,legacy:20220913-kvari:row:8,,,,
kvar,7637,pãkeru,bird,,pãkʰeru,,jouanne,,,legacy:20220913-kvari:row:9,,,,
kvar,2641,kɔṛuɔ,bitter,,kɔɻuᴐ,,jouanne,,,legacy:20220913-kvari:row:10,,,,
kvar,2771,kāmbēl,blanket,,ka:mbe:l,,jouanne,,,legacy:20220913-kvari:row:11,,,,
kvar,13784,nas,blood vessel,,nəs,,jouanne,,,legacy:20220913-kvari:row:12,,,,
kvar,10512,jū̃,body louse,,ʤu͂:,,jouanne,,,legacy:20220913-kvari:row:13,,,,
kvar,13952,harkuṛi,bone,,harkuɻi,,jouanne,,,legacy:20220913-kvari:row:14,,,,
kvar,6770,dāgōṭi,bracelet,,da:go:ʈi,with some sort of extension,jouanne,,,legacy:20220913-kvari:row:15,,,,
kvar,12622,śāṭ̃ɔ,branch,,ʃa͂:ʈɔ,,jouanne,,,legacy:20220913-kvari:row:16,,,,
kvar,12769,sā̀s,breath,,sà:s,,jouanne,,,legacy:20220913-kvari:row:17,,,,
kvar,12629,śuīṇ,broom,,ʂui:ɳ,,jouanne,,,legacy:20220913-kvari:row:18,,,,
kvar,9964,mɔĩśi,buffalo,,mɔi͂ʃi,,jouanne,,,legacy:20220913-kvari:row:19,,,,
kvar,9176,bɔḷēd,bull,,bɔɭe:d,,jouanne,,,legacy:20220913-kvari:row:20,,,,
kvar,8264,potūl,butterfly,,potu:l,,jouanne,,,legacy:20220913-kvari:row:21,,,,
kvar,7685,pinjarɔ,cage,,piˑnʤərɔ,,jouanne,,,legacy:20220913-kvari:row:22,,,,
kvar,11239,baʦuṭɔ,"calf, colt",,baʦʊˀʈɔ,,jouanne,,,legacy:20220913-kvari:row:23,,,,
kvar,9354,bãg,cannabis,,bʰãg̥,,jouanne,,,legacy:20220913-kvari:row:24,,,,
kvar,5481,ṭopɛṛa,cap,,ʈopɛɻa,,jouanne,,,legacy:20220913-kvari:row:25,,,,
