Epoch 0

stabʰira[G]	ṭʰervũ	(9.045798301696777)	tʰari	(4.868196487426758)
kaṭpʰala[Pk]	kappʰala	(4.64328670501709)	kaṭṭʰala	(2.653473138809204)
gʰumba[kcch]	gʰūŋgʰaṭ	(21.71554183959961)	gʰumbʰ	(4.008810043334961)
dvādaśá[Indo-Aryan]	dvādaśá	(1.552473783493042)	dvādaśá	(1.552473783493042)
cūrṇa[gng]	ʦun	(3.724841594696045)	cūn	(2.1238820552825928)
adʰiṣṭʰāyaka[Indo-Aryan]	adʰiṣṭʰāyaka	(3.6892881393432617)	adʰiṣṭʰāya	(3.0904459953308105)
satēra[P]	ser	(6.913209438323975)	satra	(4.42641019821167)
śvaśuraśālā[H]	susrārī	(7.948596954345703)	susurā	(4.788961887359619)
gōrda[Indo-Aryan]	gōrdʰa	(4.840118408203125)	gōrda	(1.1611659526824951)
mōca[Indo-Aryan]	mōṭṭa	(11.836884498596191)	mōca	(1.4449726343154907)
caturtʰá[S]	cotʰo	(7.152794361114502)	cauṭʰa	(3.159113883972168)
ṭaŋka[koh]	ṭāŋgū	(7.519258975982666)	ṭaŋg	(3.363295078277588)
cul[N]	cilāunu	(13.154935836791992)	culu	(3.129570960998535)
pr̩ṣṭʰá[Ku]	pūṭʰ	(6.187690734863281)	piṭʰo	(3.070192813873291)
stʰāgʰya[H]	tʰā̃g	(5.277676582336426)	tʰāgʰā	(2.9994187355041504)
rā́jñī[Bhoj]	rānī	(3.2844417095184326)	rā̃	(3.0436315536499023)
triśūla[Indo-Aryan]	trīkṣṇa	(25.919179916381836)	triśūla	(1.6052778959274292)
dīpāvali[Bhoj]	diārī	(6.201608657836914)	divāl	(3.549116611480713)
bʰiyagna[Indo-Aryan]	bʰiyagna	(3.6257176399230957)	bʰiyagga	(2.460901975631714)
śāṭa[Si]	saḷuva	(10.249499320983887)	sava	(4.267302989959717)
pūjā́[KharI]	puya	(5.691471099853516)	pūja	(2.261868715286255)
páraiti[Kal]	páraiti	(13.60389518737793)	para	(3.7364730834960938)
bíḍāla[Ku]	birālī	(6.581117153167725)	bilāl	(3.5910229682922363)
vahyá[N]	bojʰ	(9.078339576721191)	vahan	(5.519010066986084)
bahú[OM]	bauhā	(8.624957084655762)	bahu	(1.8221341371536255)
trúṭyati[L]	ṭuṭṭaṇ	(7.845203399658203)	truṭṇā	(4.7017998695373535)
śūṣa[Ku]	susāṭ	(14.112371444702148)	sūs	(2.5646986961364746)
útsa[Phal]	uts	(6.517398834228516)	usti	(6.0290350914001465)
ālāpayati[L]	alāvaṇ	(4.9972429275512695)	ālā	(2.6600570678710938)
vāyú[A]	bāu	(2.837740898132324)	bāu	(2.837740898132324)
candraka[kcch]	cāndʰaryo	(15.993242263793945)	candar	(4.786709785461426)
cʰándas[Pa]	cʰandas	(3.1146445274353027)	cʰandasa	(2.811122179031372)
gava[L]	gaū̃	(9.152722358703613)	gavā	(1.8953408002853394)
cuppa[G]	copṛũ	(7.0257978439331055)	cup	(3.0085062980651855)
útpadyatē[Brj]	upānno	(10.90608024597168)	upajjo	(6.592376708984375)
bʰōjyà[H]	bʰoj	(1.852651834487915)	bʰoj	(1.852651834487915)
pr̩ṣṭaparṇī[M]	piṭʰvaṇ	(8.105175018310547)	paṭʰaṇḍī	(5.938753128051758)
aŋgarakṣa[Bi]	ãgarkʰā	(5.935248374938965)	aŋgakʰī	(4.1392316818237305)
bʰārtavr̩tti[Indo-Aryan]	bʰāryà	(20.99896240234375)	bʰārtavr̩tti	(3.206362009048462)
pāṣi[K]	poṣ	(8.077102661132812)	pās	(2.1421759128570557)
pukkār[G]	pokārvũ	(7.995293617248535)	pukkrɔ	(4.722624778747559)
pōta[Pa]	ponti	(13.242185592651367)	pōta	(1.0580031871795654)
pradadʰāti[Gaw]	lē	(14.38991928100586)	pada	(4.631842613220215)
yuvatí[Indo-Aryan]	yuvatí	(3.41355299949646)	yuvati	(1.903286337852478)
dʰūmāndʰa[awan]	dʰū̃dʰā	(4.409534454345703)	dʰū̃dʰ	(3.358586072921753)
áṁsa[H]	hā̃s	(6.088656425476074)	as	(2.515132427215576)
gōpālá[Or]	guāḷa	(4.910791397094727)	goāḷa	(3.452953338623047)
pariśālā[G]	parsāḷ	(5.000845909118652)	parās	(3.8387258052825928)
saṁtuṣṭa[Pa]	santuṭṭʰa	(8.135514259338379)	saṁtuṭṭa	(3.26358962059021)
hiŋga[M]	hẽgḍā	(8.12690544128418)	hiŋg	(2.861450433731079)
Epoch 1

stabʰira[G]	ṭʰervũ	(9.128823280334473)	tʰarī	(4.028927803039551)
