Tam,d1,a,"demonstr. base expr. the remoter person or thing; pref. to nouns, expr. remoteness [",,,,dedr,0:,,,,,,
Tam,d1,a,before consonant,,,,dedr,0:,,,,,,
Tam,d1,avv,before vowel],,,,dedr,0:,,,,,,
Tam,d1,avaṉ (before consonant),before vowel],,,,dedr,0:,,,,,,
Tam,d1,avvōṉ (before consonant),before vowel],,,,dedr,0:,,,,,,
Tam,d1,avaḷ (before consonant),before vowel],,,,dedr,0:,,,,,,
Tam,d1,avar (before consonant),before vowel],,,,dedr,0:,,,,,,
Tam,d1,avarkaḷ (before consonant),"that man, that woman, those persons/that person , that thing, those things",,,,dedr,0:,,,,,,
Tam,d1,atu (before consonant),"that man, that woman, those persons/that person , that thing, those things",,,,dedr,0:,,,,,,
Tam,d1,aḵtu (before vowel),"that man, that woman, those persons/that person , that thing, those things",,,,dedr,0:,,,,,,
Tam,d1,av,"that man, that woman, those persons/that person , that thing, those things",,,,dedr,0:,,,,,,honorific
Tam,d1,avai,"that man, that woman, those persons/that person , that thing, those things",,,,dedr,0:,,,,,,honorific
Tam,d1,anta,there,,,,dedr,0:,,,,,,adj
Tam,d1,aṉai,there,,,,dedr,0:,,,,,,adj
Tam,d1,āṉa,there,,,,dedr,0:,,,,,,adj
Tam,d1,akkaṭa,there,,,,dedr,0:,,,,,,adj
Tam,d1,āṅkaṇ,there,,,,dedr,0:,,,,,,adj
Tam,d1,ā̆ṅkaṇ,there,,,,dedr,0:,,,,,,adj
Tam,d1,aṅkiṭṭu,there,,,,dedr,0:,,,,,,adj
Tam,d1,aṅku,there,,,,dedr,0:,,,,,,adj
Tam,d1,aṅkē,there,,,,dedr,0:,,,,,,adj
Tam,d1,atōḷ,there,,,,dedr,0:,,,,,,adj
Tam,d1,atōḷi,there,,,,dedr,0:,,,,,,adj
Tam,d1,antālē,there,,,,dedr,0:,,,,,,adj
Tam,d1,antil,there,,,,dedr,0:,,,,,,adj
Tam,d1,ampar,there,,,,dedr,0:,,,,,,adj
Tam,d1,āṉ,there,,,,dedr,0:,,,,,,adj
Tam,d1,aṅkuttai,that place,,,,dedr,0:,,,,,,
Tam,d1,āṇṭu,that place,,,,dedr,0:,,,,,,
Tam,d1,āṇṭai,that place,,,,dedr,0:,,,,,,
Tam,d1,aṅkōṭ-iṅkōṭu,here and there,,,,dedr,0:,,,,,,
Tam,d1,aṅṅaṉ,there; in that manner,,,,dedr,0:,,,,,,
Tam,d1,aṅṅaṉam,there; in that manner,,,,dedr,0:,,,,,,
Tam,d1,avaṉ,there; in that manner,,,,dedr,0:,,,,,,
Tam,d1,atō,behold!,,,,dedr,0:,,,,,,
Tam,d1,attaṉai,"so many, of such size or measure",,,,dedr,0:,,,,,,
Tam,d1,antaṇṭai,"in that place, beyond",,,,dedr,0:,,,,,,
Tam,d1,antanta,"each, taken severally",,,,dedr,0:,,,,,,
Tam,d1,antu,"in that way, thus",,,,dedr,0:,,,,,,
Tam,d1,appaṭi,"in that way, thus",,,,dedr,0:,,,,,,
