Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
36	rope	KEL	98	90	left	1 as̪ʌɖa	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	DHA	98	90	left	1 as̪ʌɖo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	DIG	98	90	left	1 as̪ʌɖo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	AMO	98	90	left	3 ɖor	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	MUN	98	90	left	2 humb	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	AST	98	90	left	2 humb	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	MAN	98	90	right	1 usoɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	BHU	98	90	right	6 humʈa	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	AML	98	90	right	4 ras̪, 6 sumʈo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	SEG	98	90	right	1 usoɖu, 4 ras̪	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	KAN	98	90	right	3 ɖuri, 5 ɖawo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	SHA	98	90	right	5 ɖawõ, 6 humʈa	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
36	rope	TOR	98	90	right	5 ɖawõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
37	thread	KEL	98	90	left	1 huʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
