Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
1	body	KEL	91	83	left	1 ɖil	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	DHA	91	83	left	1 ɖil	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	DIG	91	83	left	1 ɖil	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	AMO	91	83	left	1 ɖil	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	MUN	91	83	left	1 ɖil	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	AST	91	83	left	1 ɖil	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	MAN	91	83	right	1 ɖil	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	BHU	91	83	right	1 ɖiɭ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	AML	91	83	right	1 ɖiɭ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	SEG	91	83	right	2 ɖhʌɖ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	KAN	91	83	right	1 ɖil	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	SHA	91	83	right	1 ɖiɭ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	TOR	91	83	right	1 ɖiɭ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	KEL	91	83	left	1 muŋkõ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	DHA	91	83	left	1 muŋko	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	DIG	91	83	left	1 munɖʌko	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	AMO	91	83	left	1 muŋko	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	MUN	91	83	left	1, 2 munɖkʌ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	AST	91	83	left	1, 2 munɖkʌ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	MAN	91	83	right	2 munɖ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	BHU	91	83	right	2 moɳɖ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	AML	91	83	right	1, 2 munɖkʌ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	SEG	91	83	right	1, 2 munɖkʌ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	KAN	91	83	right	1, 2 munɖkʌ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	SHA	91	83	right	1, 2 munɖkʌ	attested	high		manual-source-image; rendered-300dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
