dbia1,ahamkāra-,Indo-Aryan,"<html><body><p>Ta, akankāram conception of individuality, arrogance, haughtiness; änkāram id., kindness, love; ānkāri (-pp-, -tt-) to be arrogant, insolent. Ma. ahankāram, ānkāram feeling of self, pride, self-conceit, boisterousness. Ko. a&#x27;ŋkarm (obl. a.şka&#x27;rt-) joyful pride, joyfulness. Ka. ahamkāra concept of individuality, pride; ahamkarisu to be proud. Tu. ahankāra, ānkāra self-consciousness, pride, haughtiness; ahankaripuni, ankariyuni to be proud, arrogant. Te. ahankāramu, (K also) ãkaramu egotism, pride, arrogance; ahankarincu to be arrogant. Skt. ahamkāra- conception of one&#x27;s individuality, pride, haughtiness.</p></body></html>",
dbia2,agati,Indo-Aryan,"<html><body><p>Ta. akattiyam, akattiyam-āy without fail, surely, certainly. Ka. agatya indispensableness, necessity, want; agatyav-āgi necessarily, urgently, positively, by all means. Tu. agatya need, necessity, want; urgent, important. Te. agatyamu necessity, need; urgent, necessary, needful, important; agatyamu-gā urgently, necessarily, positively, certainly. Skt. agati want of resource, necessity, distress (so Kitt.); difficult from the point of view of meaning, whereas Skt. avaśyam, which corresponds exactly in meaning, presents phonetic difficulties (but not perhaps altogether insuperable).</p></body></html>",
dbia3,akrama,Indo-Aryan,"<html><body><p>Ta. akkiramam irregularity, injustice. Ma. akramam disorder, irregularity, crime. Ko. akrm (obl. akrt-) evil actions (? rather &lt; Skt. akarman improper action, crime; cf. Ka. akarma id.). To. okira&#x27;m treachery. Ka. akrama confusion, injustice. Tu. akrama irregularity, confusion. Te, akramamu irregularity, misconduct, injustice, impropriety. /Skt. akrama want of order, confusion; (Bilhana, Vikramankadevacarita 14.11, 22) improper course of conduct.</p></body></html>",
dbia4,argha-,Indo-Aryan,"<html><body><p>Ta. akkam price of grain. Ko. agm rate at which measures of grain are sold for the rupee. Ka. agga, hagga price, cheapness, cheap. Tu. agga cheapness; aggalāsy, aggysy cheap. Te. agguva cheapness; (K) agguvu price. /Skt. argha- value, price. Pa. Pkt. aggha- id.</p></body></html>",
dbia5,agni,Indo-Aryan,"<html><body><p>Ta. akki fire, heat. Ma. akki fire. To, ox- (oxy-) to burn to ashes (intr.; wood, house, corpse). Ka. ag(g)i, haggi fire. Kod. agg- (aggi-) (fire) consumes everything and becomes bed of coals. Tu, aggi fire. Te, aggi id. /Skt. agni fire. Pa. Pkt. aggi- id. Perhaps the verbs are not derived from IA, but by assimilation from *arg-; cf. DED 234. 10 DRAVIDIAN BORROWINGS FROM INDO-ARYAN accu accu</p></body></html>",
dbia6,aśraddha,Indo-Aryan,"<html><body><p>Ta. acațțai contempt, disdain, inattention, indifference; acattālam filthiness, disorder, muddle. Ma. aśraddha neglect. Ka. asadde dislike, disdain, scorn; asadļāla contemptibleness, unlawful action, ugliness. Tu. asadde disdain, contempt, negligence. Te. asadda neglect, inattention, (B also) disdain, contempt; aśraddha neglect, inattention, carelessness. /Skt. aśraddha want of trust, unbelief. Pkt. asaddhā- id.</p></body></html>",
dbia7,akkha,Indo-Aryan,"<html><body><p>Ta. accu axle, axle-bolt. Ma. accu, accittați axle-tree. Ka. axle. Tu. accida mara axle-tree; add-acci axle. Te. (K, dial.) id. Kol. (SR) äskud id. Nk. āk, āckurid. Pa. ackurid. /Skt. akşa- axle. Pa. Pkt. akkha id. Mar. ās id. Bihari (Grierson, Bihar Peasant Life, p. 32) ak main beam in the rear of the cart. Turner, s. v. akhārā.</p></body></html>",
dbia8,atisaya-,Indo-Aryan,"<html><body><p>Ta. aticayam excellence, pre-eminence; astonishment, wonder; aticayi (-pp-, -tt-) to wonder, be surprised. Ma. atiśayam pre-eminence, uncommon; marvel, wonder; atiśayikka to excel; to wonder, be surprised. Ko. adycm (obl. adyct-) wonder, a wonder. Ka. atiśaya pre-eminence; wonder, surprise; pre-eminent; wonderful; atiśayam-badu to wonder, be surprised; atiśayisu to become, or make, great; to wonder. Koờ. adi a wonder. Tu. atiśaya pre-eminence; wonder, marvel. Te. atiśayamu pre-eminence; marvellous, excessive, wonderful; atiśayincu, atiśayillu to increase, surpass. Skt. atisaya- pre-eminence; pre-eminent. L. V.R. 1934.253-4.</p></body></html>",
dbia9,ad,Indo-Aryan,"<html><body><p>Ta. atiţtam that which is unseen; merit or sin accruing from actions; luck, fortune; atirustam that which is not seen; luck, good luck. Ma. adſştam fortune, luck; (coll.) atiștam ill-luck, influence of the evil eye. Ko. adişțm (obl. adiștt-) good fortune. Ka. adrsta destiny; luck, good luck. Tu. adrșța fortune, fate. Te. adrșțamu fortune, luck; adſșțavantūņu, adṛṣṭaśāli a fortunate man. /Skt. adşșța- invisible; destiny (good or bad). Pkt. ad(d)iţtha id. L. V.R. 1934.255,</p></body></html>",
dbia10,hasti-pippali,Indo-Aryan,<html><body><p>Ta. atti long pepper. Ma. atti elephant pepper. /? &lt; Skt. hasti-pippali Scindapsus officinalis. Pkt. hatthi-pippali id.</p></body></html>,
dbia11,adhvan-,Indo-Aryan,"<html><body><p>Ta. attuvānam ruins, desert, desolate place. Ma. addhvānam great exertion, fatigue; addhvāni diligent; addhvānikka to labor, work hard, exert oneself. Ka. adhvāna wilderness, forest, desert; misfortune; dearness, excess of price; (coll., L. V.R. 1934.255) immethodical, weak, bad, spoiled, useless. Tu. adhvana, advåna labor, immethodical effort; tired, weak, wrong, spoiled; addana weakness, sickness, affliction. Te. adhvānamu desolation, waste, ruin; adhvānapu desolate, waste, spoiled, bad, (B also) perplexing; adhvānamu cēyu to ruin, lay waste, spoil. /Skt. adhvan- (acc. adhvānam) road, journey, distance. L. V.R. 1934. 255-256. DICTIONARY 11 even-</p></body></html>",
dbia12,antaḥstha-,Indo-Aryan,"<html><body><p>Ta. antastu rank, condition; story of a building. Ka. antastu being between; being one above another, tier, story of a building; degree of dignity, rank. Tu. antasty upper story or room; a secret. Te. antastu story of a house; arrangement of one above another; dignity, prestige. Skt. antaḥstha- being in the midst or between. L. V.R. 1934.257.</p></body></html>",
dbia13,samdhi-,Indo-Aryan,"<html><body><p>Ta. anti twilight, morning and evening prayers. Ma. anti ing. Ko. ande:l time after sunset until about 9 P. M.; ande:l poſt afternoon from about 4 to 6 P. M.; inde:l this last night, yesterday night; this coming evening. Koạ. andi evening just after dark; andi-kotti evening star in west. Skt. samdhi- interval between day and night, twilight.</p></body></html>",
dbia14,asprsta-,Indo-Aryan,"<html><body><p>Ta. appatſam unmixed, pure. Ka. appața id. Te. appațamu id., unadulterated. Skt. asprsta- untouched. But the MIA forms of Skt. sprś- have u in general.</p></body></html>",
dbia15,arpaņa-,Indo-Aryan,"<html><body><p>Ta. appaņai command. Ka. appane order, command, law; permission, leave. Kod. appaņe order. Tu. appaņè command, order; permission, leave. Te. appaņa, appana id. Skt. ājñāpana- ordering (so Ta. Lex., Kitt.). ? Skt. arpaņa- consigning, entrusting; Pkt. appaņaid.</p></body></html>",
dbia16,samayaopportunity,Indo-Aryan,"<html><body><p>Ta. amayam, amaiyam opportunity, occasion. fit or convenient time, opportunity, festive occasion, season. /Skt. samayaopportunity, occasion, season.</p></body></html>",
dbia17,ambarișa-,Indo-Aryan,"<html><body><p>Ma. amparam, amparam hog-plum, wild mango, Spondias mangifera. Ka. amațe, ambațe, ambața, ambāde, avaje id. Tu. ambațe, ambaờè id. Skt. ambarișa-, amlavāțaka-, ämravățaka-, āmrātaka- id. Pa. ambāțaka id. Pkt. ambāda(g)a- id. H. ābārā, Mar. ābādā id. Turner, S. V. amaro.</p></body></html>",
dbia18,lankā-,Indo-Aryan,"<html><body><p>Ta. arankam island formed by a river or rivers, delta. Te. lanka island, islet. (Cf. Skt. lankā-.</p></body></html>",
dbia19,śaraṇa-,Indo-Aryan,"<html><body><p>Ta. aran, aranam defence, fortress; araņi (-pp-, -tt-) to fortify, defend; araņiya adj. defended; araṇ-manai royal palace, mansion. Ma. aran stronghold; araṇippu being impregnable. /Skt. śaraṇa- shelter. Skt. arana- refuge &lt; Dr.</p></body></html>",
dbia20,arthaaim,Indo-Aryan,"<html><body><p>Ta. aruttam, arttam meaning, intention, wealth, usefulness, etc. Ma. artham aim, wealth, meaning. Ko. artm (obl. art(t)-) meaning, a sententia, proverbial saying. To. artm (obl. art-) meaning, useful- Ka. artha aim, utility, meaning, wealth, etc. Tu. artha wealth, meaning. Te. arthamu meaning, object, wealth, use, etc. /Skt. arthaaim, use, object, wealth, meaning, etc. Ka. amaga 18 ness. 12 DRAVIDIAN BORROWINGS FROM INDO-ARYAN 22</p></body></html>",
dbia21,arka-,Indo-Aryan,<html><body><p>Ta. arukkam crystal. To. ark glass (window or a piece of glass). Ka. arka crystal. Tu. arka id. Te. arkamu id. /Skt. arka- crystal.</p></body></html>,
dbia22,ārdra,Indo-Aryan,"<html><body><p>Ta. allam, nallam ginger; ? ellam id. Ka. alla green ginger. Te. allamu id. Kuwi (S) alomi ginger. Skt. ārdra(ka)- fresh ginger. Pkt. alla-, allaa- id. Mar. ălē id. Turner, s.v. aduwa.</p></body></html>",
dbia23,avakața-,Indo-Aryan,"<html><body><p>Ma. avakațam, apakațam mischief, danger. Ka. avagada, avagadike obstruction, jeopardy, monstrosity. Tu. avagada calamity, mischief, danger; disorder, confusion. Te. avakațamu Te. avakatamu opposition; avagadamu mischief, mischievous deed, carelessness, danger; bad, undesirable. Skt. avakața- opposite, contrary (so apparently in the lexica; taught in Pāṇini 5.2.30, but without meaning); L. V.R. 1934. 257. Mar. avaghad difficult, difficulty, calamity; avaghadņē to be in straits. Godavarma, p. 14: Skt. apakşta- injury, offence &gt; Pkt. *apakața-. Cf. also 28 Ta. akațiyam.</p></body></html>",
dbia24,avasara,Indo-Aryan,"<html><body><p>Ta. avacaram favorable opportunity; hurry, urgency, necessity, compulsion. Ko. avca.rm (obl. avca&#x27;rt-) hurry, urgency. To. ofso&#x27;rm id. Ka. avasara necessity, urgency, hurry; avasarisu to make haste, be eager. Tu. avasara, avasāra, amasara necessity, urgency, hurry. Te. avasaramu occasion; necessity, need, urgency, haste, hurry; necessary, urgent; avasara-padu to hurry, hasten. Skt. avasara favorable opportunity, seasonableness. L. V. R. 1934, 258.</p></body></html>",
